id,SemiVar,Mean,SemiVar,ARZZ3,AUTM3,BBFI11B,BPNM4,BRCR11B,BRFS3,CESP6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,ECOR3,EZTC3,FEXC11B,FFTL4,HGRE11,HGTX3,HTMX11B,IDVL4,JHSF3,KLBN4,KNRI11,LIGT3,MPXE3,PRSV11,RDCD3,RNEW11,SAPR4,SSBR3,STBP11,UOLL4,USIM3
1,0.001316,0.106641,0.001316,0.000000,0.000000,0.040437,0.058803,0.076672,0.093046,0.083613,0.000000,0.112159,0.036390,0.000000,0.000000,0.099085,0.000000,0.079660,0.000000,0.000000,0.000000,0.066617,0.000000,0.000000,0.095567,0.000000,0.054601,0.000000,0.075800,0.000000,0.000000,0.000000,0.000000,0.000000,0.027549,0.000000
27,0.001326,0.107969,0.001326,0.000000,0.072228,0.000000,0.000000,0.000000,0.114320,0.086361,0.105871,0.000000,0.013314,0.000000,0.100264,0.070179,0.000000,0.059400,0.000000,0.069283,0.055022,0.037919,0.000000,0.000000,0.033490,0.070051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074532,0.000000,0.000000,0.037765
19,0.001330,0.112599,0.001330,0.000000,0.104713,0.043270,0.000000,0.000000,0.047300,0.025270,0.000000,0.000000,0.078677,0.000000,0.000000,0.000000,0.044110,0.095589,0.089680,0.048858,0.000000,0.049130,0.000000,0.053457,0.000000,0.000000,0.123010,0.000000,0.090817,0.000000,0.000000,0.000000,0.045990,0.000000,0.000000,0.060133
1,0.001316,0.106641,0.001316,0.000000,0.000000,0.040437,0.058803,0.076672,0.093046,0.083613,0.000000,0.112159,0.036390,0.000000,0.000000,0.099085,0.000000,0.079660,0.000000,0.000000,0.000000,0.066617,0.000000,0.000000,0.095567,0.000000,0.054601,0.000000,0.075800,0.000000,0.000000,0.000000,0.000000,0.000000,0.027549,0.000000
27,0.001326,0.107969,0.001326,0.000000,0.072228,0.000000,0.000000,0.000000,0.114320,0.086361,0.105871,0.000000,0.013314,0.000000,0.100264,0.070179,0.000000,0.059400,0.000000,0.069283,0.055022,0.037919,0.000000,0.000000,0.033490,0.070051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074532,0.000000,0.000000,0.037765
19,0.001330,0.112599,0.001330,0.000000,0.104713,0.043270,0.000000,0.000000,0.047300,0.025270,0.000000,0.000000,0.078677,0.000000,0.000000,0.000000,0.044110,0.095589,0.089680,0.048858,0.000000,0.049130,0.000000,0.053457,0.000000,0.000000,0.123010,0.000000,0.090817,0.000000,0.000000,0.000000,0.045990,0.000000,0.000000,0.060133
1,0.001316,0.106641,0.001316,0.000000,0.000000,0.040437,0.058803,0.076672,0.093046,0.083613,0.000000,0.112159,0.036390,0.000000,0.000000,0.099085,0.000000,0.079660,0.000000,0.000000,0.000000,0.066617,0.000000,0.000000,0.095567,0.000000,0.054601,0.000000,0.075800,0.000000,0.000000,0.000000,0.000000,0.000000,0.027549,0.000000
5,0.001321,0.108289,0.001321,0.000000,0.074474,0.002992,0.000000,0.000000,0.109686,0.082136,0.098550,0.000000,0.017834,0.000000,0.093330,0.065326,0.003050,0.061903,0.006201,0.067871,0.051217,0.038694,0.000000,0.003697,0.031174,0.065207,0.008506,0.000000,0.006280,0.000000,0.000000,0.000000,0.072558,0.000000,0.000000,0.039312
11,0.001324,0.112279,0.001324,0.000000,0.102466,0.040278,0.000000,0.000000,0.051934,0.029494,0.007321,0.000000,0.074157,0.000000,0.006933,0.004853,0.041060,0.093086,0.083478,0.050270,0.003805,0.048354,0.000000,0.049760,0.002316,0.004844,0.114503,0.000000,0.084537,0.000000,0.000000,0.000000,0.047963,0.000000,0.000000,0.058586
1,0.001316,0.106641,0.001316,0.000000,0.000000,0.040437,0.058803,0.076672,0.093046,0.083613,0.000000,0.112159,0.036390,0.000000,0.000000,0.099085,0.000000,0.079660,0.000000,0.000000,0.000000,0.066617,0.000000,0.000000,0.095567,0.000000,0.054601,0.000000,0.075800,0.000000,0.000000,0.000000,0.000000,0.000000,0.027549,0.000000
