id,Delta,Mean,DownSideRisk,ARZZ3,AUTM3,BBFI11B,BPNM4,BRCR11B,BRFS3,CESP6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,ECOR3,EZTC3,FEXC11B,FFTL4,HGRE11,HGTX3,HTMX11B,IDVL4,JHSF3,KLBN4,KNRI11,LIGT3,MPXE3,PRSV11,RDCD3,RNEW11,SAPR4,SSBR3,STBP11,UOLL4,USIM3
4,0.088151,0.143505,0.047132,0.000000,0.000000,0.000000,0.000000,0.000000,0.068287,0.049734,0.023020,0.056670,0.046040,0.000000,0.049734,0.000000,0.000000,0.043914,0.057035,0.000000,0.051194,0.000000,0.039083,0.000000,0.000000,0.078960,0.074042,0.088151,0.034573,0.057421,0.040715,0.000000,0.000000,0.069468,0.000000,0.071959
18,0.089530,0.150558,0.051661,0.000000,0.000000,0.000000,0.041575,0.000000,0.000000,0.000000,0.078667,0.000000,0.000000,0.000000,0.000000,0.000000,0.074112,0.037110,0.000000,0.050089,0.031398,0.057229,0.089530,0.035971,0.030603,0.022938,0.042406,0.028217,0.077817,0.047070,0.076443,0.000000,0.072051,0.074220,0.000000,0.032555
12,0.094633,0.142509,0.048599,0.000000,0.000000,0.059211,0.037261,0.000000,0.000000,0.000000,0.082206,0.033738,0.013201,0.091032,0.093161,0.081432,0.000000,0.094633,0.059307,0.000000,0.000000,0.000000,0.059036,0.035209,0.000000,0.069373,0.000000,0.032615,0.070282,0.000000,0.040822,0.000000,0.047481,0.000000,0.000000,0.000000
11,0.088151,0.143449,0.047116,0.000000,0.000172,0.000580,0.000000,0.000000,0.068287,0.049734,0.023020,0.056670,0.046040,0.000000,0.049734,0.000000,0.000000,0.043914,0.057035,0.000000,0.051194,0.000000,0.039083,0.000000,0.000000,0.078960,0.073870,0.088151,0.034573,0.057421,0.040135,0.000000,0.000000,0.069468,0.000000,0.071959
4,0.088151,0.143505,0.047132,0.000000,0.000000,0.000000,0.000000,0.000000,0.068287,0.049734,0.023020,0.056670,0.046040,0.000000,0.049734,0.000000,0.000000,0.043914,0.057035,0.000000,0.051194,0.000000,0.039083,0.000000,0.000000,0.078960,0.074042,0.088151,0.034573,0.057421,0.040715,0.000000,0.000000,0.069468,0.000000,0.071959
18,0.089530,0.150558,0.051661,0.000000,0.000000,0.000000,0.041575,0.000000,0.000000,0.000000,0.078667,0.000000,0.000000,0.000000,0.000000,0.000000,0.074112,0.037110,0.000000,0.050089,0.031398,0.057229,0.089530,0.035971,0.030603,0.022938,0.042406,0.028217,0.077817,0.047070,0.076443,0.000000,0.072051,0.074220,0.000000,0.032555
4,0.088151,0.143505,0.047132,0.000000,0.000000,0.000000,0.000000,0.000000,0.068287,0.049734,0.023020,0.056670,0.046040,0.000000,0.049734,0.000000,0.000000,0.043914,0.057035,0.000000,0.051194,0.000000,0.039083,0.000000,0.000000,0.078960,0.074042,0.088151,0.034573,0.057421,0.040715,0.000000,0.000000,0.069468,0.000000,0.071959
11,0.088151,0.141588,0.045741,0.000000,0.000172,0.000580,0.000000,0.000000,0.068287,0.049734,0.023020,0.056670,0.046040,0.000000,0.049734,0.000000,0.000000,0.059483,0.057035,0.000000,0.035625,0.000000,0.039083,0.000000,0.000000,0.078960,0.073870,0.088151,0.034573,0.057421,0.040135,0.000000,0.000000,0.069468,0.000000,0.071959
18,0.089530,0.150563,0.051664,0.000000,0.000000,0.000000,0.041575,0.000000,0.000000,0.000000,0.078631,0.000000,0.000000,0.000000,0.000000,0.000000,0.074112,0.037110,0.000000,0.050089,0.031398,0.057229,0.089530,0.036007,0.030603,0.022938,0.042406,0.028217,0.077817,0.047070,0.076443,0.000000,0.072051,0.074220,0.000000,0.032555
11,0.085101,0.137081,0.044572,0.000000,0.000172,0.000580,0.000000,0.000000,0.068287,0.049734,0.022977,0.056670,0.046040,0.000000,0.049734,0.000000,0.000000,0.059483,0.057035,0.000000,0.035625,0.000000,0.039083,0.000000,0.000000,0.078960,0.073870,0.072518,0.034616,0.057421,0.040135,0.000000,0.000000,0.085101,0.000000,0.071959
0,0.088151,0.141588,0.045741,0.000000,0.000172,0.000580,0.000000,0.000000,0.068287,0.049734,0.023020,0.056670,0.046040,0.000000,0.049734,0.000000,0.000000,0.059483,0.057035,0.000000,0.035625,0.000000,0.039083,0.000000,0.000000,0.078960,0.073870,0.088151,0.034573,0.057421,0.040135,0.000000,0.000000,0.069468,0.000000,0.071959
4,0.088151,0.143505,0.047132,0.000000,0.000000,0.000000,0.000000,0.000000,0.068287,0.049734,0.023020,0.056670,0.046040,0.000000,0.049734,0.000000,0.000000,0.043914,0.057035,0.000000,0.051194,0.000000,0.039083,0.000000,0.000000,0.078960,0.074042,0.088151,0.034573,0.057421,0.040715,0.000000,0.000000,0.069468,0.000000,0.071959
11,0.085101,0.136434,0.044329,0.000000,0.000172,0.000580,0.000000,0.000000,0.068287,0.049734,0.022977,0.056670,0.046040,0.000000,0.049734,0.000000,0.000000,0.059483,0.057035,0.000000,0.035625,0.000000,0.039083,0.000000,0.000000,0.067965,0.073870,0.069833,0.034616,0.057421,0.040135,0.000000,0.013679,0.085101,0.000000,0.071959
4,0.088151,0.143497,0.047130,0.000000,0.000000,0.000000,0.000000,0.000129,0.068287,0.049734,0.023020,0.056670,0.045911,0.000000,0.049734,0.000000,0.000000,0.043914,0.057035,0.000000,0.051194,0.000000,0.039083,0.000000,0.000000,0.078960,0.074042,0.088151,0.034573,0.057421,0.040715,0.000000,0.000000,0.069468,0.000000,0.071959
6,0.088151,0.142057,0.045865,0.000000,0.000172,0.000580,0.002147,0.000000,0.066140,0.049734,0.023020,0.056670,0.046040,0.000000,0.049734,0.000000,0.000000,0.059483,0.057035,0.000000,0.035625,0.000000,0.039083,0.000000,0.000000,0.078960,0.073870,0.088151,0.034573,0.057421,0.040135,0.000000,0.000000,0.069468,0.000000,0.071959
19,0.085101,0.136510,0.044384,0.000000,0.000172,0.000580,0.000000,0.000000,0.068287,0.049734,0.022977,0.056670,0.046040,0.000000,0.049734,0.000000,0.002147,0.059483,0.057035,0.000000,0.035625,0.000000,0.036935,0.000000,0.000000,0.067965,0.073870,0.069833,0.034616,0.057421,0.040135,0.000000,0.013679,0.085101,0.000000,0.071959
11,0.085101,0.136434,0.044329,0.000000,0.000172,0.000580,0.000000,0.000000,0.068287,0.049734,0.022977,0.056670,0.046040,0.000000,0.049734,0.000000,0.000000,0.059483,0.057035,0.000000,0.035625,0.000000,0.039083,0.000000,0.000000,0.067965,0.073870,0.069833,0.034616,0.057421,0.040135,0.000000,0.013679,0.085101,0.000000,0.071959
9,0.088151,0.143497,0.047130,0.000000,0.000000,0.000000,0.000000,0.000129,0.068287,0.049734,0.023020,0.056670,0.045911,0.000000,0.049734,0.000000,0.000000,0.043914,0.057035,0.000000,0.051194,0.000000,0.039083,0.000000,0.000000,0.078960,0.074042,0.088151,0.034573,0.057421,0.040715,0.000000,0.000000,0.069468,0.000000,0.071959
11,0.085101,0.136457,0.044360,0.000000,0.000172,0.000580,0.000000,0.000000,0.068287,0.049734,0.022977,0.056670,0.046040,0.000000,0.049734,0.000000,0.000000,0.059483,0.057529,0.000000,0.035625,0.000000,0.039083,0.000000,0.000000,0.067965,0.073870,0.069833,0.034616,0.057421,0.040135,0.000000,0.013679,0.085101,0.000000,0.071465
19,0.085101,0.136499,0.044380,0.000000,0.000172,0.000580,0.000000,0.000000,0.068287,0.049734,0.022977,0.056777,0.046040,0.000000,0.049734,0.000000,0.002147,0.059483,0.057035,0.000000,0.035625,0.000000,0.036935,0.000000,0.000000,0.067858,0.073870,0.069833,0.034616,0.057421,0.040135,0.000000,0.013679,0.085101,0.000000,0.071959
17,0.088151,0.143587,0.047155,0.000000,0.000000,0.000000,0.000000,0.000129,0.068287,0.049734,0.023020,0.056670,0.045911,0.000000,0.048381,0.000000,0.000000,0.043914,0.057035,0.000000,0.051194,0.000000,0.039083,0.000000,0.000000,0.078960,0.074042,0.088151,0.034573,0.057421,0.040715,0.000000,0.000000,0.070821,0.000000,0.071959
6,0.078960,0.138450,0.044781,0.000021,0.000172,0.000580,0.002169,0.000000,0.066140,0.049734,0.023020,0.056670,0.046040,0.000000,0.049734,0.000000,0.000000,0.059483,0.057035,0.000000,0.035625,0.000000,0.049734,0.000000,0.000000,0.078960,0.073870,0.077500,0.034573,0.057400,0.040135,0.000000,0.000000,0.069447,0.000000,0.071959
19,0.085101,0.136500,0.044380,0.000000,0.000172,0.000601,0.000000,0.000000,0.068287,0.049734,0.022977,0.056777,0.046040,0.000000,0.049734,0.000000,0.002147,0.059483,0.057035,0.000000,0.035604,0.000000,0.036935,0.000000,0.000000,0.067858,0.073870,0.069833,0.034616,0.057421,0.040135,0.000000,0.013679,0.085101,0.000000,0.071959
11,0.085101,0.136457,0.044360,0.000000,0.000172,0.000580,0.000000,0.000000,0.068287,0.049734,0.022977,0.056670,0.046040,0.000000,0.049734,0.000000,0.000000,0.059483,0.057529,0.000000,0.035625,0.000000,0.039083,0.000000,0.000000,0.067965,0.073870,0.069833,0.034616,0.057421,0.040135,0.000000,0.013679,0.085101,0.000000,0.071465
6,0.078960,0.138450,0.044781,0.000021,0.000172,0.000580,0.002169,0.000000,0.066140,0.049734,0.023020,0.056670,0.046040,0.000000,0.049734,0.000000,0.000000,0.059483,0.057035,0.000000,0.035625,0.000000,0.049734,0.000000,0.000000,0.078960,0.073870,0.077500,0.034573,0.057400,0.040135,0.000000,0.000000,0.069447,0.000000,0.071959
26,0.078960,0.138450,0.044781,0.000021,0.000172,0.000580,0.002169,0.000000,0.066140,0.049734,0.023020,0.056670,0.046040,0.000000,0.049734,0.000000,0.000000,0.059483,0.057035,0.000000,0.035625,0.000000,0.049734,0.000000,0.000000,0.078960,0.073870,0.077500,0.034573,0.057400,0.040135,0.000000,0.000000,0.069447,0.000000,0.071959
21,0.085015,0.136455,0.044360,0.000000,0.000172,0.000580,0.000000,0.000000,0.068287,0.049734,0.022977,0.056670,0.046040,0.000000,0.049734,0.000000,0.000086,0.059483,0.057529,0.000000,0.035625,0.000000,0.039083,0.000000,0.000000,0.067965,0.073870,0.069833,0.034616,0.057421,0.040135,0.000000,0.013679,0.085015,0.000000,0.071465
26,0.078960,0.141816,0.047634,0.000021,0.000172,0.000580,0.002169,0.000000,0.066140,0.049734,0.023020,0.056670,0.046040,0.000000,0.049734,0.000000,0.000000,0.059483,0.059139,0.000000,0.035625,0.000000,0.049734,0.021474,0.000000,0.078960,0.073870,0.075395,0.034573,0.057400,0.040135,0.000000,0.000000,0.069447,0.000000,0.050485
6,0.078960,0.138450,0.044781,0.000021,0.000172,0.000580,0.002169,0.000000,0.066140,0.049734,0.023020,0.056670,0.046040,0.000000,0.049734,0.000000,0.000000,0.059483,0.057035,0.000000,0.035625,0.000000,0.049734,0.000000,0.000000,0.078960,0.073870,0.077500,0.034573,0.057400,0.040135,0.000000,0.000000,0.069447,0.000000,0.071959
10,0.078960,0.138444,0.044781,0.000150,0.000172,0.000580,0.002169,0.000000,0.066140,0.049734,0.023020,0.056670,0.045911,0.000000,0.049734,0.000000,0.000000,0.059483,0.057035,0.000000,0.035625,0.000000,0.049734,0.000000,0.000000,0.078960,0.073870,0.077500,0.034573,0.057400,0.040135,0.000000,0.000000,0.069447,0.000000,0.071959
26,0.076276,0.141679,0.047551,0.000021,0.000172,0.000580,0.002169,0.000000,0.066140,0.049734,0.023020,0.056670,0.046040,0.000000,0.049734,0.000000,0.000000,0.059483,0.059139,0.000000,0.035625,0.002684,0.049734,0.021474,0.000000,0.076276,0.073870,0.075395,0.034573,0.057400,0.040135,0.000000,0.000000,0.069447,0.000000,0.050485
27,0.078960,0.141784,0.047704,0.000021,0.000172,0.000580,0.002169,0.004638,0.066462,0.049734,0.022698,0.056670,0.046040,0.000000,0.049734,0.000000,0.000000,0.054845,0.059139,0.000000,0.035625,0.000000,0.049734,0.021474,0.000021,0.078960,0.073870,0.075395,0.034573,0.057400,0.040135,0.000000,0.000000,0.069425,0.000000,0.050485
