id,Mean,Mean,SemiVar,ARZZ3,AUTM3,BBFI11B,BPNM4,BRCR11B,BRFS3,CESP6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,ECOR3,EZTC3,FEXC11B,FFTL4,HGRE11,HGTX3,HTMX11B,IDVL4,JHSF3,KLBN4,KNRI11,LIGT3,MPXE3,PRSV11,RDCD3,RNEW11,SAPR4,SSBR3,STBP11,UOLL4,USIM3
16,0.887512,0.887512,0.037842,0.000000,0.000000,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000001,0.000000,0.000002,0.000000,0.000000,0.000012,0.000002,0.000000,0.000001,0.000000,0.000000,0.000012,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.999947,0.000000,0.000001,0.000008,0.000000
15,0.887502,0.887502,0.037842,0.000000,0.000000,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000002,0.000000,0.000003,0.000001,0.000000,0.000013,0.000003,0.000001,0.000002,0.000000,0.000001,0.000012,0.000001,0.000000,0.000000,0.000001,0.000002,0.000000,0.000002,0.999933,0.000001,0.000001,0.000011,0.000000
25,0.887500,0.887500,0.037841,0.000000,0.000000,0.000009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000002,0.000000,0.000003,0.000002,0.000000,0.000013,0.000004,0.000001,0.000002,0.000000,0.000001,0.000012,0.000001,0.000000,0.000000,0.000001,0.000003,0.000000,0.000002,0.999930,0.000001,0.000001,0.000011,0.000000
16,0.887512,0.887512,0.037842,0.000000,0.000000,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000001,0.000000,0.000002,0.000000,0.000000,0.000012,0.000002,0.000000,0.000001,0.000000,0.000000,0.000012,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.999947,0.000000,0.000001,0.000008,0.000000
1,0.887511,0.887511,0.037842,0.000000,0.000000,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000001,0.000000,0.000002,0.000000,0.000000,0.000012,0.000003,0.000000,0.000001,0.000000,0.000000,0.000012,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000001,0.999945,0.000000,0.000001,0.000008,0.000000
15,0.887502,0.887502,0.037842,0.000000,0.000000,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000002,0.000000,0.000003,0.000001,0.000000,0.000013,0.000003,0.000001,0.000002,0.000000,0.000001,0.000012,0.000001,0.000000,0.000000,0.000001,0.000002,0.000000,0.000002,0.999933,0.000001,0.000001,0.000011,0.000000
16,0.887512,0.887512,0.037842,0.000000,0.000000,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000001,0.000000,0.000002,0.000000,0.000000,0.000012,0.000002,0.000000,0.000001,0.000000,0.000000,0.000012,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.999947,0.000000,0.000001,0.000008,0.000000
1,0.887511,0.887511,0.037842,0.000000,0.000000,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000001,0.000000,0.000002,0.000000,0.000000,0.000012,0.000003,0.000000,0.000001,0.000000,0.000000,0.000012,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000001,0.999945,0.000000,0.000001,0.000008,0.000000
8,0.887509,0.887509,0.037842,0.000000,0.000000,0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000002,0.000000,0.000002,0.000001,0.000000,0.000012,0.000003,0.000001,0.000001,0.000000,0.000000,0.000012,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000001,0.999942,0.000001,0.000001,0.000009,0.000000
5,0.887531,0.887531,0.037844,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000001,0.000000,0.000000,0.000001,0.000002,0.000000,0.000001,0.000000,0.000000,0.000006,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.999973,0.000000,0.000001,0.000004,0.000000
16,0.887512,0.887512,0.037842,0.000000,0.000000,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000001,0.000000,0.000002,0.000000,0.000000,0.000012,0.000002,0.000000,0.000001,0.000000,0.000000,0.000012,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.999947,0.000000,0.000001,0.000008,0.000000
1,0.887511,0.887511,0.037842,0.000000,0.000000,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000001,0.000000,0.000002,0.000000,0.000000,0.000012,0.000003,0.000000,0.000001,0.000000,0.000000,0.000012,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000001,0.999945,0.000000,0.000001,0.000008,0.000000
5,0.887531,0.887531,0.037844,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000001,0.000000,0.000000,0.000001,0.000002,0.000000,0.000001,0.000000,0.000000,0.000006,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.999973,0.000000,0.000001,0.000004,0.000000
29,0.887527,0.887527,0.037844,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000002,0.000000,0.000000,0.000003,0.000002,0.000000,0.000001,0.000000,0.000000,0.000007,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.999966,0.000000,0.000001,0.000005,0.000000
16,0.887512,0.887512,0.037842,0.000000,0.000000,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000001,0.000000,0.000002,0.000000,0.000000,0.000012,0.000002,0.000000,0.000001,0.000000,0.000000,0.000012,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.999947,0.000000,0.000001,0.000008,0.000000
5,0.887531,0.887531,0.037844,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000001,0.000000,0.000000,0.000001,0.000002,0.000000,0.000001,0.000000,0.000000,0.000006,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.999973,0.000000,0.000001,0.000004,0.000000
29,0.887527,0.887527,0.037844,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000002,0.000000,0.000000,0.000003,0.000002,0.000000,0.000001,0.000000,0.000000,0.000007,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.999966,0.000000,0.000001,0.000005,0.000000
2,0.887523,0.887523,0.037843,0.000000,0.000000,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000002,0.000000,0.000002,0.000001,0.000000,0.000004,0.000002,0.000000,0.000001,0.000000,0.000000,0.000008,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000001,0.999961,0.000000,0.000001,0.000006,0.000000
5,0.887531,0.887531,0.037844,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000001,0.000000,0.000000,0.000001,0.000002,0.000000,0.000001,0.000000,0.000000,0.000006,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.999973,0.000000,0.000001,0.000004,0.000000
29,0.887527,0.887527,0.037844,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000002,0.000000,0.000000,0.000003,0.000002,0.000000,0.000001,0.000000,0.000000,0.000007,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.999966,0.000000,0.000001,0.000005,0.000000
2,0.887523,0.887523,0.037843,0.000000,0.000000,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000002,0.000000,0.000002,0.000001,0.000000,0.000004,0.000002,0.000000,0.000001,0.000000,0.000000,0.000008,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000001,0.999961,0.000000,0.000001,0.000006,0.000000
5,0.887531,0.887531,0.037844,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000001,0.000000,0.000000,0.000001,0.000002,0.000000,0.000001,0.000000,0.000000,0.000006,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.999973,0.000000,0.000001,0.000004,0.000000
11,0.887528,0.887528,0.037844,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000002,0.000000,0.000002,0.000000,0.000000,0.000001,0.000002,0.000000,0.000002,0.000000,0.000001,0.000004,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000002,0.999968,0.000000,0.000000,0.000007,0.000000
4,0.887527,0.887527,0.037844,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000002,0.000000,0.000000,0.000003,0.000002,0.000000,0.000001,0.000000,0.000000,0.000007,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.999967,0.000000,0.000001,0.000005,0.000000
10,0.887538,0.887538,0.037844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000002,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.000000,0.000000,0.000005,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.999982,0.000000,0.000001,0.000002,0.000000
5,0.887531,0.887531,0.037844,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000001,0.000000,0.000000,0.000001,0.000002,0.000000,0.000001,0.000000,0.000000,0.000006,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.999973,0.000000,0.000001,0.000004,0.000000
11,0.887528,0.887528,0.037844,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000002,0.000000,0.000002,0.000000,0.000000,0.000001,0.000002,0.000000,0.000002,0.000000,0.000001,0.000004,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000002,0.999968,0.000000,0.000000,0.000007,0.000000
10,0.887542,0.887542,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000002,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.999988,0.000000,0.000001,0.000001,0.000000
26,0.887536,0.887536,0.037844,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000002,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.000000,0.000000,0.000005,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.999980,0.000000,0.000001,0.000003,0.000000
28,0.887535,0.887535,0.037844,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000002,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.000000,0.000000,0.000006,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.999979,0.000000,0.000001,0.000003,0.000000
10,0.887542,0.887542,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000002,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.999988,0.000000,0.000001,0.000001,0.000000
12,0.887541,0.887541,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000002,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.999987,0.000000,0.000001,0.000002,0.000000
2,0.887540,0.887540,0.037845,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.000000,0.000000,0.000001,0.000001,0.000000,0.000001,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.999986,0.000000,0.000001,0.000002,0.000000
2,0.887545,0.887545,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999992,0.000000,0.000000,0.000000,0.000000
12,0.887544,0.887544,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.999991,0.000000,0.000001,0.000001,0.000000
16,0.887543,0.887543,0.037845,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.999990,0.000000,0.000001,0.000002,0.000000
2,0.887545,0.887545,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999992,0.000000,0.000000,0.000000,0.000000
12,0.887544,0.887544,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.999991,0.000000,0.000001,0.000001,0.000000
16,0.887543,0.887543,0.037845,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.999990,0.000000,0.000001,0.000002,0.000000
2,0.887545,0.887545,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999992,0.000000,0.000000,0.000000,0.000000
25,0.887544,0.887544,0.037845,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999992,0.000000,0.000000,0.000000,0.000000
12,0.887544,0.887544,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.999991,0.000000,0.000001,0.000001,0.000000
2,0.887545,0.887545,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999992,0.000000,0.000000,0.000000,0.000000
25,0.887544,0.887544,0.037845,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999992,0.000000,0.000000,0.000000,0.000000
9,0.887544,0.887544,0.037845,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999992,0.000000,0.000000,0.000000,0.000000
25,0.887546,0.887546,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999993,0.000000,0.000000,0.000000,0.000000
2,0.887545,0.887545,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999992,0.000000,0.000000,0.000000,0.000000
20,0.887545,0.887545,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999992,0.000000,0.000000,0.000000,0.000000
25,0.887546,0.887546,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999993,0.000000,0.000000,0.000000,0.000000
16,0.887545,0.887545,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999993,0.000000,0.000000,0.000000,0.000000
5,0.887545,0.887545,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999993,0.000000,0.000000,0.000000,0.000000
22,0.887546,0.887546,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999994,0.000000,0.000000,0.000000,0.000000
25,0.887546,0.887546,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999993,0.000000,0.000000,0.000000,0.000000
6,0.887545,0.887545,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999993,0.000000,0.000000,0.000000,0.000000
13,0.887547,0.887547,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999996,0.000000,0.000000,0.000000,0.000000
22,0.887546,0.887546,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999995,0.000000,0.000000,0.000000,0.000000
25,0.887546,0.887546,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999993,0.000000,0.000000,0.000000,0.000000
13,0.887547,0.887547,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999996,0.000000,0.000000,0.000000,0.000000
22,0.887546,0.887546,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999995,0.000000,0.000000,0.000000,0.000000
25,0.887546,0.887546,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999993,0.000000,0.000000,0.000000,0.000000
13,0.887547,0.887547,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999996,0.000000,0.000000,0.000000,0.000000
27,0.887546,0.887546,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999995,0.000000,0.000000,0.000000,0.000000
22,0.887546,0.887546,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999995,0.000000,0.000000,0.000000,0.000000
13,0.887547,0.887547,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999996,0.000000,0.000000,0.000000,0.000000
27,0.887546,0.887546,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999995,0.000000,0.000000,0.000000,0.000000
22,0.887546,0.887546,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999995,0.000000,0.000000,0.000000,0.000000
13,0.887547,0.887547,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999996,0.000000,0.000000,0.000000,0.000000
26,0.887547,0.887547,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999995,0.000000,0.000000,0.000000,0.000000
29,0.887546,0.887546,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999995,0.000000,0.000000,0.000000,0.000000
13,0.887547,0.887547,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999996,0.000000,0.000000,0.000000,0.000000
6,0.887547,0.887547,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999995,0.000000,0.000000,0.000000,0.000000
10,0.887547,0.887547,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999995,0.000000,0.000000,0.000000,0.000000
13,0.887547,0.887547,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999996,0.000000,0.000000,0.000000,0.000000
6,0.887547,0.887547,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999995,0.000000,0.000000,0.000000,0.000000
10,0.887547,0.887547,0.037845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999995,0.000000,0.000000,0.000000,0.000000
