id,Mean,Mean,DownSideRisk,ARZZ3,AUTM3,BBFI11B,BPNM4,BRCR11B,BRFS3,CESP6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,ECOR3,EZTC3,FEXC11B,FFTL4,HGRE11,HGTX3,HTMX11B,IDVL4,JHSF3,KLBN4,KNRI11,LIGT3,MPXE3,PRSV11,RDCD3,RNEW11,SAPR4,SSBR3,STBP11,UOLL4,USIM3
10,0.243131,0.243131,0.070180,0.085286,0.007599,0.076336,0.000000,0.000000,0.041385,0.044907,0.000000,0.000000,0.105092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027670,0.071412,0.000000,0.023751,0.034951,0.000000,0.093177,0.000000,0.146583,0.000000,0.000000,0.024757,0.072391,0.000000,0.000000,0.063256,0.081447
27,0.208541,0.208541,0.053942,0.053990,0.067507,0.000000,0.000000,0.075067,0.000000,0.000000,0.000000,0.055806,0.000000,0.000000,0.000000,0.088799,0.050864,0.028104,0.000000,0.047178,0.000000,0.042877,0.000000,0.000000,0.059039,0.000000,0.057329,0.000000,0.096305,0.000000,0.100393,0.117303,0.000000,0.000000,0.059440,0.000000
7,0.207841,0.207841,0.060241,0.059838,0.000000,0.109265,0.034809,0.074666,0.000000,0.000000,0.102577,0.071890,0.072500,0.000000,0.018004,0.037985,0.049364,0.053760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.110232,0.000000,0.046314,0.000000,0.000000,0.000000,0.085393,0.000000,0.073404,0.000000,0.000000
8,0.243140,0.243140,0.070193,0.085286,0.007599,0.076336,0.000000,0.000000,0.041385,0.044907,0.000000,0.000000,0.105304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027670,0.071412,0.000000,0.023751,0.034951,0.000000,0.093177,0.000000,0.146583,0.000000,0.000000,0.024757,0.072391,0.000000,0.000000,0.063256,0.081235
11,0.243131,0.243131,0.070180,0.085286,0.007599,0.076336,0.000000,0.000000,0.041385,0.044907,0.000000,0.000000,0.105092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027670,0.071412,0.000000,0.023751,0.034951,0.000000,0.093177,0.000000,0.146583,0.000000,0.000000,0.024757,0.072391,0.000000,0.000000,0.063256,0.081447
10,0.243131,0.243131,0.070180,0.085286,0.007599,0.076336,0.000000,0.000000,0.041385,0.044907,0.000000,0.000000,0.105092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027670,0.071412,0.000000,0.023751,0.034951,0.000000,0.093177,0.000000,0.146583,0.000000,0.000000,0.024757,0.072391,0.000000,0.000000,0.063256,0.081447
20,0.243817,0.243817,0.070457,0.085048,0.007599,0.093944,0.000000,0.000000,0.041385,0.044907,0.000000,0.000000,0.105092,0.000000,0.000000,0.000000,0.000000,0.000265,0.000000,0.027670,0.071412,0.000000,0.023724,0.034951,0.000000,0.075569,0.000000,0.146583,0.000000,0.000000,0.024757,0.072391,0.000000,0.000000,0.063256,0.081447
8,0.243160,0.243160,0.070197,0.085286,0.007599,0.076336,0.000000,0.000000,0.040088,0.044907,0.000000,0.000000,0.105304,0.001297,0.000000,0.000000,0.000000,0.000000,0.000000,0.027670,0.071412,0.000000,0.023751,0.034951,0.000000,0.093177,0.000000,0.146583,0.000000,0.000000,0.024757,0.072391,0.000000,0.000000,0.063256,0.081235
25,0.243140,0.243140,0.070193,0.085286,0.007599,0.076336,0.000000,0.000000,0.041385,0.044907,0.000000,0.000000,0.105304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027670,0.071412,0.000000,0.023751,0.034951,0.000000,0.093177,0.000000,0.146583,0.000000,0.000000,0.024757,0.072391,0.000000,0.000000,0.063256,0.081235
1,0.243880,0.243880,0.070477,0.085048,0.007599,0.093944,0.000000,0.000000,0.041385,0.044907,0.000000,0.000000,0.105092,0.000000,0.000000,0.000000,0.000000,0.000265,0.000000,0.027670,0.071412,0.000000,0.023539,0.034951,0.000000,0.075569,0.000000,0.146768,0.000000,0.000000,0.024757,0.072391,0.000000,0.000000,0.063256,0.081447
20,0.243817,0.243817,0.070457,0.085048,0.007599,0.093944,0.000000,0.000000,0.041385,0.044907,0.000000,0.000000,0.105092,0.000000,0.000000,0.000000,0.000000,0.000265,0.000000,0.027670,0.071412,0.000000,0.023724,0.034951,0.000000,0.075569,0.000000,0.146583,0.000000,0.000000,0.024757,0.072391,0.000000,0.000000,0.063256,0.081447
28,0.243790,0.243790,0.070443,0.085048,0.007599,0.093944,0.000000,0.000000,0.041385,0.044907,0.000000,0.000000,0.105092,0.000000,0.000000,0.000000,0.000000,0.000397,0.000000,0.027670,0.071412,0.000000,0.023724,0.034819,0.000000,0.075569,0.000000,0.146583,0.000000,0.000000,0.024757,0.072391,0.000000,0.000000,0.063256,0.081447
1,0.243880,0.243880,0.070477,0.085048,0.007599,0.093944,0.000000,0.000000,0.041385,0.044907,0.000000,0.000000,0.105092,0.000000,0.000000,0.000000,0.000000,0.000265,0.000000,0.027670,0.071412,0.000000,0.023539,0.034951,0.000000,0.075569,0.000000,0.146768,0.000000,0.000000,0.024757,0.072391,0.000000,0.000000,0.063256,0.081447
21,0.243816,0.243816,0.070457,0.085048,0.007599,0.093944,0.000000,0.000000,0.041385,0.044907,0.000000,0.000000,0.105092,0.000000,0.000000,0.000000,0.000000,0.000424,0.000000,0.027670,0.071412,0.000000,0.023566,0.034951,0.000000,0.075569,0.000000,0.146583,0.000000,0.000000,0.024757,0.072391,0.000000,0.000000,0.063256,0.081447
20,0.243710,0.243710,0.070432,0.085048,0.007599,0.093944,0.000000,0.000000,0.038738,0.044907,0.000000,0.002648,0.105092,0.000000,0.000000,0.000000,0.000000,0.000265,0.000000,0.027670,0.071412,0.000000,0.023724,0.034951,0.000000,0.075569,0.000000,0.146583,0.000000,0.000000,0.024757,0.072391,0.000000,0.000000,0.063256,0.081447
1,0.243857,0.243857,0.070436,0.085048,0.007599,0.093944,0.000000,0.000000,0.041385,0.044907,0.000000,0.000000,0.105092,0.000000,0.000000,0.005719,0.000000,0.000265,0.000000,0.027670,0.071412,0.000000,0.017820,0.034951,0.000000,0.075569,0.000000,0.146768,0.000000,0.000000,0.024757,0.072391,0.000000,0.000000,0.063256,0.081447
21,0.243816,0.243816,0.070457,0.085048,0.007599,0.093944,0.000000,0.000000,0.041385,0.044907,0.000000,0.000000,0.105092,0.000000,0.000000,0.000000,0.000000,0.000424,0.000000,0.027670,0.071412,0.000000,0.023566,0.034951,0.000000,0.075569,0.000000,0.146583,0.000000,0.000000,0.024757,0.072391,0.000000,0.000000,0.063256,0.081447
7,0.243816,0.243816,0.070457,0.085048,0.007599,0.093944,0.000000,0.000000,0.041385,0.044907,0.000000,0.000000,0.105092,0.000000,0.000000,0.000000,0.000000,0.000424,0.000000,0.027670,0.071412,0.000000,0.023566,0.034951,0.000000,0.075569,0.000000,0.146583,0.000000,0.000000,0.024757,0.072391,0.000000,0.000000,0.063256,0.081447
20,0.256744,0.256744,0.071841,0.085048,0.007599,0.074721,0.000000,0.000000,0.038738,0.044907,0.000000,0.002648,0.105092,0.000000,0.000000,0.000000,0.000000,0.000265,0.000000,0.027670,0.071412,0.000000,0.023724,0.034951,0.000000,0.075569,0.000000,0.146583,0.000000,0.000000,0.024757,0.091614,0.000000,0.000000,0.063256,0.081447
6,0.246030,0.246030,0.070676,0.085286,0.007599,0.076310,0.000000,0.000000,0.041385,0.036778,0.000000,0.000026,0.105304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018852,0.071412,0.000000,0.023751,0.034951,0.000000,0.093177,0.000000,0.155400,0.000000,0.000000,0.024757,0.072391,0.000000,0.000000,0.063256,0.089364
25,0.243857,0.243857,0.070436,0.085048,0.007599,0.093944,0.000000,0.000000,0.041385,0.044907,0.000000,0.000000,0.105092,0.000000,0.000000,0.005719,0.000000,0.000265,0.000000,0.027670,0.071412,0.000000,0.017820,0.034951,0.000000,0.075569,0.000000,0.146768,0.000000,0.000000,0.024757,0.072391,0.000000,0.000000,0.063256,0.081447
20,0.256744,0.256744,0.071841,0.085048,0.007599,0.074721,0.000000,0.000000,0.038738,0.044907,0.000000,0.002648,0.105092,0.000000,0.000000,0.000000,0.000000,0.000265,0.000000,0.027670,0.071412,0.000000,0.023724,0.034951,0.000000,0.075569,0.000000,0.146583,0.000000,0.000000,0.024757,0.091614,0.000000,0.000000,0.063256,0.081447
4,0.256739,0.256739,0.071839,0.085048,0.007599,0.074721,0.000000,0.000000,0.038738,0.044907,0.000000,0.002648,0.105092,0.000000,0.000000,0.000000,0.000000,0.000291,0.000000,0.027670,0.071412,0.000000,0.023724,0.034951,0.000000,0.075569,0.000000,0.146583,0.000000,0.000000,0.024757,0.091614,0.000000,0.000000,0.063230,0.081447
19,0.246030,0.246030,0.070676,0.085286,0.007599,0.076310,0.000000,0.000000,0.041385,0.036778,0.000000,0.000026,0.105304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018852,0.071412,0.000000,0.023751,0.034951,0.000000,0.093177,0.000000,0.155400,0.000000,0.000000,0.024757,0.072391,0.000000,0.000000,0.063256,0.089364
4,0.256777,0.256777,0.071864,0.085048,0.007599,0.074721,0.000000,0.000000,0.038738,0.043212,0.000000,0.002648,0.105092,0.000000,0.000000,0.000000,0.001695,0.000291,0.000000,0.027670,0.071412,0.000000,0.023724,0.034951,0.000000,0.075569,0.000000,0.146583,0.000000,0.000000,0.024757,0.091614,0.000000,0.000000,0.063230,0.081447
