id,Delta,Mean,DownSideRisk,ARZZ3,AUTM3,BBFI11B,BPNM4,BRCR11B,BRFS3,CESP6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,ECOR3,EZTC3,FEXC11B,FFTL4,HGRE11,HGTX3,HTMX11B,IDVL4,JHSF3,KLBN4,KNRI11,LIGT3,MPXE3,PRSV11,RDCD3,RNEW11,SAPR4,SSBR3,STBP11,UOLL4,USIM3
9,0.086240,0.148098,0.048044,0.035118,0.086240,0.000000,0.066781,0.000000,0.078238,0.053959,0.000000,0.000000,0.000000,0.000000,0.029899,0.072746,0.040065,0.000000,0.058742,0.056069,0.000000,0.000000,0.000000,0.042593,0.040865,0.000000,0.000000,0.000000,0.000000,0.026589,0.066690,0.000000,0.048067,0.050486,0.081239,0.065617
10,0.087072,0.171759,0.043588,0.056921,0.059090,0.000000,0.022848,0.036279,0.000000,0.000000,0.061928,0.047323,0.000000,0.036712,0.000000,0.087072,0.061693,0.000000,0.060392,0.081432,0.000000,0.058169,0.068544,0.000000,0.000000,0.000000,0.000000,0.044431,0.000000,0.000000,0.000000,0.059362,0.048642,0.000000,0.046076,0.063085
4,0.097490,0.192833,0.054688,0.091057,0.000000,0.000000,0.000000,0.063038,0.000000,0.063862,0.097490,0.000000,0.041051,0.020455,0.063415,0.056958,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062425,0.014398,0.061529,0.030282,0.000000,0.028019,0.067256,0.049134,0.088205,0.000000,0.050124,0.000000,0.051302
4,0.086089,0.173584,0.049743,0.086089,0.020585,0.000000,0.021324,0.031737,0.051185,0.056811,0.063669,0.000000,0.021990,0.014939,0.038109,0.081219,0.012948,0.000000,0.004853,0.035862,0.000000,0.000000,0.000000,0.037498,0.037652,0.053215,0.022606,0.000000,0.030212,0.044616,0.036595,0.060803,0.021244,0.031200,0.037375,0.045664
9,0.086240,0.148098,0.048044,0.035118,0.086240,0.000000,0.066781,0.000000,0.078238,0.053959,0.000000,0.000000,0.000000,0.000000,0.029899,0.072746,0.040065,0.000000,0.058742,0.056069,0.000000,0.000000,0.000000,0.042593,0.040865,0.000000,0.000000,0.000000,0.000000,0.026589,0.066690,0.000000,0.048067,0.050486,0.081239,0.065617
10,0.087072,0.171759,0.043588,0.056921,0.059090,0.000000,0.022848,0.036279,0.000000,0.000000,0.061928,0.047323,0.000000,0.036712,0.000000,0.087072,0.061693,0.000000,0.060392,0.081432,0.000000,0.058169,0.068544,0.000000,0.000000,0.000000,0.000000,0.044431,0.000000,0.000000,0.000000,0.059362,0.048642,0.000000,0.046076,0.063085
0,0.067223,0.141960,0.046770,0.027237,0.059205,0.000000,0.018575,0.066968,0.038896,0.034520,0.007936,0.030142,0.010013,0.002943,0.014138,0.067223,0.032470,0.018751,0.007772,0.022245,0.000000,0.016076,0.039035,0.042556,0.024685,0.066816,0.055382,0.026218,0.010792,0.028343,0.060534,0.003843,0.045308,0.027833,0.054578,0.038966
22,0.067223,0.141960,0.046770,0.027237,0.059205,0.000000,0.018575,0.066968,0.038896,0.034520,0.007936,0.030142,0.010013,0.002943,0.014138,0.067223,0.032470,0.018751,0.007772,0.022245,0.000000,0.016076,0.039035,0.042556,0.024685,0.066816,0.055382,0.026218,0.010792,0.028343,0.060534,0.003843,0.045308,0.027833,0.054578,0.038966
23,0.067223,0.141960,0.046770,0.027237,0.059205,0.000000,0.018575,0.066968,0.038896,0.034520,0.007936,0.030142,0.010013,0.002943,0.014138,0.067223,0.032470,0.018751,0.007772,0.022245,0.000000,0.016076,0.039035,0.042556,0.024685,0.066816,0.055382,0.026218,0.010792,0.028343,0.060534,0.003843,0.045308,0.027833,0.054578,0.038966
4,0.057453,0.168268,0.050767,0.048224,0.041957,0.000000,0.017570,0.056707,0.057453,0.055077,0.050471,0.013058,0.016739,0.010776,0.032966,0.054207,0.020745,0.013963,0.004258,0.020119,0.000000,0.008866,0.018436,0.042225,0.023717,0.057026,0.043327,0.010713,0.029783,0.049089,0.046934,0.048676,0.025145,0.019397,0.034879,0.027496
