id,DsRisk,Mean,DownSideRisk,ARZZ3,AUTM3,BBFI11B,BPNM4,BRCR11B,BRFS3,CESP6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,ECOR3,EZTC3,FEXC11B,FFTL4,HGRE11,HGTX3,HTMX11B,IDVL4,JHSF3,KLBN4,KNRI11,LIGT3,MPXE3,PRSV11,RDCD3,RNEW11,SAPR4,SSBR3,STBP11,UOLL4,USIM3
27,0.033788,0.108014,0.033788,0.030821,0.038868,0.052913,0.000000,0.000000,0.000000,0.055139,0.128650,0.000000,0.000000,0.074169,0.082899,0.039653,0.000000,0.122172,0.031758,0.037072,0.000000,0.000000,0.000000,0.048282,0.000000,0.000000,0.082823,0.000000,0.069538,0.026747,0.000000,0.000000,0.000000,0.000000,0.000000,0.078496
8,0.038023,0.113935,0.038023,0.000000,0.077142,0.000000,0.069855,0.000000,0.055835,0.080012,0.000000,0.028428,0.055476,0.031353,0.000000,0.087023,0.000000,0.068696,0.000000,0.136482,0.000000,0.000000,0.071843,0.000000,0.000000,0.067509,0.057132,0.000000,0.036901,0.055973,0.000000,0.000000,0.000000,0.000000,0.020341,0.000000
21,0.039436,0.148678,0.039436,0.040137,0.000000,0.000000,0.000000,0.000000,0.000000,0.088312,0.061015,0.060990,0.064175,0.123498,0.000000,0.093015,0.000000,0.083833,0.000000,0.052679,0.000000,0.067908,0.000000,0.000000,0.000000,0.000000,0.043074,0.000000,0.068206,0.000000,0.000000,0.051360,0.043920,0.000000,0.057879,0.000000
27,0.033809,0.108004,0.033809,0.030821,0.038868,0.052913,0.000000,0.000000,0.000000,0.053899,0.128650,0.000000,0.000000,0.074169,0.082899,0.039653,0.000000,0.122172,0.031758,0.037072,0.000000,0.000000,0.000000,0.048282,0.001240,0.000000,0.082823,0.000000,0.069538,0.026747,0.000000,0.000000,0.000000,0.000000,0.000000,0.078496
8,0.038006,0.113926,0.038006,0.000000,0.077142,0.000000,0.069855,0.000000,0.055835,0.080012,0.000000,0.028428,0.055476,0.031353,0.000000,0.087023,0.000000,0.068696,0.000000,0.136482,0.000000,0.000000,0.071843,0.000000,0.000000,0.067509,0.057132,0.000000,0.036901,0.055807,0.000000,0.000000,0.000000,0.000000,0.020341,0.000166
21,0.039436,0.148678,0.039436,0.040137,0.000000,0.000000,0.000000,0.000000,0.000000,0.088312,0.061015,0.060990,0.064175,0.123498,0.000000,0.093015,0.000000,0.083833,0.000000,0.052679,0.000000,0.067908,0.000000,0.000000,0.000000,0.000000,0.043074,0.000000,0.068206,0.000000,0.000000,0.051360,0.043920,0.000000,0.057879,0.000000
27,0.033807,0.107998,0.033807,0.030821,0.038868,0.052913,0.000000,0.000000,0.000000,0.053899,0.128650,0.000000,0.000000,0.074169,0.082975,0.039653,0.000000,0.122172,0.031682,0.037072,0.000000,0.000000,0.000000,0.048282,0.001240,0.000000,0.082823,0.000000,0.069538,0.026747,0.000000,0.000000,0.000000,0.000000,0.000000,0.078496
8,0.038009,0.113937,0.038009,0.000000,0.077142,0.000000,0.069855,0.000000,0.055835,0.080012,0.000000,0.028428,0.055476,0.031353,0.000000,0.087023,0.000000,0.068696,0.000000,0.136482,0.000248,0.000000,0.071843,0.000000,0.000000,0.067509,0.057132,0.000000,0.036901,0.055559,0.000000,0.000000,0.000000,0.000000,0.020341,0.000166
6,0.038690,0.117819,0.038690,0.005116,0.070559,0.003186,0.061775,0.003322,0.055107,0.074077,0.010131,0.025140,0.053603,0.034246,0.004992,0.082486,0.000000,0.068107,0.002164,0.122927,0.000000,0.004858,0.063532,0.006194,0.003513,0.059700,0.055511,0.003156,0.036820,0.052728,0.004565,0.002619,0.003552,0.003450,0.017988,0.004874
27,0.033807,0.108001,0.033807,0.030821,0.038868,0.052913,0.000000,0.000000,0.000000,0.053899,0.128650,0.000000,0.000000,0.074169,0.082975,0.039653,0.000000,0.122172,0.031682,0.037072,0.000000,0.000000,0.000000,0.048282,0.001240,0.000000,0.082823,0.000000,0.069538,0.026722,0.000000,0.000000,0.000000,0.000000,0.000025,0.078496
