70,387.835742,19.614419,0.174134,0.008878,-0.001163,0.340610,BRML3,0.387369,HGTX3,0.286376,JHSF3,0.279496,SAPR4,0.046759
52,437.008728,25.750116,0.214788,0.008341,-0.001207,0.332855,BRML3,0.466046,HGTX3,0.194651,JHSF3,0.206112,SAPR4,0.133192
39,373.783830,19.594841,0.195398,0.009972,-0.001309,0.320291,BRML3,0.334663,HGTX3,0.239870,JHSF3,0.372879,SAPR4,0.052588
38,476.844673,26.812787,0.235928,0.008799,-0.001336,0.294170,BRML3,0.451632,HGTX3,0.166275,JHSF3,0.224630,SAPR4,0.157463
57,344.012793,24.635814,0.231651,0.009403,-0.001396,0.380223,BRML3,0.174814,HGTX3,0.465189,JHSF3,0.207788,SAPR4,0.152209
20,564.129663,25.515819,0.239156,0.009373,-0.001448,0.234016,BRML3,0.379181,HGTX3,0.260925,JHSF3,0.214729,SAPR4,0.145165
58,575.345255,23.031052,0.235862,0.010241,-0.001521,0.209429,BRML3,0.323611,HGTX3,0.244866,JHSF3,0.317341,SAPR4,0.114182
79,565.744541,24.233592,0.246375,0.010167,-0.001534,0.216363,BRML3,0.351641,HGTX3,0.188478,JHSF3,0.324603,SAPR4,0.135278
29,587.898568,27.761716,0.260510,0.009384,-0.001535,0.228138,BRML3,0.352666,HGTX3,0.399643,JHSF3,0.165391,SAPR4,0.082301
36,760.152277,25.551557,0.260803,0.010207,-0.001658,0.162230,BRML3,0.322143,HGTX3,0.227554,JHSF3,0.244973,SAPR4,0.205329
17,704.889051,26.585393,0.268894,0.010114,-0.001666,0.177682,BRML3,0.267675,HGTX3,0.353006,JHSF3,0.245173,SAPR4,0.134146
71,711.621216,27.490762,0.277447,0.010092,-0.001720,0.177563,BRML3,0.332467,HGTX3,0.317352,JHSF3,0.154904,SAPR4,0.195277
22,619.891279,29.145965,0.290918,0.009981,-0.001755,0.208271,BRML3,0.391358,HGTX3,0.199794,JHSF3,0.183087,SAPR4,0.225761
55,871.844569,25.177072,0.271335,0.010777,-0.001770,0.135068,BRML3,0.369864,HGTX3,0.259734,JHSF3,0.279420,SAPR4,0.090983
4,795.239993,26.127721,0.278719,0.010668,-0.001770,0.150467,BRML3,0.273718,HGTX3,0.198416,JHSF3,0.347648,SAPR4,0.180218
60,958.436643,25.736140,0.276879,0.010758,-0.001812,0.123610,BRML3,0.289904,HGTX3,0.297250,JHSF3,0.230903,SAPR4,0.181944
53,726.396192,24.062279,0.270646,0.011248,-0.001831,0.155235,BRML3,0.229116,HGTX3,0.291728,JHSF3,0.330657,SAPR4,0.148499
84,966.908418,26.395103,0.287952,0.010909,-0.001863,0.121873,BRML3,0.312326,HGTX3,0.220333,JHSF3,0.276889,SAPR4,0.190452
62,891.505300,28.208192,0.300245,0.010644,-0.001911,0.136763,BRML3,0.330211,HGTX3,0.253818,JHSF3,0.245636,SAPR4,0.170335
94,1082.986555,26.913099,0.295389,0.010976,-0.001917,0.108771,BRML3,0.311523,HGTX3,0.224591,JHSF3,0.261135,SAPR4,0.202752
32,484.077841,24.063095,0.286261,0.011896,-0.001919,0.222930,BRML3,0.253346,HGTX3,0.202855,JHSF3,0.383365,SAPR4,0.160435
49,745.636587,24.670429,0.286092,0.011597,-0.001945,0.148447,BRML3,0.249235,HGTX3,0.267633,JHSF3,0.315789,SAPR4,0.167343
76,694.449684,24.561549,0.286844,0.011679,-0.001954,0.158360,BRML3,0.254597,HGTX3,0.262289,JHSF3,0.316555,SAPR4,0.166559
92,930.284540,24.959312,0.287492,0.011518,-0.001960,0.119918,BRML3,0.149450,HGTX3,0.291826,JHSF3,0.368829,SAPR4,0.189895
27,813.902718,25.487463,0.294970,0.011573,-0.001973,0.137208,BRML3,0.365275,HGTX3,0.221409,JHSF3,0.228475,SAPR4,0.184841
3,1101.811728,25.594214,0.294755,0.011516,-0.001993,0.101834,BRML3,0.259296,HGTX3,0.267626,JHSF3,0.287456,SAPR4,0.185622
35,1490.499768,26.300269,0.298687,0.011357,-0.001998,0.076568,BRML3,0.274215,HGTX3,0.262991,JHSF3,0.265148,SAPR4,0.197647
19,620.809314,24.079651,0.289291,0.012014,-0.002015,0.172517,BRML3,0.218664,HGTX3,0.284822,JHSF3,0.334516,SAPR4,0.161999
