id,SortinoRatio,Mean,DownSideRisk,ARZZ3,AUTM3,BBFI11B,BPNM4,BRCR11B,BRFS3,CESP6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,ECOR3,EZTC3,FEXC11B,FFTL4,HGRE11,HGTX3,HTMX11B,IDVL4,JHSF3,KLBN4,KNRI11,LIGT3,MPXE3,PRSV11,RDCD3,RNEW11,SAPR4,SSBR3,STBP11,UOLL4,USIM3
10,3.960686,0.239734,0.060528,0.000000,0.072455,0.000000,0.000000,0.000000,0.000000,0.072598,0.000000,0.000000,0.059589,0.097591,0.000000,0.044745,0.046484,0.000000,0.060184,0.050463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052322,0.041743,0.085702,0.133092,0.000000,0.051893,0.087203,0.043935
12,3.901160,0.189386,0.048546,0.000000,0.000000,0.000000,0.000000,0.052528,0.000000,0.000000,0.020150,0.034033,0.102739,0.000000,0.102006,0.000000,0.000000,0.000000,0.056005,0.000000,0.000000,0.033489,0.107374,0.091457,0.042335,0.000000,0.138357,0.000000,0.000000,0.000000,0.000000,0.106074,0.000000,0.039142,0.000000,0.074311
2,3.876493,0.178031,0.045926,0.000000,0.090706,0.000000,0.058605,0.051192,0.000000,0.132034,0.000000,0.000000,0.000000,0.000000,0.000000,0.083747,0.000000,0.000000,0.000000,0.036034,0.000000,0.000000,0.107709,0.055791,0.114607,0.000000,0.054218,0.027200,0.000000,0.000000,0.000000,0.080812,0.000000,0.028016,0.000000,0.079330
17,3.960686,0.239734,0.060528,0.000000,0.072455,0.000000,0.000000,0.000000,0.000000,0.072598,0.000000,0.000000,0.059589,0.097591,0.000000,0.044745,0.046484,0.000000,0.060184,0.050463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052322,0.041743,0.085702,0.133092,0.000000,0.051893,0.087203,0.043935
22,3.960686,0.239734,0.060528,0.000000,0.072455,0.000000,0.000000,0.000000,0.000000,0.072598,0.000000,0.000000,0.059589,0.097591,0.000000,0.044745,0.046484,0.000000,0.060184,0.050463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052322,0.041743,0.085702,0.133092,0.000000,0.051893,0.087203,0.043935
13,3.960686,0.239734,0.060528,0.000000,0.072455,0.000000,0.000000,0.000000,0.000000,0.072598,0.000000,0.000000,0.059589,0.097591,0.000000,0.044745,0.046484,0.000000,0.060184,0.050463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052322,0.041743,0.085702,0.133092,0.000000,0.051893,0.087203,0.043935
10,3.960686,0.239734,0.060528,0.000000,0.072455,0.000000,0.000000,0.000000,0.000000,0.072598,0.000000,0.000000,0.059589,0.097591,0.000000,0.044745,0.046484,0.000000,0.060184,0.050463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052322,0.041743,0.085702,0.133092,0.000000,0.051893,0.087203,0.043935
22,3.960686,0.239734,0.060528,0.000000,0.072455,0.000000,0.000000,0.000000,0.000000,0.072598,0.000000,0.000000,0.059589,0.097591,0.000000,0.044745,0.046484,0.000000,0.060184,0.050463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052322,0.041743,0.085702,0.133092,0.000000,0.051893,0.087203,0.043935
15,3.960686,0.239734,0.060528,0.000000,0.072455,0.000000,0.000000,0.000000,0.000000,0.072598,0.000000,0.000000,0.059589,0.097591,0.000000,0.044745,0.046484,0.000000,0.060184,0.050463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052322,0.041743,0.085702,0.133092,0.000000,0.051893,0.087203,0.043935
7,3.960686,0.239734,0.060528,0.000000,0.072455,0.000000,0.000000,0.000000,0.000000,0.072598,0.000000,0.000000,0.059589,0.097591,0.000000,0.044745,0.046484,0.000000,0.060184,0.050463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052322,0.041743,0.085702,0.133092,0.000000,0.051893,0.087203,0.043935
16,3.960686,0.239734,0.060528,0.000000,0.072455,0.000000,0.000000,0.000000,0.000000,0.072598,0.000000,0.000000,0.059589,0.097591,0.000000,0.044745,0.046484,0.000000,0.060184,0.050463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052322,0.041743,0.085702,0.133092,0.000000,0.051893,0.087203,0.043935
13,3.960686,0.239734,0.060528,0.000000,0.072455,0.000000,0.000000,0.000000,0.000000,0.072598,0.000000,0.000000,0.059589,0.097591,0.000000,0.044745,0.046484,0.000000,0.060184,0.050463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052322,0.041743,0.085702,0.133092,0.000000,0.051893,0.087203,0.043935
