40,2097.058486,27.709654,0.349996,0.012631,-0.002488,0.050840,BRML3,0.253735,HGTX3,0.190637,JHSF3,0.278099,SAPR4,0.277529
34,1253.249404,28.464381,0.356087,0.012510,-0.002509,0.086279,BRML3,0.166047,HGTX3,0.144340,JHSF3,0.385712,SAPR4,0.303901
11,1213.343801,26.509865,0.308988,0.011656,-0.002113,0.092363,BRML3,0.301594,HGTX3,0.143779,JHSF3,0.196667,SAPR4,0.357960
2,1076.328630,26.837369,0.344546,0.012838,-0.002505,0.097059,BRML3,0.218742,HGTX3,0.214202,JHSF3,0.267613,SAPR4,0.299443
46,1061.582766,28.982541,0.368700,0.012721,-0.002654,0.101080,BRML3,0.296414,HGTX3,0.160849,JHSF3,0.264905,SAPR4,0.277832
22,1098.910884,28.125832,0.308714,0.010976,-0.002006,0.108283,BRML3,0.349810,HGTX3,0.144696,JHSF3,0.311535,SAPR4,0.193960
39,843.228733,28.583447,0.390848,0.013674,-0.002980,0.120267,BRML3,0.149237,HGTX3,0.212140,JHSF3,0.204751,SAPR4,0.433871
4,884.537657,27.988407,0.336042,0.012006,-0.002334,0.125509,BRML3,0.260911,HGTX3,0.262915,JHSF3,0.235976,SAPR4,0.240198
23,781.591919,28.762482,0.405878,0.014111,-0.003155,0.127065,BRML3,0.135124,HGTX3,0.244884,JHSF3,0.233472,SAPR4,0.386521
13,788.233263,26.217364,0.333463,0.012719,-0.002418,0.132683,BRML3,0.110456,HGTX3,0.205136,JHSF3,0.364041,SAPR4,0.320366
33,717.767322,29.562905,0.369321,0.012493,-0.002622,0.152309,BRML3,0.103995,HGTX3,0.220568,JHSF3,0.203449,SAPR4,0.471988
6,682.275279,24.897267,0.313557,0.012594,-0.002222,0.152531,BRML3,0.210496,HGTX3,0.269057,JHSF3,0.290451,SAPR4,0.229996
0,708.075113,25.637904,0.309837,0.012085,-0.002103,0.152747,BRML3,0.374526,HGTX3,0.155917,JHSF3,0.228505,SAPR4,0.241052
27,811.571877,27.684978,0.285686,0.010319,-0.001776,0.153247,BRML3,0.164403,HGTX3,0.269232,JHSF3,0.306664,SAPR4,0.259701
37,724.216580,27.437278,0.322077,0.011739,-0.002138,0.155181,BRML3,0.230835,HGTX3,0.084753,JHSF3,0.294024,SAPR4,0.390388
47,562.611686,27.442428,0.415052,0.015124,-0.003351,0.165740,BRML3,0.254949,HGTX3,0.121733,JHSF3,0.242058,SAPR4,0.381260
18,651.037477,24.199940,0.280724,0.011600,-0.001913,0.169259,BRML3,0.337805,HGTX3,0.297940,JHSF3,0.165014,SAPR4,0.199241
45,568.776933,28.944542,0.427618,0.014774,-0.003454,0.169308,BRML3,0.260943,HGTX3,0.168052,JHSF3,0.219850,SAPR4,0.351155
14,691.910580,26.259669,0.280713,0.010690,-0.001766,0.172846,BRML3,0.363358,HGTX3,0.200904,JHSF3,0.272118,SAPR4,0.163619
5,669.375806,29.780145,0.335989,0.011282,-0.002207,0.176512,BRML3,0.258933,HGTX3,0.283473,JHSF3,0.258124,SAPR4,0.199470
9,716.579664,26.994520,0.264929,0.009814,-0.001623,0.179574,BRML3,0.288104,HGTX3,0.263329,JHSF3,0.268608,SAPR4,0.179959
42,522.726969,26.529677,0.390688,0.014726,-0.003127,0.180093,BRML3,0.184103,HGTX3,0.298554,JHSF3,0.282216,SAPR4,0.235127
17,539.966182,25.811455,0.348636,0.013507,-0.002533,0.184445,BRML3,0.229642,HGTX3,0.219015,JHSF3,0.290346,SAPR4,0.260997
15,556.515682,23.733085,0.299860,0.012635,-0.002157,0.184466,BRML3,0.232318,HGTX3,0.262196,JHSF3,0.282226,SAPR4,0.223260
12,542.039160,25.247145,0.331594,0.013134,-0.002358,0.186604,BRML3,0.275077,HGTX3,0.126449,JHSF3,0.275613,SAPR4,0.322861
55,542.039160,25.247145,0.331594,0.013134,-0.002358,0.186604,BRML3,0.061919,HGTX3,0.193340,JHSF3,0.538859,SAPR4,0.205882
43,608.718356,24.808054,0.273254,0.011015,-0.001839,0.189550,BRML3,0.213777,HGTX3,0.209593,JHSF3,0.246208,SAPR4,0.330422
30,518.812150,27.983198,0.395997,0.014151,-0.003014,0.189570,BRML3,0.231357,HGTX3,0.196647,JHSF3,0.323388,SAPR4,0.248608
21,632.780876,29.496020,0.324690,0.011008,-0.002082,0.189780,BRML3,0.245263,HGTX3,0.245247,JHSF3,0.171302,SAPR4,0.338188
48,519.110975,29.668594,0.408207,0.013759,-0.003102,0.196550,BRML3,0.267831,HGTX3,0.182894,JHSF3,0.194814,SAPR4,0.354461
44,561.605842,25.641439,0.299051,0.011663,-0.001962,0.197942,BRML3,0.292738,HGTX3,0.132584,JHSF3,0.304658,SAPR4,0.270020
3,590.785097,23.923204,0.255951,0.010699,-0.001649,0.198376,BRML3,0.245733,HGTX3,0.189850,JHSF3,0.264622,SAPR4,0.299795
1,639.485800,25.868783,0.249996,0.009664,-0.001535,0.201955,BRML3,0.356787,HGTX3,0.297344,JHSF3,0.238142,SAPR4,0.107727
32,454.315732,27.887860,0.432525,0.015509,-0.003603,0.202573,BRML3,0.166677,HGTX3,0.183342,JHSF3,0.308620,SAPR4,0.341361
8,515.279525,29.976710,0.400379,0.013356,-0.002970,0.202873,BRML3,0.272018,HGTX3,0.070650,JHSF3,0.323157,SAPR4,0.334175
28,470.145086,24.256265,0.288600,0.011898,-0.001910,0.229923,BRML3,0.286645,HGTX3,0.233266,JHSF3,0.358601,SAPR4,0.121489
