id,DsRisk,Mean,DownSideRisk,ARZZ3,AUTM3,BBFI11B,BPNM4,BRCR11B,BRFS3,CESP6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,ECOR3,EZTC3,FEXC11B,FFTL4,HGRE11,HGTX3,HTMX11B,IDVL4,JHSF3,KLBN4,KNRI11,LIGT3,MPXE3,PRSV11,RDCD3,RNEW11,SAPR4,SSBR3,STBP11,UOLL4,USIM3
27,0.038932,0.119580,0.038932,0.065555,0.037506,0.000000,0.000000,0.000000,0.073626,0.047255,0.000000,0.000000,0.034496,0.066301,0.000000,0.052982,0.063317,0.088783,0.000000,0.000000,0.000000,0.086359,0.053595,0.068778,0.023814,0.042194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.138862,0.000000,0.000000,0.056578
14,0.040923,0.147268,0.040923,0.014876,0.028612,0.000000,0.000000,0.063874,0.000000,0.112644,0.081567,0.047838,0.065117,0.000000,0.000000,0.000000,0.088508,0.050946,0.000000,0.084074,0.000000,0.000000,0.000000,0.000000,0.065490,0.059523,0.000000,0.030021,0.000000,0.023660,0.000000,0.047859,0.000000,0.056581,0.000000,0.078812
23,0.041008,0.126676,0.041008,0.075375,0.096486,0.086991,0.000000,0.035645,0.000000,0.047368,0.000000,0.000000,0.000000,0.054104,0.000000,0.000000,0.031083,0.000000,0.000000,0.057738,0.000000,0.109694,0.062803,0.060735,0.000000,0.000000,0.068373,0.000000,0.000000,0.000000,0.064368,0.000000,0.000000,0.033629,0.000000,0.115608
27,0.038932,0.119580,0.038932,0.065555,0.037506,0.000000,0.000000,0.000000,0.073626,0.047255,0.000000,0.000000,0.034496,0.066301,0.000000,0.052982,0.063317,0.088783,0.000000,0.000000,0.000000,0.086359,0.053595,0.068778,0.023814,0.042194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.138862,0.000000,0.000000,0.056578
18,0.040835,0.108201,0.040835,0.055066,0.000000,0.000000,0.000000,0.062775,0.064004,0.094248,0.000000,0.000000,0.000000,0.049589,0.000000,0.000000,0.069328,0.098032,0.000000,0.062275,0.056985,0.066034,0.071090,0.000000,0.127786,0.031874,0.029865,0.000000,0.000000,0.000000,0.061050,0.000000,0.000000,0.000000,0.000000,0.000000
14,0.040923,0.147268,0.040923,0.014876,0.028612,0.000000,0.000000,0.063874,0.000000,0.112644,0.081567,0.047838,0.065117,0.000000,0.000000,0.000000,0.088508,0.050946,0.000000,0.084074,0.000000,0.000000,0.000000,0.000000,0.065490,0.059523,0.000000,0.030021,0.000000,0.023660,0.000000,0.047859,0.000000,0.056581,0.000000,0.078812
27,0.038932,0.119580,0.038932,0.065555,0.037506,0.000000,0.000000,0.000000,0.073626,0.047255,0.000000,0.000000,0.034496,0.066301,0.000000,0.052982,0.063317,0.088783,0.000000,0.000000,0.000000,0.086359,0.053595,0.068778,0.023814,0.042194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.138862,0.000000,0.000000,0.056578
4,0.040650,0.122046,0.040650,0.043584,0.000000,0.007106,0.000000,0.049686,0.073064,0.074596,0.000000,0.000000,0.000000,0.039249,0.014614,0.000000,0.061566,0.087609,0.000000,0.054025,0.045103,0.064457,0.076508,0.000000,0.101141,0.025227,0.037989,0.000000,0.019943,0.013361,0.048320,0.018779,0.017147,0.011911,0.000000,0.015016
18,0.040835,0.108201,0.040835,0.055066,0.000000,0.000000,0.000000,0.062775,0.064004,0.094248,0.000000,0.000000,0.000000,0.049589,0.000000,0.000000,0.069328,0.098032,0.000000,0.062275,0.056985,0.066034,0.071090,0.000000,0.127786,0.031874,0.029865,0.000000,0.000000,0.000000,0.061050,0.000000,0.000000,0.000000,0.000000,0.000000
27,0.038932,0.119580,0.038932,0.065555,0.037506,0.000000,0.000000,0.000000,0.073626,0.047255,0.000000,0.000000,0.034496,0.066301,0.000000,0.052982,0.063317,0.088783,0.000000,0.000000,0.000000,0.086359,0.053595,0.068778,0.023814,0.042194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.138862,0.000000,0.000000,0.056578
19,0.039523,0.131327,0.039523,0.044054,0.033732,0.000000,0.000000,0.027099,0.042390,0.074997,0.034605,0.020296,0.047487,0.038172,0.000000,0.030504,0.074005,0.072730,0.000000,0.035669,0.000000,0.049720,0.030857,0.039598,0.041495,0.049546,0.000000,0.012736,0.000000,0.010038,0.000000,0.020304,0.079948,0.024005,0.000000,0.066011
25,0.039826,0.135521,0.039826,0.036377,0.032385,0.000000,0.000000,0.036775,0.031236,0.084902,0.046962,0.027542,0.052126,0.028129,0.000000,0.022478,0.077821,0.066998,0.000000,0.048405,0.000000,0.036638,0.022738,0.029180,0.047809,0.052171,0.000000,0.017284,0.000000,0.013622,0.000000,0.027554,0.058913,0.032576,0.000000,0.069379
18,0.037471,0.101180,0.037471,0.040710,0.000000,0.000000,0.000000,0.059824,0.049773,0.083508,0.000000,0.000000,0.000000,0.046996,0.000000,0.000000,0.109809,0.098756,0.000000,0.097166,0.048890,0.079566,0.095642,0.000000,0.095066,0.022402,0.038311,0.000000,0.000000,0.000000,0.033581,0.000000,0.000000,0.000000,0.000000,0.000000
27,0.038932,0.119580,0.038932,0.065555,0.037506,0.000000,0.000000,0.000000,0.073626,0.047255,0.000000,0.000000,0.034496,0.066301,0.000000,0.052982,0.063317,0.088783,0.000000,0.000000,0.000000,0.086359,0.053595,0.068778,0.023814,0.042194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.138862,0.000000,0.000000,0.056578
19,0.039523,0.131327,0.039523,0.044054,0.033732,0.000000,0.000000,0.027099,0.042390,0.074997,0.034605,0.020296,0.047487,0.038172,0.000000,0.030504,0.074005,0.072730,0.000000,0.035669,0.000000,0.049720,0.030857,0.039598,0.041495,0.049546,0.000000,0.012736,0.000000,0.010038,0.000000,0.020304,0.079948,0.024005,0.000000,0.066011
18,0.037471,0.101180,0.037471,0.040710,0.000000,0.000000,0.000000,0.059824,0.049773,0.083508,0.000000,0.000000,0.000000,0.046996,0.000000,0.000000,0.109809,0.098756,0.000000,0.097166,0.048890,0.079566,0.095642,0.000000,0.095066,0.022402,0.038311,0.000000,0.000000,0.000000,0.033581,0.000000,0.000000,0.000000,0.000000,0.000000
27,0.038932,0.119580,0.038932,0.065555,0.037506,0.000000,0.000000,0.000000,0.073626,0.047255,0.000000,0.000000,0.034496,0.066301,0.000000,0.052982,0.063317,0.088783,0.000000,0.000000,0.000000,0.086359,0.053595,0.068778,0.023814,0.042194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.138862,0.000000,0.000000,0.056578
11,0.039047,0.125956,0.039047,0.044537,0.021469,0.009901,0.002075,0.044897,0.049184,0.073750,0.030928,0.011530,0.022116,0.034748,0.004755,0.019399,0.080154,0.090711,0.005606,0.038865,0.025123,0.049405,0.049037,0.014703,0.048170,0.031335,0.019594,0.011972,0.013933,0.007178,0.022981,0.016882,0.037904,0.014627,0.002456,0.050075
18,0.037471,0.101180,0.037471,0.040710,0.000000,0.000000,0.000000,0.059824,0.049773,0.083508,0.000000,0.000000,0.000000,0.046996,0.000000,0.000000,0.109809,0.098756,0.000000,0.097166,0.048890,0.079566,0.095642,0.000000,0.095066,0.022402,0.038311,0.000000,0.000000,0.000000,0.033581,0.000000,0.000000,0.000000,0.000000,0.000000
22,0.037647,0.103560,0.037647,0.040087,0.001203,0.000260,0.000321,0.059548,0.048825,0.083881,0.003142,0.001641,0.002361,0.045047,0.000607,0.000353,0.107348,0.096495,0.000019,0.094997,0.047111,0.076189,0.091397,0.000331,0.093751,0.023700,0.036787,0.001090,0.000995,0.001214,0.032700,0.002199,0.000900,0.002268,0.000000,0.003234
27,0.038932,0.119580,0.038932,0.065555,0.037506,0.000000,0.000000,0.000000,0.073626,0.047255,0.000000,0.000000,0.034496,0.066301,0.000000,0.052982,0.063317,0.088783,0.000000,0.000000,0.000000,0.086359,0.053595,0.068778,0.023814,0.042194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.138862,0.000000,0.000000,0.056578
0,0.037169,0.127624,0.037169,0.030655,0.029160,0.000280,0.000867,0.026722,0.055379,0.079625,0.040115,0.022342,0.045879,0.028690,0.000892,0.021938,0.071856,0.072492,0.000000,0.034483,0.000577,0.077887,0.033730,0.029048,0.049624,0.033466,0.000618,0.015796,0.001710,0.009416,0.000000,0.018570,0.063166,0.024930,0.000000,0.080087
18,0.037471,0.101180,0.037471,0.040710,0.000000,0.000000,0.000000,0.059824,0.049773,0.083508,0.000000,0.000000,0.000000,0.046996,0.000000,0.000000,0.109809,0.098756,0.000000,0.097166,0.048890,0.079566,0.095642,0.000000,0.095066,0.022402,0.038311,0.000000,0.000000,0.000000,0.033581,0.000000,0.000000,0.000000,0.000000,0.000000
22,0.037647,0.103560,0.037647,0.040087,0.001203,0.000260,0.000321,0.059548,0.048825,0.083881,0.003142,0.001641,0.002361,0.045047,0.000607,0.000353,0.107348,0.096495,0.000019,0.094997,0.047111,0.076189,0.091397,0.000331,0.093751,0.023700,0.036787,0.001090,0.000995,0.001214,0.032700,0.002199,0.000900,0.002268,0.000000,0.003234
0,0.037169,0.127624,0.037169,0.030655,0.029160,0.000280,0.000867,0.026722,0.055379,0.079625,0.040115,0.022342,0.045879,0.028690,0.000892,0.021938,0.071856,0.072492,0.000000,0.034483,0.000577,0.077887,0.033730,0.029048,0.049624,0.033466,0.000618,0.015796,0.001710,0.009416,0.000000,0.018570,0.063166,0.024930,0.000000,0.080087
18,0.037471,0.101180,0.037471,0.040710,0.000000,0.000000,0.000000,0.059824,0.049773,0.083508,0.000000,0.000000,0.000000,0.046996,0.000000,0.000000,0.109809,0.098756,0.000000,0.097166,0.048890,0.079566,0.095642,0.000000,0.095066,0.022402,0.038311,0.000000,0.000000,0.000000,0.033581,0.000000,0.000000,0.000000,0.000000,0.000000
16,0.037553,0.106545,0.037553,0.045618,0.009480,0.000691,0.000939,0.046547,0.054181,0.074985,0.000631,0.001108,0.008308,0.050412,0.000010,0.013089,0.098341,0.094910,0.000012,0.074810,0.036861,0.079905,0.085384,0.016170,0.077560,0.026884,0.028901,0.000253,0.000881,0.000190,0.025355,0.001167,0.031384,0.000425,0.000033,0.014577
0,0.037169,0.127624,0.037169,0.030655,0.029160,0.000280,0.000867,0.026722,0.055379,0.079625,0.040115,0.022342,0.045879,0.028690,0.000892,0.021938,0.071856,0.072492,0.000000,0.034483,0.000577,0.077887,0.033730,0.029048,0.049624,0.033466,0.000618,0.015796,0.001710,0.009416,0.000000,0.018570,0.063166,0.024930,0.000000,0.080087
8,0.037247,0.113223,0.037247,0.038051,0.010904,0.000537,0.000823,0.045671,0.036423,0.096533,0.016886,0.013323,0.017628,0.038812,0.001247,0.008754,0.112719,0.118700,0.000048,0.069615,0.016553,0.060246,0.049875,0.009273,0.076028,0.040942,0.022854,0.006865,0.001859,0.002636,0.024195,0.010953,0.010541,0.016620,0.000000,0.023885
15,0.037372,0.128583,0.037372,0.033034,0.030237,0.001651,0.002979,0.025975,0.054861,0.078485,0.036275,0.020782,0.045342,0.029509,0.000707,0.027951,0.068267,0.072198,0.000034,0.033235,0.000463,0.072169,0.035050,0.034569,0.046395,0.034288,0.000499,0.014236,0.003010,0.008503,0.000077,0.018645,0.067227,0.021135,0.000054,0.082157
17,0.037009,0.110576,0.037009,0.027323,0.007007,0.000456,0.000336,0.054373,0.057666,0.080784,0.007143,0.007011,0.011434,0.057933,0.001276,0.005902,0.056712,0.097259,0.000014,0.061699,0.044262,0.080553,0.084741,0.006165,0.098787,0.035716,0.034578,0.004535,0.001567,0.002376,0.018563,0.008619,0.014423,0.013131,0.000000,0.017656
11,0.037113,0.119491,0.037113,0.036004,0.018793,0.000992,0.001703,0.037634,0.043947,0.089168,0.024799,0.016367,0.028937,0.035016,0.001027,0.016588,0.094579,0.099724,0.000042,0.054769,0.009987,0.065111,0.043826,0.019596,0.063935,0.038226,0.013731,0.009873,0.002329,0.005031,0.014353,0.014092,0.033673,0.018462,0.000022,0.047664
10,0.037140,0.122315,0.037140,0.035081,0.022348,0.001196,0.002099,0.034013,0.047337,0.085850,0.028363,0.017738,0.034032,0.033305,0.000927,0.020117,0.086407,0.091174,0.000040,0.048081,0.007029,0.067304,0.041100,0.024246,0.058487,0.037003,0.009621,0.011228,0.002540,0.006109,0.009919,0.015506,0.044095,0.019293,0.000032,0.058378
1,0.035829,0.120440,0.035829,0.040126,0.018132,0.001117,0.001590,0.030244,0.034866,0.084273,0.014079,0.014503,0.039897,0.047740,0.001386,0.022473,0.076432,0.118422,0.000035,0.082233,0.014117,0.051328,0.027868,0.014056,0.061832,0.041659,0.020648,0.007074,0.002206,0.004141,0.013710,0.019658,0.019128,0.019577,0.000022,0.055428
21,0.036574,0.125709,0.036574,0.041744,0.035923,0.003554,0.004646,0.020591,0.056853,0.053482,0.031622,0.022289,0.043426,0.039991,0.000443,0.025778,0.037063,0.082682,0.000069,0.037102,0.000517,0.054613,0.034583,0.038114,0.052829,0.034980,0.000262,0.011300,0.005809,0.008201,0.000165,0.014708,0.080032,0.020472,0.000103,0.106055
17,0.037009,0.110576,0.037009,0.027323,0.007007,0.000456,0.000336,0.054373,0.057666,0.080784,0.007143,0.007011,0.011434,0.057933,0.001276,0.005902,0.056712,0.097259,0.000014,0.061699,0.044262,0.080553,0.084741,0.006165,0.098787,0.035716,0.034578,0.004535,0.001567,0.002376,0.018563,0.008619,0.014423,0.013131,0.000000,0.017656
20,0.035780,0.122301,0.035780,0.051873,0.030376,0.002929,0.003620,0.022083,0.080087,0.037202,0.040753,0.025373,0.048476,0.039205,0.000450,0.021837,0.043061,0.073883,0.000024,0.046877,0.000872,0.054248,0.028434,0.035663,0.050294,0.040117,0.000396,0.004930,0.004442,0.011406,0.000532,0.013731,0.054256,0.020339,0.000084,0.112148
1,0.035829,0.120440,0.035829,0.040126,0.018132,0.001117,0.001590,0.030244,0.034866,0.084273,0.014079,0.014503,0.039897,0.047740,0.001386,0.022473,0.076432,0.118422,0.000035,0.082233,0.014117,0.051328,0.027868,0.014056,0.061832,0.041659,0.020648,0.007074,0.002206,0.004141,0.013710,0.019658,0.019128,0.019577,0.000022,0.055428
21,0.036574,0.125709,0.036574,0.041744,0.035923,0.003554,0.004646,0.020591,0.056853,0.053482,0.031622,0.022289,0.043426,0.039991,0.000443,0.025778,0.037063,0.082682,0.000069,0.037102,0.000517,0.054613,0.034583,0.038114,0.052829,0.034980,0.000262,0.011300,0.005809,0.008201,0.000165,0.014708,0.080032,0.020472,0.000103,0.106055
11,0.034813,0.117805,0.034813,0.031613,0.023711,0.000937,0.001371,0.030138,0.036429,0.093602,0.019793,0.018173,0.031939,0.033027,0.000722,0.014830,0.083082,0.131410,0.000029,0.059299,0.005740,0.077987,0.031894,0.013598,0.057000,0.025629,0.013409,0.014018,0.001459,0.004683,0.017528,0.014119,0.024294,0.022623,0.000023,0.065893
20,0.035780,0.122301,0.035780,0.051873,0.030376,0.002929,0.003620,0.022083,0.080087,0.037202,0.040753,0.025373,0.048476,0.039205,0.000450,0.021837,0.043061,0.073883,0.000024,0.046877,0.000872,0.054248,0.028434,0.035663,0.050294,0.040117,0.000396,0.004930,0.004442,0.011406,0.000532,0.013731,0.054256,0.020339,0.000084,0.112148
1,0.035829,0.120440,0.035829,0.040126,0.018132,0.001117,0.001590,0.030244,0.034866,0.084273,0.014079,0.014503,0.039897,0.047740,0.001386,0.022473,0.076432,0.118422,0.000035,0.082233,0.014117,0.051328,0.027868,0.014056,0.061832,0.041659,0.020648,0.007074,0.002206,0.004141,0.013710,0.019658,0.019128,0.019577,0.000022,0.055428
11,0.034813,0.117805,0.034813,0.031613,0.023711,0.000937,0.001371,0.030138,0.036429,0.093602,0.019793,0.018173,0.031939,0.033027,0.000722,0.014830,0.083082,0.131410,0.000029,0.059299,0.005740,0.077987,0.031894,0.013598,0.057000,0.025629,0.013409,0.014018,0.001459,0.004683,0.017528,0.014119,0.024294,0.022623,0.000023,0.065893
27,0.035144,0.116351,0.035144,0.031779,0.020817,0.000881,0.001249,0.033807,0.040520,0.090927,0.017249,0.015899,0.028172,0.037465,0.000769,0.013603,0.079754,0.124792,0.000029,0.060589,0.012248,0.078275,0.041526,0.012841,0.063688,0.027105,0.016913,0.012078,0.001495,0.004190,0.017983,0.012793,0.023230,0.020301,0.000023,0.057013
20,0.035780,0.122301,0.035780,0.051873,0.030376,0.002929,0.003620,0.022083,0.080087,0.037202,0.040753,0.025373,0.048476,0.039205,0.000450,0.021837,0.043061,0.073883,0.000024,0.046877,0.000872,0.054248,0.028434,0.035663,0.050294,0.040117,0.000396,0.004930,0.004442,0.011406,0.000532,0.013731,0.054256,0.020339,0.000084,0.112148
11,0.034813,0.117805,0.034813,0.031613,0.023711,0.000937,0.001371,0.030138,0.036429,0.093602,0.019793,0.018173,0.031939,0.033027,0.000722,0.014830,0.083082,0.131410,0.000029,0.059299,0.005740,0.077987,0.031894,0.013598,0.057000,0.025629,0.013409,0.014018,0.001459,0.004683,0.017528,0.014119,0.024294,0.022623,0.000023,0.065893
27,0.035144,0.116351,0.035144,0.031779,0.020817,0.000881,0.001249,0.033807,0.040520,0.090927,0.017249,0.015899,0.028172,0.037465,0.000769,0.013603,0.079754,0.124792,0.000029,0.060589,0.012248,0.078275,0.041526,0.012841,0.063688,0.027105,0.016913,0.012078,0.001495,0.004190,0.017983,0.012793,0.023230,0.020301,0.000023,0.057013
4,0.035207,0.116085,0.035207,0.031637,0.020217,0.000862,0.001211,0.034686,0.041222,0.090504,0.016813,0.015506,0.027440,0.038285,0.000786,0.013268,0.078958,0.123610,0.000028,0.060733,0.013600,0.078357,0.043372,0.012553,0.065143,0.027433,0.017658,0.011746,0.001495,0.004109,0.018046,0.012594,0.022836,0.019959,0.000022,0.055310
