id,HV,Mean,SemiVar,ARZZ3,AUTM3,BBFI11B,BPNM4,BRCR11B,BRFS3,CESP6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,ECOR3,EZTC3,FEXC11B,FFTL4,HGRE11,HGTX3,HTMX11B,IDVL4,JHSF3,KLBN4,KNRI11,LIGT3,MPXE3,PRSV11,RDCD3,RNEW11,SAPR4,SSBR3,STBP11,UOLL4,USIM3
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
20,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
15,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
13,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
19,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
2,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
15,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
4,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
19,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
7,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
15,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
8,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
19,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
0,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
15,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
29,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
19,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
27,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
15,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
12,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
19,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
20,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
15,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
13,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
19,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
2,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
15,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
4,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
19,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
7,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
15,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
8,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
19,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
0,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
15,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
29,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
19,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
27,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
15,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
12,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
19,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
20,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
15,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
13,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
19,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
2,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
15,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
4,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
19,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
1,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
7,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
15,6561.426352,0.114881,0.001689,0.000331,0.000000,0.000000,0.000000,0.056366,0.066305,0.095095,0.000000,0.059274,0.000000,0.000000,0.096001,0.043162,0.000000,0.000000,0.081034,0.000000,0.070499,0.000000,0.069594,0.000000,0.094166,0.000000,0.000000,0.000000,0.062539,0.000000,0.100577,0.000000,0.000000,0.064636,0.000000,0.040421
