id,HV,Mean,DownSideRisk,ARZZ3,AUTM3,BBFI11B,BPNM4,BRCR11B,BRFS3,CESP6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,ECOR3,EZTC3,FEXC11B,FFTL4,HGRE11,HGTX3,HTMX11B,IDVL4,JHSF3,KLBN4,KNRI11,LIGT3,MPXE3,PRSV11,RDCD3,RNEW11,SAPR4,SSBR3,STBP11,UOLL4,USIM3
11,360.595601,0.112491,0.034404,0.000000,0.050988,0.000000,0.000000,0.056878,0.000000,0.080767,0.031626,0.000000,0.021868,0.060988,0.078767,0.078416,0.000000,0.089668,0.059625,0.029472,0.000000,0.000000,0.067361,0.000000,0.000000,0.086042,0.057361,0.000000,0.000000,0.000000,0.042614,0.000000,0.000000,0.015824,0.062196,0.029538
5,287.251579,0.177810,0.047319,0.000000,0.000000,0.031996,0.000000,0.059945,0.000000,0.069380,0.086636,0.028662,0.062356,0.049063,0.000000,0.073783,0.000000,0.068331,0.000000,0.000000,0.056464,0.000000,0.069548,0.040676,0.000000,0.000000,0.000000,0.073322,0.053592,0.000000,0.000000,0.049126,0.008198,0.000000,0.041431,0.077494
19,248.879434,0.130356,0.042747,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050290,0.069275,0.000000,0.000000,0.053276,0.062968,0.079283,0.000000,0.035426,0.078000,0.076676,0.045412,0.015663,0.000000,0.047746,0.054684,0.047662,0.106236,0.000000,0.000000,0.000000,0.078358,0.000000,0.000000,0.000000,0.033029,0.066016
11,360.595601,0.112491,0.034404,0.000000,0.050988,0.000000,0.000000,0.056878,0.000000,0.080767,0.031626,0.000000,0.021868,0.060988,0.078767,0.078416,0.000000,0.089668,0.059625,0.029472,0.000000,0.000000,0.067361,0.000000,0.000000,0.086042,0.057361,0.000000,0.000000,0.000000,0.042614,0.000000,0.000000,0.015824,0.062196,0.029538
17,360.595601,0.112491,0.034404,0.000000,0.050988,0.000000,0.000000,0.056878,0.000000,0.080767,0.031626,0.000000,0.021868,0.060988,0.078767,0.078416,0.000000,0.089668,0.059625,0.029472,0.000000,0.000000,0.067361,0.000000,0.000000,0.086042,0.057361,0.000000,0.000000,0.000000,0.042614,0.000000,0.000000,0.015824,0.062196,0.029538
22,360.595601,0.112491,0.034404,0.000000,0.050988,0.000000,0.000000,0.056878,0.000000,0.080767,0.031626,0.000000,0.021868,0.060988,0.078767,0.078416,0.000000,0.089668,0.059625,0.029472,0.000000,0.000000,0.067361,0.000000,0.000000,0.086042,0.057361,0.000000,0.000000,0.000000,0.042614,0.000000,0.000000,0.015824,0.062196,0.029538
21,377.966354,0.110906,0.034650,0.000000,0.044891,0.000000,0.000000,0.043368,0.000000,0.076833,0.035652,0.015558,0.020307,0.084820,0.077697,0.081555,0.000000,0.057960,0.048937,0.064885,0.000000,0.002175,0.049558,0.014597,0.000000,0.076856,0.067562,0.000000,0.015924,0.000000,0.036081,0.000000,0.004364,0.011536,0.040112,0.028771
0,362.489164,0.111257,0.034144,0.000000,0.054779,0.000000,0.000000,0.056178,0.000000,0.085243,0.028594,0.000000,0.018901,0.060265,0.088802,0.080019,0.000000,0.086185,0.065921,0.024624,0.000000,0.000000,0.066429,0.000000,0.000000,0.089780,0.050933,0.000000,0.000000,0.000000,0.038086,0.000000,0.000000,0.013941,0.060584,0.030736
17,362.489164,0.111257,0.034144,0.000000,0.054779,0.000000,0.000000,0.056178,0.000000,0.085243,0.028594,0.000000,0.018901,0.060265,0.088802,0.080019,0.000000,0.086185,0.065921,0.024624,0.000000,0.000000,0.066429,0.000000,0.000000,0.089780,0.050933,0.000000,0.000000,0.000000,0.038086,0.000000,0.000000,0.013941,0.060584,0.030736
7,388.080634,0.108014,0.033171,0.000000,0.051732,0.000000,0.000000,0.055660,0.000000,0.080890,0.036112,0.007328,0.023126,0.067276,0.086069,0.083422,0.000000,0.075090,0.054434,0.047797,0.000000,0.002101,0.063923,0.001103,0.000000,0.078884,0.056534,0.000000,0.003568,0.000000,0.038867,0.000000,0.001515,0.014015,0.040843,0.029714
