0,74.925980,0.259627,0.016873,-0.000913,0.995467,BRML3,0.082211,HGTX3,0.000028,JHSF3,0.900568,SAPR4,0.017192
76,73.603229,0.268645,0.018628,-0.000771,0.924596,BRML3,0.002197,HGTX3,0.018344,JHSF3,0.978876,SAPR4,0.000583
39,73.529343,0.358834,0.018599,-0.002096,0.991526,BRML3,0.000065,HGTX3,0.031608,JHSF3,0.820677,SAPR4,0.147650
66,72.524747,0.610443,0.022078,-0.006948,0.998791,BRML3,0.000039,HGTX3,0.386563,JHSF3,0.009203,SAPR4,0.604195
32,72.302721,0.253936,0.017343,-0.000772,0.999221,BRML3,0.063038,HGTX3,0.000857,JHSF3,0.936104,SAPR4,0.000000
96,72.293093,0.262184,0.017880,-0.001134,0.975366,BRML3,0.000068,HGTX3,0.098914,JHSF3,0.900714,SAPR4,0.000305
92,71.147421,0.295092,0.018400,-0.001083,0.988210,BRML3,0.016112,HGTX3,0.001115,JHSF3,0.935838,SAPR4,0.046935
83,70.858632,0.262751,0.018025,-0.000756,0.987946,BRML3,0.033296,HGTX3,0.003080,JHSF3,0.961579,SAPR4,0.002046
69,70.544053,0.265197,0.018337,-0.000712,0.977373,BRML3,0.009733,HGTX3,0.000008,JHSF3,0.989990,SAPR4,0.000269
3,70.403836,0.269274,0.018739,-0.000726,0.961395,BRML3,0.000885,HGTX3,0.010721,JHSF3,0.988394,SAPR4,0.000000
18,69.970676,0.671083,0.024137,-0.008297,0.981240,BRML3,0.235081,HGTX3,0.000438,JHSF3,0.016045,SAPR4,0.748437
14,69.910066,0.760998,0.029528,-0.011351,0.843379,BRML3,0.096188,HGTX3,0.058239,JHSF3,0.002059,SAPR4,0.843514
74,69.077966,0.270060,0.018811,-0.000698,0.976700,BRML3,0.000257,HGTX3,0.005104,JHSF3,0.994403,SAPR4,0.000235
71,68.638992,0.265984,0.018453,-0.000700,0.998822,BRML3,0.016928,HGTX3,0.000302,JHSF3,0.982770,SAPR4,0.000000
82,68.535208,0.268498,0.018593,-0.000811,0.994649,BRML3,0.000042,HGTX3,0.026905,JHSF3,0.972439,SAPR4,0.000614
24,67.660824,0.657822,0.025133,-0.008469,0.966647,BRML3,0.000661,HGTX3,0.130277,JHSF3,0.223103,SAPR4,0.645959
50,67.420093,0.271238,0.018868,-0.000680,0.998664,BRML3,0.000001,HGTX3,0.000000,JHSF3,0.998665,SAPR4,0.001335
68,67.350145,0.270577,0.018865,-0.000673,0.999346,BRML3,0.000137,HGTX3,0.000172,JHSF3,0.999347,SAPR4,0.000345
70,67.277952,0.665400,0.024661,-0.008388,0.995371,BRML3,0.002082,HGTX3,0.312367,JHSF3,0.001655,SAPR4,0.683897
55,66.284243,0.657739,0.025745,-0.008485,0.963186,BRML3,0.006318,HGTX3,0.000000,JHSF3,0.363402,SAPR4,0.630280
62,59.091908,0.780801,0.031489,-0.012400,0.945156,BRML3,0.000017,HGTX3,0.056942,JHSF3,0.108172,SAPR4,0.834869
51,58.131452,0.764653,0.030212,-0.011670,0.993033,BRML3,0.000403,HGTX3,0.012856,JHSF3,0.023937,SAPR4,0.962803
85,56.315717,0.856718,0.035754,-0.015298,0.908022,BRML3,0.009437,HGTX3,0.031835,JHSF3,0.000327,SAPR4,0.958400
41,55.711226,0.831138,0.033957,-0.014136,0.954251,BRML3,0.057157,HGTX3,0.007707,JHSF3,0.001380,SAPR4,0.933756
33,55.057640,0.790581,0.032212,-0.012819,0.996674,BRML3,0.000101,HGTX3,0.018134,JHSF3,0.136354,SAPR4,0.845411
42,54.178084,0.815410,0.033153,-0.013563,0.997016,BRML3,0.007760,HGTX3,0.084097,JHSF3,0.010192,SAPR4,0.897951
8,53.027737,0.851530,0.035326,-0.015033,0.973535,BRML3,0.039014,HGTX3,0.002441,JHSF3,0.000123,SAPR4,0.958423
98,49.810299,0.882423,0.037537,-0.016504,0.990185,BRML3,0.000011,HGTX3,0.000016,JHSF3,0.008274,SAPR4,0.991699
79,49.747801,0.876460,0.037154,-0.016237,0.998732,BRML3,0.005204,HGTX3,0.000061,JHSF3,0.015934,SAPR4,0.978801
28,49.738026,0.880151,0.037321,-0.016368,0.996292,BRML3,0.008226,HGTX3,0.000063,JHSF3,0.000223,SAPR4,0.991488
49,49.730587,0.882108,0.037459,-0.016462,0.993695,BRML3,0.006056,HGTX3,0.000011,JHSF3,0.000197,SAPR4,0.993736
7,49.359552,0.881980,0.037505,-0.016483,0.999843,BRML3,0.000492,HGTX3,0.000000,JHSF3,0.008327,SAPR4,0.991181
61,49.077164,0.887195,0.037820,-0.016708,0.999764,BRML3,0.000384,HGTX3,0.000020,JHSF3,0.000007,SAPR4,0.999590
