47,320.116594,0.010344,0.003157,-0.000150,0.999713,BRML3,0.999774,HGTX3,0.000001,JHSF3,0.000019,SAPR4,0.000206
15,320.112602,0.010189,0.003156,-0.000150,0.999884,BRML3,0.999963,HGTX3,0.000000,JHSF3,0.000004,SAPR4,0.000032
40,320.033392,0.010700,0.003160,-0.000151,0.999272,BRML3,0.999180,HGTX3,0.000001,JHSF3,0.000286,SAPR4,0.000533
95,319.995351,0.010200,0.003156,-0.000150,0.999984,BRML3,0.999764,HGTX3,0.000235,JHSF3,0.000000,SAPR4,0.000000
23,319.923739,0.011166,0.003173,-0.000153,0.995908,BRML3,0.996569,HGTX3,0.001865,JHSF3,0.001124,SAPR4,0.000442
36,319.839741,0.010355,0.003161,-0.000151,0.999325,BRML3,0.998875,HGTX3,0.001125,JHSF3,0.000000,SAPR4,0.000000
99,319.372701,0.010729,0.003168,-0.000152,0.998884,BRML3,0.997426,HGTX3,0.002161,JHSF3,0.000277,SAPR4,0.000136
46,318.436882,0.014567,0.003186,-0.000156,0.999948,BRML3,0.994256,HGTX3,0.000899,JHSF3,0.000000,SAPR4,0.004845
19,316.719377,0.037193,0.003374,-0.000194,0.970334,BRML3,0.964759,HGTX3,0.000673,JHSF3,0.005531,SAPR4,0.029037
84,315.941591,0.015557,0.003285,-0.000172,0.978209,BRML3,0.974791,HGTX3,0.017996,JHSF3,0.006620,SAPR4,0.000594
78,315.633030,0.012694,0.003209,-0.000160,0.999759,BRML3,0.991219,HGTX3,0.000000,JHSF3,0.008376,SAPR4,0.000405
29,307.562302,0.019375,0.003415,-0.000188,0.970412,BRML3,0.947468,HGTX3,0.052490,JHSF3,0.000037,SAPR4,0.000005
6,306.732894,0.018498,0.003343,-0.000186,0.992959,BRML3,0.970393,HGTX3,0.000195,JHSF3,0.028357,SAPR4,0.001054
59,305.141176,0.025043,0.003463,-0.000208,0.969698,BRML3,0.973338,HGTX3,0.000003,JHSF3,0.020030,SAPR4,0.006629
88,275.665077,0.034879,0.003761,-0.000259,0.997823,BRML3,0.913457,HGTX3,0.000007,JHSF3,0.082976,SAPR4,0.003561
5,261.356802,0.047529,0.004060,-0.000309,0.986973,BRML3,0.877031,HGTX3,0.000991,JHSF3,0.113145,SAPR4,0.008833
35,255.747995,0.055502,0.004177,-0.000330,0.987785,BRML3,0.863661,HGTX3,0.000691,JHSF3,0.119576,SAPR4,0.016072
21,253.035989,0.043845,0.004247,-0.000303,0.970970,BRML3,0.807913,HGTX3,0.192001,JHSF3,0.000083,SAPR4,0.000003
11,252.271947,0.062892,0.004214,-0.000340,0.999445,BRML3,0.858416,HGTX3,0.004212,JHSF3,0.111052,SAPR4,0.026321
26,239.018828,0.111108,0.004774,-0.000461,0.973236,BRML3,0.807761,HGTX3,0.000956,JHSF3,0.108643,SAPR4,0.082640
10,205.238991,0.231207,0.006450,-0.000917,0.929207,BRML3,0.729073,HGTX3,0.021250,JHSF3,0.002821,SAPR4,0.246855
56,203.277872,0.200758,0.005903,-0.000765,0.999846,BRML3,0.754443,HGTX3,0.002329,JHSF3,0.037619,SAPR4,0.205610
52,199.512901,0.223500,0.006196,-0.000852,0.988877,BRML3,0.755830,HGTX3,0.000738,JHSF3,0.000604,SAPR4,0.242827
34,198.287136,0.223984,0.006212,-0.000856,0.992887,BRML3,0.754857,HGTX3,0.000047,JHSF3,0.001990,SAPR4,0.243106
89,167.471535,0.114292,0.007146,-0.000676,0.930407,BRML3,0.604533,HGTX3,0.001589,JHSF3,0.391697,SAPR4,0.002181
93,135.644945,0.427751,0.013167,-0.003089,0.796919,BRML3,0.349938,HGTX3,0.217375,JHSF3,0.000250,SAPR4,0.432437
63,114.723738,0.212182,0.010620,-0.001250,0.993680,BRML3,0.353249,HGTX3,0.086359,JHSF3,0.493897,SAPR4,0.066496
53,103.256233,0.460439,0.014189,-0.003543,0.993297,BRML3,0.431792,HGTX3,0.000306,JHSF3,0.077852,SAPR4,0.490049
58,101.795261,0.232720,0.014538,-0.001989,0.831321,BRML3,0.010399,HGTX3,0.470506,JHSF3,0.511037,SAPR4,0.008057
64,100.017347,0.192423,0.012132,-0.000910,0.981772,BRML3,0.305938,HGTX3,0.000723,JHSF3,0.690596,SAPR4,0.002742
75,97.155070,0.184782,0.012300,-0.001392,0.990094,BRML3,0.023712,HGTX3,0.936004,JHSF3,0.040228,SAPR4,0.000057
65,97.088121,0.188349,0.012564,-0.001341,0.972881,BRML3,0.000012,HGTX3,0.996758,JHSF3,0.000198,SAPR4,0.003032
38,97.080436,0.294886,0.013367,-0.002237,0.995599,BRML3,0.014750,HGTX3,0.712614,JHSF3,0.128690,SAPR4,0.143946
1,96.988251,0.184550,0.012236,-0.001312,0.996857,BRML3,0.024227,HGTX3,0.966960,JHSF3,0.004653,SAPR4,0.004159
54,96.864331,0.192067,0.012495,-0.001354,0.983564,BRML3,0.005618,HGTX3,0.983569,JHSF3,0.000035,SAPR4,0.010778
90,96.781026,0.276651,0.013195,-0.002031,0.997673,BRML3,0.000516,HGTX3,0.803580,JHSF3,0.074991,SAPR4,0.120913
87,96.369861,0.213044,0.012634,-0.001472,0.994808,BRML3,0.000160,HGTX3,0.959608,JHSF3,0.001064,SAPR4,0.039168
48,96.247027,0.196147,0.012581,-0.001379,0.986476,BRML3,0.000000,HGTX3,0.984811,JHSF3,0.000000,SAPR4,0.015189
57,95.240649,0.188084,0.012461,-0.001350,0.999770,BRML3,0.008418,HGTX3,0.978696,JHSF3,0.008053,SAPR4,0.004833
2,95.207231,0.184536,0.012483,-0.001317,0.995376,BRML3,0.005440,HGTX3,0.994546,JHSF3,0.000006,SAPR4,0.000009
16,95.001710,0.185142,0.012470,-0.001319,0.999073,BRML3,0.006470,HGTX3,0.992348,JHSF3,0.000059,SAPR4,0.001123
12,94.959577,0.187782,0.012562,-0.001337,0.994400,BRML3,0.000064,HGTX3,0.996627,JHSF3,0.000020,SAPR4,0.003289
22,94.956173,0.194292,0.012575,-0.001370,0.998780,BRML3,0.000072,HGTX3,0.987361,JHSF3,0.000003,SAPR4,0.012565
73,94.745329,0.439965,0.015870,-0.003784,0.954025,BRML3,0.087372,HGTX3,0.348262,JHSF3,0.204854,SAPR4,0.359512
94,94.567258,0.186046,0.012565,-0.001344,0.996776,BRML3,0.000301,HGTX3,0.992738,JHSF3,0.006919,SAPR4,0.000041
43,94.404972,0.186510,0.012560,-0.001332,0.999292,BRML3,0.000066,HGTX3,0.997924,JHSF3,0.000601,SAPR4,0.001408
44,94.390928,0.189059,0.012592,-0.001400,0.999014,BRML3,0.000798,HGTX3,0.971924,JHSF3,0.025011,SAPR4,0.002267
97,94.358273,0.447554,0.016091,-0.003757,0.949812,BRML3,0.000017,HGTX3,0.626694,JHSF3,0.000000,SAPR4,0.373289
37,94.330329,0.186145,0.012561,-0.001330,0.999760,BRML3,0.000000,HGTX3,0.998568,JHSF3,0.000556,SAPR4,0.000876
4,94.302927,0.185428,0.012554,-0.001325,0.999953,BRML3,0.000318,HGTX3,0.999681,JHSF3,0.000000,SAPR4,0.000001
86,94.288771,0.185498,0.012559,-0.001326,0.999786,BRML3,0.000000,HGTX3,0.999825,JHSF3,0.000175,SAPR4,0.000000
91,94.278867,0.185524,0.012558,-0.001326,0.999990,BRML3,0.000061,HGTX3,0.999821,JHSF3,0.000050,SAPR4,0.000068
13,94.099090,0.194395,0.012764,-0.001587,0.992865,BRML3,0.000002,HGTX3,0.897004,JHSF3,0.102727,SAPR4,0.000268
20,93.792747,0.196848,0.012803,-0.001665,0.995038,BRML3,0.004952,HGTX3,0.851229,JHSF3,0.143788,SAPR4,0.000031
17,91.819666,0.238957,0.013682,-0.002060,0.984178,BRML3,0.014121,HGTX3,0.596797,JHSF3,0.351968,SAPR4,0.037115
80,88.330458,0.528156,0.018652,-0.005226,0.922705,BRML3,0.016767,HGTX3,0.296999,JHSF3,0.025403,SAPR4,0.660830
31,87.052171,0.219247,0.014323,-0.000890,0.976959,BRML3,0.197964,HGTX3,0.000761,JHSF3,0.800596,SAPR4,0.000678
72,87.028788,0.228000,0.014140,-0.001744,0.996144,BRML3,0.077224,HGTX3,0.334212,JHSF3,0.578729,SAPR4,0.009834
25,85.937042,0.250229,0.014854,-0.001132,0.978315,BRML3,0.167673,HGTX3,0.009146,JHSF3,0.783919,SAPR4,0.039261
9,85.881331,0.242533,0.015013,-0.002014,0.961767,BRML3,0.000034,HGTX3,0.433029,JHSF3,0.552508,SAPR4,0.014429
81,81.895493,0.262040,0.015822,-0.001828,0.972174,BRML3,0.023120,HGTX3,0.264857,JHSF3,0.679393,SAPR4,0.032630
60,79.252113,0.242184,0.015819,-0.001783,0.989057,BRML3,0.005184,HGTX3,0.316506,JHSF3,0.678309,SAPR4,0.000000
30,77.253607,0.612669,0.020953,-0.006645,0.989666,BRML3,0.294830,HGTX3,0.019050,JHSF3,0.004579,SAPR4,0.681542
67,76.804385,0.546006,0.021914,-0.005576,0.913444,BRML3,0.000002,HGTX3,0.000000,JHSF3,0.553432,SAPR4,0.446566
77,76.456741,0.331607,0.017560,-0.001762,0.990053,BRML3,0.049571,HGTX3,0.010651,JHSF3,0.818253,SAPR4,0.121526
27,75.397099,0.245776,0.016591,-0.000810,0.995074,BRML3,0.063746,HGTX3,0.000033,JHSF3,0.935997,SAPR4,0.000223
45,75.053265,0.334218,0.017925,-0.001797,0.989976,BRML3,0.027731,HGTX3,0.025843,JHSF3,0.827790,SAPR4,0.118637
