id,DsRisk,Mean,DownSideRisk,ALMI11B,ARZZ3,AUTM3,BBFI11B,BEES3,BMIN4,BPNM4,BRCR11B,BRFS3,BRML3,BRTO4,BTTL4,CCPR3,CESP6,CLSC6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,CTIP3,DTCY3,ECOR3,EQTL3,EUCA4,EZTC3,FEXC11B,FFCI11,FFTL4,FHER3,FNAM11,FPAB11,HGRE11,HGTX3,HTMX11B,IMCH3,JHSF3,KNRI11,LIGT3,MPXE3,ODPV3,OHLB3,PMET6,PQDP11,PRSV11,RAIA3,RDCD3,RNEW11,SAPR4,SBSP3,SSBR3,STBP11,SULT4,TMAR5,TRXL11,UOLL4,USIM3
25,0.023829,0.055142,0.023829,0.000000,0.052264,0.054077,0.000000,0.115968,0.078034,0.000000,0.067744,0.000000,0.000000,0.000000,0.000000,0.000000,0.040912,0.081750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.084566,0.076486,0.057483,0.072049,0.030562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.048401,0.072196,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067508
24,0.026514,0.056813,0.026514,0.086536,0.048656,0.041228,0.032304,0.000000,0.051172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.116546,0.000000,0.044798,0.000000,0.000000,0.000000,0.045363,0.050928,0.000000,0.000000,0.060728,0.000000,0.000000,0.000000,0.000000,0.042514,0.000000,0.062491,0.029256,0.000000,0.000000,0.052691,0.000000,0.000000,0.000000,0.000000,0.056749,0.033878,0.000000,0.000000,0.000000,0.054343,0.000000,0.000000,0.045640,0.000000,0.000000,0.000000,0.000000,0.044177,0.000000,0.000000,0.000000
29,0.026658,0.073975,0.026658,0.000000,0.000000,0.000000,0.041828,0.080318,0.000000,0.000000,0.057735,0.000000,0.000000,0.000000,0.000000,0.055378,0.000000,0.000000,0.000000,0.000000,0.075442,0.000000,0.042659,0.035239,0.000000,0.000000,0.029916,0.067587,0.000000,0.047548,0.000000,0.000000,0.000000,0.049794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.105221,0.000000,0.000000,0.078569,0.000000,0.037907,0.000000,0.000000,0.087949,0.000000,0.000000,0.000000,0.055775,0.000000,0.000000,0.000000,0.000000,0.000000,0.051134
25,0.023465,0.055624,0.023465,0.000000,0.049381,0.055401,0.000000,0.107173,0.075573,0.000000,0.071810,0.000000,0.000000,0.000000,0.000000,0.000000,0.039114,0.085704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.086595,0.072296,0.060350,0.073293,0.029088,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057502,0.067056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.069664
35,0.024556,0.063376,0.024556,0.000000,0.023085,0.009695,0.000000,0.027880,0.023212,0.000000,0.076456,0.031856,0.039700,0.000000,0.021707,0.000000,0.042387,0.085481,0.000000,0.038666,0.000000,0.046388,0.000000,0.000000,0.046505,0.000000,0.000000,0.010309,0.004373,0.084906,0.035092,0.003497,0.000000,0.000000,0.036698,0.000000,0.000000,0.000000,0.000000,0.000000,0.042985,0.046857,0.000000,0.000000,0.028388,0.022759,0.000000,0.025500,0.024226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034556,0.070475,0.000000,0.000000,0.016362
15,0.025023,0.069485,0.025023,0.000000,0.017073,0.021909,0.027876,0.102927,0.003237,0.000000,0.057935,0.000000,0.000000,0.000000,0.000000,0.047741,0.014025,0.024243,0.000000,0.000000,0.037464,0.000000,0.029075,0.018580,0.000000,0.000000,0.018863,0.071810,0.007390,0.051599,0.014212,0.011542,0.000000,0.042230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067232,0.000000,0.000000,0.052074,0.000000,0.034684,0.033392,0.022545,0.064224,0.000000,0.000000,0.000000,0.054607,0.000000,0.000000,0.000000,0.000000,0.000000,0.051508
0,0.022950,0.061582,0.022950,0.000000,0.023344,0.026478,0.016112,0.099457,0.019556,0.000000,0.077871,0.000000,0.000000,0.000000,0.000000,0.039583,0.017336,0.050424,0.000000,0.000000,0.021805,0.000000,0.014093,0.021932,0.000000,0.000000,0.014022,0.080439,0.026633,0.045419,0.029225,0.018500,0.000000,0.022675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.059107,0.000000,0.000000,0.050495,0.000000,0.015226,0.040635,0.038543,0.051732,0.000000,0.000000,0.000000,0.014950,0.000000,0.000000,0.000000,0.000000,0.000000,0.064409
1,0.022950,0.061582,0.022950,0.000000,0.023344,0.026478,0.016112,0.099457,0.019556,0.000000,0.077871,0.000000,0.000000,0.000000,0.000000,0.039583,0.017336,0.050424,0.000000,0.000000,0.021805,0.000000,0.014093,0.021932,0.000000,0.000000,0.014022,0.080439,0.026633,0.045419,0.029225,0.018500,0.000000,0.022675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.059107,0.000000,0.000000,0.050495,0.000000,0.015226,0.040635,0.038543,0.051732,0.000000,0.000000,0.000000,0.014950,0.000000,0.000000,0.000000,0.000000,0.000000,0.064409
3,0.022950,0.061582,0.022950,0.000000,0.023344,0.026478,0.016112,0.099457,0.019556,0.000000,0.077871,0.000000,0.000000,0.000000,0.000000,0.039583,0.017336,0.050424,0.000000,0.000000,0.021805,0.000000,0.014093,0.021932,0.000000,0.000000,0.014022,0.080439,0.026633,0.045419,0.029225,0.018500,0.000000,0.022675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.059107,0.000000,0.000000,0.050495,0.000000,0.015226,0.040635,0.038543,0.051732,0.000000,0.000000,0.000000,0.014950,0.000000,0.000000,0.000000,0.000000,0.000000,0.064409
5,0.021702,0.064278,0.021702,0.000000,0.014566,0.026529,0.025306,0.079526,0.022679,0.000000,0.063892,0.000000,0.000000,0.000000,0.000000,0.048939,0.020318,0.049936,0.000000,0.000000,0.021896,0.000000,0.005398,0.019265,0.000000,0.000000,0.017565,0.072805,0.031127,0.053851,0.031754,0.013631,0.000000,0.032379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055430,0.000000,0.000000,0.027131,0.000000,0.047017,0.038772,0.025248,0.056756,0.000000,0.000000,0.000000,0.010503,0.000000,0.000000,0.000000,0.000000,0.000000,0.087782
