id,Delta,Mean,DownSideRisk,ALMI11B,ARZZ3,AUTM3,BBFI11B,BEES3,BMIN4,BPNM4,BRCR11B,BRFS3,BRML3,BRTO4,BTTL4,CCPR3,CESP6,CLSC6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,CTIP3,DTCY3,ECOR3,EQTL3,EUCA4,EZTC3,FEXC11B,FFCI11,FFTL4,FHER3,FNAM11,FPAB11,HGRE11,HGTX3,HTMX11B,IMCH3,JHSF3,KNRI11,LIGT3,MPXE3,ODPV3,OHLB3,PMET6,PQDP11,PRSV11,RAIA3,RDCD3,RNEW11,SAPR4,SBSP3,SSBR3,STBP11,SULT4,TMAR5,TRXL11,UOLL4,USIM3
2,0.054067,0.088738,0.033538,0.011971,0.013067,0.054028,0.029696,0.035688,0.031844,0.006073,0.038368,0.004573,0.016766,0.030242,0.000000,0.000000,0.016601,0.042373,0.006611,0.023322,0.000645,0.046142,0.036367,0.044990,0.000674,0.003492,0.019713,0.000000,0.007338,0.000000,0.006679,0.022704,0.040122,0.019557,0.022917,0.017808,0.009564,0.000003,0.000000,0.004307,0.000000,0.015246,0.005013,0.000000,0.014269,0.042992,0.000787,0.042793,0.050464,0.015554,0.054067,0.000000,0.023947,0.012653,0.000228,0.000000,0.010232,0.015719,0.015136,0.016658
28,0.054854,0.088068,0.035011,0.009878,0.000000,0.036926,0.003965,0.038797,0.018164,0.000000,0.033175,0.015340,0.022809,0.018817,0.000017,0.000000,0.054854,0.023455,0.032468,0.030030,0.016981,0.045513,0.030272,0.025493,0.016296,0.011697,0.025733,0.000000,0.015689,0.012849,0.000000,0.012775,0.046255,0.018893,0.024212,0.000000,0.033362,0.000000,0.000000,0.006251,0.000000,0.000000,0.000000,0.025274,0.000000,0.029156,0.000000,0.041674,0.048411,0.024921,0.013969,0.026968,0.017355,0.012838,0.010071,0.011441,0.030141,0.000001,0.026814,0.000000
36,0.045107,0.088406,0.036203,0.000000,0.014566,0.015704,0.035710,0.028919,0.019330,0.005951,0.030640,0.015553,0.026663,0.022399,0.027630,0.000000,0.036181,0.017011,0.014799,0.042365,0.000000,0.019012,0.020381,0.023633,0.018800,0.016809,0.027296,0.000000,0.000000,0.017213,0.024861,0.008778,0.041362,0.016079,0.045107,0.000000,0.029564,0.000000,0.000000,0.000000,0.025830,0.011145,0.012148,0.036889,0.012773,0.039466,0.011373,0.021911,0.038645,0.026099,0.009360,0.000000,0.021417,0.022949,0.008344,0.000002,0.000000,0.019756,0.019579,0.000000
29,0.045960,0.077037,0.029730,0.012447,0.000076,0.019012,0.006807,0.036642,0.014998,0.004006,0.029690,0.012946,0.014078,0.028302,0.000167,0.007797,0.024798,0.038036,0.029272,0.029688,0.000526,0.039967,0.014215,0.044749,0.002916,0.004624,0.032022,0.031944,0.013133,0.000464,0.024261,0.025685,0.017963,0.002646,0.011027,0.022272,0.021458,0.000000,0.015130,0.000000,0.024348,0.000300,0.000065,0.018917,0.000000,0.020429,0.011677,0.034170,0.045960,0.042618,0.013788,0.003525,0.017131,0.007015,0.009142,0.026956,0.027860,0.018578,0.007547,0.036209
12,0.047092,0.090840,0.036824,0.000000,0.010042,0.010827,0.040360,0.019938,0.018778,0.008632,0.025195,0.022559,0.024918,0.022913,0.031192,0.000000,0.043306,0.011728,0.010203,0.045424,0.000000,0.013082,0.022379,0.020657,0.018996,0.011589,0.035925,0.000000,0.000000,0.024966,0.030107,0.012732,0.032226,0.011086,0.040601,0.000000,0.020421,0.000000,0.000000,0.000000,0.037464,0.016165,0.008376,0.039103,0.018415,0.047092,0.016495,0.015107,0.034349,0.026275,0.006453,0.000000,0.014766,0.025191,0.005753,0.000001,0.000026,0.019785,0.028398,0.000000
17,0.040757,0.082781,0.030984,0.022983,0.002025,0.028360,0.015861,0.024240,0.023590,0.007937,0.035328,0.011263,0.021004,0.034062,0.010507,0.014911,0.027383,0.022684,0.028176,0.031617,0.004717,0.034194,0.028247,0.035796,0.008629,0.014436,0.033420,0.012851,0.008461,0.006695,0.017207,0.006802,0.028280,0.010443,0.020831,0.000000,0.019926,0.002966,0.009551,0.001612,0.017978,0.003570,0.001792,0.018603,0.006499,0.040757,0.006541,0.025967,0.039262,0.014281,0.017317,0.006740,0.012650,0.011732,0.011711,0.014139,0.030473,0.009860,0.023840,0.019290
5,0.040860,0.083118,0.030193,0.027706,0.003117,0.022500,0.011670,0.016601,0.017930,0.006064,0.035317,0.012902,0.014222,0.039133,0.011624,0.019892,0.022604,0.017266,0.031391,0.031754,0.007258,0.040860,0.024544,0.039567,0.007778,0.017073,0.037331,0.019894,0.010140,0.005401,0.021626,0.005424,0.022155,0.013128,0.016613,0.000000,0.018342,0.004564,0.012150,0.002480,0.016258,0.002320,0.002640,0.016006,0.006404,0.039986,0.006827,0.021663,0.031747,0.013918,0.018863,0.006453,0.010658,0.008035,0.007855,0.021757,0.038979,0.012865,0.028614,0.020133
33,0.043735,0.088433,0.035925,0.002051,0.011840,0.021614,0.029823,0.030766,0.020918,0.005535,0.030828,0.011897,0.025783,0.022289,0.020488,0.000438,0.038009,0.020659,0.018497,0.040310,0.000051,0.026450,0.025734,0.024358,0.018624,0.014359,0.028328,0.000000,0.000997,0.012764,0.018967,0.011943,0.043236,0.014402,0.038689,0.001415,0.029870,0.000000,0.000365,0.000298,0.019735,0.009476,0.009407,0.031176,0.010650,0.036750,0.008496,0.028038,0.043735,0.027669,0.013670,0.005595,0.020553,0.020070,0.008537,0.000002,0.005965,0.015899,0.019286,0.002694
16,0.039942,0.086652,0.031329,0.019714,0.008702,0.019346,0.019111,0.018464,0.022165,0.005988,0.031911,0.008148,0.013347,0.036993,0.015930,0.013342,0.027154,0.011406,0.022456,0.035502,0.007242,0.039524,0.022785,0.037505,0.009938,0.012987,0.039229,0.011991,0.001157,0.011518,0.022861,0.012522,0.024205,0.016320,0.025640,0.004838,0.016514,0.007110,0.007824,0.001221,0.020503,0.006453,0.002808,0.015657,0.012786,0.041098,0.007780,0.018109,0.032378,0.018090,0.024038,0.005533,0.011874,0.010548,0.003524,0.017656,0.025812,0.019312,0.026754,0.016679
22,0.040002,0.087866,0.032609,0.015830,0.008241,0.018334,0.021981,0.019728,0.021231,0.006227,0.030470,0.010431,0.016119,0.032962,0.017708,0.010282,0.032188,0.012312,0.021389,0.037680,0.005633,0.035495,0.023590,0.033157,0.012743,0.012549,0.038557,0.009103,0.001216,0.013305,0.022229,0.013025,0.027537,0.014678,0.027927,0.003522,0.018791,0.005177,0.005953,0.000979,0.023414,0.007764,0.003633,0.020440,0.012802,0.040981,0.008794,0.019373,0.034471,0.021067,0.019815,0.006981,0.012518,0.013256,0.004545,0.013489,0.021628,0.016957,0.026950,0.012840
15,0.040146,0.082815,0.030851,0.023800,0.002160,0.026601,0.015299,0.022377,0.021678,0.007659,0.035984,0.012228,0.019367,0.035523,0.011043,0.016156,0.025168,0.021756,0.028871,0.031654,0.005035,0.035214,0.027213,0.037086,0.008539,0.015436,0.034228,0.015001,0.009245,0.006167,0.018482,0.006247,0.026807,0.010710,0.020092,0.000005,0.019627,0.002716,0.010733,0.001892,0.017583,0.003269,0.002561,0.018426,0.005981,0.040152,0.007103,0.025310,0.037172,0.014575,0.017525,0.006192,0.012696,0.010854,0.010777,0.015821,0.032164,0.010391,0.024705,0.018944
8,0.034955,0.086691,0.032966,0.010089,0.003275,0.012058,0.021350,0.013001,0.014250,0.008796,0.030048,0.030234,0.010766,0.037257,0.013461,0.006214,0.029182,0.019662,0.025875,0.029055,0.003390,0.023010,0.017795,0.034884,0.010768,0.005616,0.036725,0.020965,0.016072,0.014957,0.023091,0.017444,0.012068,0.004960,0.016488,0.008082,0.018751,0.002302,0.019596,0.002694,0.028211,0.008210,0.003329,0.030168,0.011183,0.031469,0.023718,0.024566,0.035499,0.033185,0.017371,0.003728,0.015508,0.011106,0.002512,0.013648,0.025976,0.017014,0.023887,0.015478
32,0.035220,0.086788,0.032977,0.010229,0.003275,0.012114,0.020922,0.012878,0.014084,0.008707,0.030308,0.030396,0.010501,0.037603,0.013148,0.006327,0.028705,0.019842,0.026413,0.028736,0.003441,0.023248,0.017652,0.035092,0.010713,0.005749,0.036429,0.021324,0.016481,0.014569,0.022774,0.017239,0.011961,0.005058,0.016183,0.008035,0.019134,0.002383,0.020025,0.002773,0.027600,0.007947,0.003446,0.030113,0.010955,0.030967,0.023811,0.024910,0.035576,0.033259,0.017657,0.004296,0.015759,0.010795,0.002470,0.013753,0.026535,0.016474,0.023675,0.015549
14,0.037667,0.084384,0.031032,0.023343,0.005191,0.028891,0.014494,0.021664,0.021382,0.005809,0.038438,0.009520,0.014946,0.036370,0.008470,0.015179,0.023540,0.021770,0.026990,0.030668,0.005690,0.040239,0.027832,0.039487,0.007573,0.013678,0.034241,0.014540,0.008327,0.004044,0.018416,0.010312,0.027507,0.014202,0.018342,0.003902,0.017951,0.003884,0.009104,0.002572,0.010946,0.004576,0.002719,0.012542,0.007786,0.039220,0.005016,0.027184,0.037405,0.016071,0.026138,0.006963,0.013491,0.008840,0.006365,0.016412,0.032653,0.013004,0.025220,0.018936
2,0.034109,0.087281,0.032699,0.014556,0.006513,0.017900,0.019579,0.018300,0.018931,0.006802,0.032971,0.016534,0.013171,0.036225,0.013944,0.009079,0.027852,0.015807,0.025380,0.032825,0.005679,0.033168,0.021193,0.035662,0.012012,0.011024,0.035514,0.013767,0.007792,0.011596,0.019309,0.013710,0.023162,0.012484,0.023871,0.005132,0.021198,0.004386,0.012982,0.002116,0.020330,0.006046,0.004375,0.022807,0.010303,0.034156,0.013771,0.024132,0.035884,0.025423,0.021845,0.006827,0.015891,0.010536,0.003764,0.013627,0.025193,0.015952,0.023741,0.013270
8,0.034955,0.086691,0.032966,0.010089,0.003275,0.012058,0.021350,0.013001,0.014250,0.008796,0.030048,0.030234,0.010766,0.037257,0.013461,0.006214,0.029182,0.019662,0.025875,0.029055,0.003390,0.023010,0.017795,0.034884,0.010768,0.005616,0.036725,0.020965,0.016072,0.014957,0.023091,0.017444,0.012068,0.004960,0.016488,0.008082,0.018751,0.002302,0.019596,0.002694,0.028211,0.008210,0.003329,0.030168,0.011183,0.031469,0.023718,0.024566,0.035499,0.033185,0.017371,0.003728,0.015508,0.011106,0.002512,0.013648,0.025976,0.017014,0.023887,0.015478
32,0.035220,0.086788,0.032977,0.010229,0.003275,0.012114,0.020922,0.012878,0.014084,0.008707,0.030308,0.030396,0.010501,0.037603,0.013148,0.006327,0.028705,0.019842,0.026413,0.028736,0.003441,0.023248,0.017652,0.035092,0.010713,0.005749,0.036429,0.021324,0.016481,0.014569,0.022774,0.017239,0.011961,0.005058,0.016183,0.008035,0.019134,0.002383,0.020025,0.002773,0.027600,0.007947,0.003446,0.030113,0.010955,0.030967,0.023811,0.024910,0.035576,0.033259,0.017657,0.004296,0.015759,0.010795,0.002470,0.013753,0.026535,0.016474,0.023675,0.015549
2,0.034109,0.087282,0.032697,0.014556,0.006513,0.017900,0.019579,0.018300,0.018931,0.006802,0.032971,0.016534,0.013171,0.036225,0.013944,0.009079,0.027852,0.015807,0.025380,0.032825,0.005679,0.033168,0.021193,0.035662,0.012012,0.011024,0.035514,0.013767,0.007792,0.011596,0.019309,0.013710,0.023162,0.012484,0.023871,0.005132,0.021198,0.004386,0.012982,0.002116,0.020330,0.006046,0.004375,0.022807,0.010261,0.034156,0.013771,0.024132,0.035884,0.025423,0.021845,0.006827,0.015891,0.010536,0.003764,0.013627,0.025193,0.015952,0.023741,0.013312
26,0.034320,0.087014,0.032594,0.013926,0.005958,0.017316,0.019712,0.019090,0.018582,0.006886,0.032431,0.016522,0.012986,0.035618,0.013639,0.008589,0.028081,0.016520,0.024466,0.033037,0.005526,0.032955,0.020462,0.036326,0.011516,0.010066,0.036195,0.014681,0.007776,0.011983,0.020342,0.015299,0.022130,0.011636,0.023470,0.006741,0.020212,0.003913,0.013053,0.002006,0.021799,0.006263,0.003997,0.022782,0.010131,0.033692,0.014220,0.024087,0.035847,0.026837,0.021393,0.006295,0.015735,0.010599,0.003610,0.014555,0.024368,0.016477,0.023368,0.014301
27,0.034945,0.086059,0.032397,0.013347,0.003246,0.013989,0.019560,0.013663,0.014930,0.008291,0.031022,0.027029,0.011405,0.037603,0.013441,0.008743,0.027966,0.019216,0.026895,0.029554,0.004106,0.026311,0.019043,0.035430,0.010215,0.007735,0.036837,0.020767,0.014975,0.013190,0.022820,0.015222,0.013933,0.006470,0.016511,0.006587,0.018676,0.002723,0.018219,0.002658,0.026001,0.007121,0.003202,0.027550,0.010299,0.033044,0.020595,0.024030,0.034806,0.029623,0.017647,0.004232,0.014611,0.010539,0.003500,0.015147,0.028380,0.016247,0.024761,0.016339
2,0.034109,0.087288,0.032697,0.014556,0.006513,0.017900,0.019579,0.018300,0.018931,0.006802,0.032971,0.016534,0.013171,0.036225,0.013944,0.009079,0.027852,0.015807,0.025380,0.032825,0.005679,0.033228,0.021193,0.035662,0.012012,0.011024,0.035514,0.013767,0.007792,0.011596,0.019309,0.013710,0.023162,0.012484,0.023871,0.005132,0.021198,0.004386,0.012982,0.002116,0.020330,0.006046,0.004375,0.022807,0.010201,0.034156,0.013771,0.024132,0.035884,0.025423,0.021845,0.006827,0.015891,0.010536,0.003764,0.013627,0.025193,0.015952,0.023741,0.013312
26,0.034320,0.087249,0.032644,0.013926,0.005958,0.017316,0.019712,0.019090,0.018582,0.006886,0.032146,0.016522,0.012986,0.035618,0.013639,0.008589,0.028081,0.016520,0.024466,0.033140,0.005810,0.032955,0.019792,0.036326,0.011516,0.010066,0.036195,0.014681,0.007776,0.011983,0.020342,0.015299,0.022026,0.011636,0.023470,0.006741,0.020212,0.003913,0.013053,0.002006,0.021799,0.006263,0.003997,0.022782,0.010190,0.033692,0.014220,0.024087,0.035847,0.026837,0.021393,0.006907,0.015735,0.010599,0.003610,0.014555,0.024368,0.016477,0.023368,0.014301
8,0.034864,0.086690,0.032966,0.010089,0.003275,0.012058,0.021350,0.013001,0.014250,0.008796,0.030048,0.030234,0.010766,0.037257,0.013461,0.006214,0.029182,0.019662,0.025875,0.029055,0.003390,0.022920,0.017795,0.034884,0.010768,0.005616,0.036725,0.020965,0.016072,0.014957,0.023091,0.017444,0.012068,0.004960,0.016488,0.008082,0.018751,0.002392,0.019596,0.002694,0.028211,0.008210,0.003329,0.030168,0.011183,0.031469,0.023718,0.024566,0.035499,0.033185,0.017371,0.003728,0.015508,0.011106,0.002512,0.013648,0.025976,0.017014,0.023887,0.015478
2,0.034109,0.087288,0.032697,0.014556,0.006513,0.017900,0.019579,0.018300,0.018931,0.006802,0.032971,0.016534,0.013171,0.036225,0.013944,0.009079,0.027852,0.015807,0.025380,0.032825,0.005679,0.033228,0.021193,0.035662,0.012012,0.011024,0.035514,0.013767,0.007792,0.011596,0.019309,0.013710,0.023162,0.012484,0.023871,0.005132,0.021198,0.004386,0.012982,0.002116,0.020330,0.006046,0.004375,0.022807,0.010201,0.034156,0.013771,0.024132,0.035884,0.025423,0.021845,0.006827,0.015891,0.010536,0.003764,0.013627,0.025193,0.015952,0.023741,0.013312
26,0.034320,0.087263,0.032592,0.013926,0.005958,0.017316,0.019712,0.019090,0.018582,0.006886,0.032877,0.016522,0.012986,0.035618,0.013639,0.008589,0.028081,0.016520,0.023963,0.033140,0.005810,0.032955,0.019792,0.036326,0.011516,0.010066,0.036195,0.014681,0.007776,0.011983,0.020342,0.015299,0.022026,0.012138,0.023470,0.006741,0.020212,0.003913,0.013053,0.002006,0.021799,0.006263,0.003997,0.022052,0.010190,0.033692,0.014220,0.024087,0.035847,0.026837,0.021393,0.006907,0.015735,0.010599,0.003610,0.014555,0.024368,0.016477,0.023368,0.014301
17,0.034334,0.086075,0.032714,0.012126,0.003233,0.014702,0.020177,0.015082,0.015724,0.008485,0.031103,0.026817,0.012321,0.036807,0.012654,0.007573,0.028581,0.020197,0.026425,0.029349,0.003709,0.025693,0.019442,0.035246,0.010463,0.007144,0.035963,0.019665,0.014872,0.013317,0.021824,0.015809,0.014989,0.006150,0.017324,0.006957,0.019288,0.002472,0.018027,0.003883,0.025909,0.007255,0.003219,0.028034,0.010233,0.032469,0.020754,0.025120,0.036244,0.030350,0.017769,0.004763,0.015348,0.010976,0.003879,0.013817,0.026769,0.015561,0.021914,0.016023
4,0.033827,0.087249,0.032896,0.013526,0.005772,0.018166,0.021493,0.020033,0.017874,0.007125,0.031734,0.016421,0.014911,0.033695,0.013583,0.008314,0.030319,0.017128,0.024068,0.033784,0.005022,0.031119,0.021916,0.034543,0.012162,0.010376,0.035992,0.013152,0.007416,0.012736,0.020121,0.014660,0.024091,0.011290,0.024180,0.005602,0.020617,0.003386,0.011309,0.002403,0.022327,0.006406,0.003860,0.023471,0.010164,0.035048,0.012915,0.024077,0.036231,0.026861,0.019346,0.006765,0.015189,0.011823,0.004809,0.013266,0.023382,0.015646,0.023654,0.014727
36,0.034078,0.085118,0.031828,0.016967,0.003401,0.019595,0.017623,0.020000,0.017721,0.007196,0.032589,0.017593,0.015007,0.034397,0.012579,0.011002,0.028587,0.019918,0.025993,0.032105,0.005142,0.032788,0.022462,0.036003,0.009936,0.010748,0.036179,0.016970,0.010343,0.010636,0.021257,0.013562,0.021718,0.009502,0.019752,0.005587,0.018852,0.002457,0.012804,0.002119,0.021990,0.005426,0.002801,0.022078,0.007901,0.035628,0.012495,0.024750,0.036197,0.024683,0.017762,0.006151,0.013762,0.010875,0.006367,0.016392,0.027865,0.014314,0.024278,0.017195
2,0.034109,0.087288,0.032697,0.014556,0.006513,0.017900,0.019579,0.018300,0.018931,0.006802,0.032971,0.016534,0.013171,0.036225,0.013944,0.009079,0.027852,0.015807,0.025380,0.032825,0.005679,0.033228,0.021193,0.035662,0.012012,0.011024,0.035514,0.013767,0.007792,0.011596,0.019309,0.013710,0.023162,0.012484,0.023871,0.005132,0.021198,0.004386,0.012982,0.002116,0.020330,0.006046,0.004375,0.022807,0.010201,0.034156,0.013771,0.024132,0.035884,0.025423,0.021845,0.006827,0.015891,0.010536,0.003764,0.013627,0.025193,0.015952,0.023741,0.013312
6,0.033731,0.087000,0.032859,0.012677,0.004902,0.016333,0.021199,0.017834,0.016711,0.007618,0.031255,0.020745,0.013578,0.034878,0.013471,0.007824,0.029811,0.018034,0.024774,0.032218,0.004538,0.028901,0.020630,0.034751,0.011601,0.008941,0.036223,0.015817,0.010252,0.013264,0.021093,0.015464,0.020229,0.009280,0.021540,0.006383,0.019975,0.003024,0.013958,0.002491,0.024072,0.006890,0.003651,0.025435,0.010371,0.033927,0.016240,0.024269,0.035977,0.028720,0.018705,0.005944,0.015228,0.011510,0.004149,0.013593,0.024478,0.015885,0.023625,0.015117
28,0.033739,0.087227,0.032899,0.013414,0.005688,0.017966,0.021475,0.019801,0.017749,0.007177,0.031684,0.016884,0.014765,0.033820,0.013568,0.008246,0.030268,0.017221,0.024140,0.033614,0.004969,0.030872,0.021777,0.034562,0.012113,0.010251,0.036008,0.013423,0.007715,0.012799,0.020212,0.014752,0.023688,0.011081,0.023915,0.005688,0.020563,0.003351,0.011595,0.002471,0.022507,0.006460,0.003844,0.023690,0.010191,0.034913,0.013276,0.024105,0.036211,0.027077,0.019288,0.006681,0.015207,0.011790,0.004731,0.013283,0.023481,0.015642,0.023583,0.014755
4,0.033827,0.087249,0.032896,0.013526,0.005772,0.018166,0.021493,0.020033,0.017874,0.007125,0.031734,0.016421,0.014911,0.033695,0.013583,0.008314,0.030319,0.017128,0.024068,0.033784,0.005022,0.031119,0.021916,0.034543,0.012162,0.010376,0.035992,0.013152,0.007416,0.012736,0.020121,0.014660,0.024091,0.011290,0.024180,0.005602,0.020617,0.003386,0.011309,0.002403,0.022327,0.006406,0.003860,0.023471,0.010164,0.035048,0.012915,0.024077,0.036231,0.026861,0.019346,0.006765,0.015189,0.011823,0.004809,0.013266,0.023382,0.015646,0.023654,0.014727
20,0.033606,0.086610,0.032525,0.014262,0.005176,0.017434,0.019834,0.018323,0.018164,0.007240,0.032188,0.019182,0.013315,0.035673,0.013371,0.008889,0.028550,0.017483,0.024890,0.032165,0.005207,0.031547,0.020902,0.035802,0.011295,0.009842,0.036022,0.015523,0.009465,0.012096,0.020533,0.014633,0.021059,0.010478,0.021901,0.006061,0.019966,0.003564,0.013669,0.002416,0.022449,0.006341,0.003629,0.023624,0.009935,0.034220,0.015017,0.023885,0.035999,0.026599,0.020021,0.006169,0.015205,0.010857,0.004233,0.014441,0.025477,0.015692,0.023289,0.014801
21,0.033611,0.087127,0.032785,0.013510,0.005616,0.017028,0.020481,0.018041,0.017695,0.007256,0.032015,0.018879,0.013397,0.035475,0.013680,0.008380,0.028943,0.017047,0.025042,0.032487,0.005044,0.030819,0.020879,0.035155,0.011783,0.009864,0.035909,0.014909,0.009161,0.012524,0.020302,0.014686,0.021529,0.010700,0.022573,0.005829,0.020517,0.003628,0.013526,0.002325,0.022413,0.006516,0.003972,0.024270,0.010296,0.034029,0.015146,0.024208,0.035936,0.027259,0.020096,0.006335,0.015522,0.011078,0.003978,0.013608,0.024795,0.015915,0.023676,0.014317
