id,Delta,Mean,DownSideRisk,ALMI11B,ARZZ3,AUTM3,BBFI11B,BEES3,BMIN4,BPNM4,BRCR11B,BRFS3,BRML3,BRTO4,BTTL4,CCPR3,CESP6,CLSC6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,CTIP3,DTCY3,ECOR3,EQTL3,EUCA4,EZTC3,FEXC11B,FFCI11,FFTL4,FHER3,FNAM11,FPAB11,HGRE11,HGTX3,HTMX11B,IMCH3,JHSF3,KNRI11,LIGT3,MPXE3,ODPV3,OHLB3,PMET6,PQDP11,PRSV11,RAIA3,RDCD3,RNEW11,SAPR4,SBSP3,SSBR3,STBP11,SULT4,TMAR5,TRXL11,UOLL4,USIM3
11,0.046410,0.092608,0.033248,0.002209,0.014568,0.000000,0.018700,0.021703,0.000000,0.000000,0.023424,0.037900,0.015903,0.030305,0.002775,0.028139,0.025414,0.037327,0.014399,0.000000,0.042087,0.016982,0.037094,0.000000,0.018391,0.024726,0.022271,0.021855,0.012173,0.010027,0.019609,0.037356,0.046410,0.024391,0.014325,0.006925,0.019865,0.012518,0.005784,0.008747,0.011904,0.009295,0.008867,0.000000,0.031760,0.018440,0.009804,0.030833,0.006927,0.039676,0.026207,0.018966,0.003304,0.011311,0.013048,0.019513,0.005523,0.024631,0.005631,0.030058
15,0.048064,0.101744,0.038215,0.001968,0.012981,0.008308,0.023112,0.030184,0.000000,0.000000,0.034643,0.029164,0.000000,0.001581,0.001418,0.037135,0.028518,0.041155,0.034762,0.000000,0.036657,0.020225,0.036406,0.003598,0.000000,0.015548,0.002984,0.021770,0.000000,0.008934,0.040835,0.044931,0.030471,0.008073,0.030537,0.021513,0.033190,0.023484,0.005154,0.018036,0.010607,0.008282,0.007901,0.000000,0.045119,0.048064,0.000000,0.035433,0.012691,0.004916,0.029214,0.023967,0.002944,0.023729,0.019905,0.000000,0.000000,0.015572,0.005017,0.019365
6,0.040383,0.096907,0.034899,0.004622,0.017662,0.001717,0.019901,0.024865,0.000000,0.000000,0.031244,0.034479,0.010784,0.020877,0.004598,0.028601,0.022561,0.040383,0.016653,0.000000,0.040369,0.017171,0.033146,0.002796,0.014492,0.021325,0.015719,0.021160,0.008254,0.012156,0.027204,0.036145,0.039036,0.021380,0.015492,0.008749,0.024526,0.012921,0.007013,0.009659,0.014432,0.011269,0.010749,0.001370,0.030204,0.026523,0.006648,0.027527,0.007320,0.032248,0.027906,0.020510,0.004005,0.015747,0.015965,0.013232,0.005987,0.026039,0.008887,0.025776
31,0.040506,0.092658,0.033112,0.005515,0.017810,0.003534,0.019814,0.024464,0.001003,0.000000,0.018635,0.033893,0.012651,0.026747,0.008485,0.024096,0.023831,0.030811,0.015177,0.006981,0.037617,0.013510,0.036750,0.005479,0.014631,0.023536,0.022801,0.018335,0.012605,0.018349,0.017733,0.033832,0.040506,0.028718,0.013565,0.011313,0.020783,0.016501,0.010932,0.014219,0.011156,0.011872,0.007054,0.004878,0.027158,0.017440,0.010097,0.027123,0.008726,0.031564,0.028470,0.015089,0.004301,0.008999,0.018446,0.018302,0.007774,0.019595,0.008522,0.028272
35,0.042412,0.092804,0.033136,0.015072,0.027183,0.013751,0.023037,0.032445,0.003904,0.000000,0.004789,0.022307,0.003251,0.016462,0.024995,0.012406,0.019255,0.011972,0.017425,0.027163,0.024693,0.003472,0.035757,0.021320,0.003760,0.020098,0.024331,0.008159,0.013853,0.042412,0.012309,0.023645,0.023435,0.041229,0.011365,0.023998,0.023438,0.028018,0.025814,0.030038,0.008992,0.019321,0.001813,0.018979,0.013854,0.014548,0.010945,0.016396,0.013927,0.008112,0.035014,0.003878,0.007183,0.002313,0.034054,0.014801,0.014281,0.005036,0.016883,0.023108
25,0.036014,0.099073,0.036218,0.004037,0.012573,0.009968,0.029274,0.036014,0.000575,0.000000,0.028745,0.023755,0.007254,0.016848,0.006222,0.030021,0.017889,0.024971,0.029886,0.004003,0.028659,0.025510,0.026466,0.007529,0.008390,0.025593,0.015927,0.027697,0.007228,0.012146,0.025891,0.035979,0.028748,0.017936,0.015960,0.011054,0.035378,0.014783,0.007032,0.026154,0.008326,0.008212,0.005482,0.004047,0.031953,0.033786,0.005790,0.020801,0.017135,0.018827,0.020653,0.026671,0.003898,0.008675,0.028318,0.010495,0.005573,0.014068,0.006474,0.034722
32,0.036260,0.096136,0.032456,0.002751,0.013889,0.000850,0.024038,0.035236,0.000000,0.000000,0.015174,0.018582,0.009567,0.032481,0.015438,0.015360,0.036260,0.029657,0.022994,0.012934,0.021384,0.033839,0.026056,0.003060,0.030043,0.026236,0.029953,0.032638,0.007324,0.018567,0.008128,0.018447,0.022929,0.033183,0.014063,0.011765,0.013012,0.011924,0.003989,0.030516,0.012445,0.006292,0.005111,0.013557,0.011908,0.010118,0.030050,0.034834,0.012258,0.023731,0.031651,0.027486,0.003159,0.002523,0.029102,0.011740,0.004133,0.013609,0.004308,0.029718
18,0.037944,0.100869,0.036752,0.005293,0.028142,0.001010,0.032255,0.024676,0.000000,0.000000,0.037944,0.027926,0.006345,0.012284,0.018788,0.022271,0.014253,0.037034,0.010310,0.014584,0.036843,0.015549,0.034461,0.003085,0.008527,0.015483,0.009250,0.016466,0.004857,0.028757,0.027034,0.028172,0.029279,0.026038,0.011085,0.018951,0.023585,0.018246,0.008544,0.014776,0.024318,0.013729,0.013097,0.017161,0.018908,0.025811,0.013093,0.017412,0.014647,0.023189,0.026815,0.018937,0.006393,0.013288,0.013449,0.007786,0.005216,0.028669,0.010812,0.015167
4,0.034877,0.098223,0.035765,0.005315,0.014850,0.010260,0.028686,0.034877,0.000977,0.000000,0.024475,0.022980,0.006853,0.017007,0.009458,0.027210,0.017761,0.022328,0.028697,0.007734,0.027246,0.022323,0.027903,0.010110,0.007917,0.024631,0.017958,0.024768,0.008789,0.016300,0.023592,0.033598,0.028390,0.021654,0.015000,0.013075,0.033627,0.017587,0.010004,0.027639,0.008306,0.009230,0.004663,0.006982,0.028952,0.030297,0.007049,0.020218,0.017022,0.017482,0.022783,0.023337,0.004129,0.007380,0.028721,0.011780,0.006577,0.012219,0.008107,0.033182
16,0.035304,0.092835,0.032548,0.010276,0.017563,0.009402,0.019260,0.035304,0.002206,0.000000,0.006803,0.024211,0.007959,0.026114,0.016030,0.019550,0.026905,0.017782,0.022008,0.016971,0.024981,0.013806,0.031573,0.015631,0.012967,0.024346,0.029217,0.016647,0.012513,0.027835,0.010391,0.025889,0.026495,0.034025,0.015579,0.016310,0.020706,0.020134,0.016717,0.029882,0.006882,0.014117,0.002366,0.010723,0.016901,0.016479,0.014282,0.023711,0.009612,0.018567,0.030857,0.014782,0.004558,0.003019,0.034495,0.015874,0.009053,0.006766,0.010391,0.032579
25,0.036014,0.099073,0.036218,0.004037,0.012573,0.009968,0.029274,0.036014,0.000575,0.000000,0.028745,0.023755,0.007254,0.016848,0.006222,0.030021,0.017889,0.024971,0.029886,0.004003,0.028659,0.025510,0.026466,0.007529,0.008390,0.025593,0.015927,0.027697,0.007228,0.012146,0.025891,0.035979,0.028748,0.017936,0.015960,0.011054,0.035378,0.014783,0.007032,0.026154,0.008326,0.008212,0.005482,0.004047,0.031953,0.033786,0.005790,0.020801,0.017135,0.018827,0.020653,0.026671,0.003898,0.008675,0.028318,0.010495,0.005573,0.014068,0.006474,0.034722
11,0.033973,0.094810,0.033644,0.009154,0.007079,0.009115,0.023580,0.030828,0.003144,0.000000,0.016580,0.024918,0.011659,0.027700,0.005260,0.025298,0.025375,0.024397,0.019313,0.004778,0.033924,0.025912,0.030204,0.014014,0.019137,0.024564,0.027492,0.023820,0.008931,0.011093,0.007838,0.032502,0.031413,0.023446,0.022082,0.011024,0.023973,0.007138,0.009358,0.022082,0.005659,0.008155,0.003194,0.011004,0.018719,0.018496,0.010892,0.023598,0.007581,0.032465,0.022978,0.028052,0.005074,0.008202,0.033440,0.015592,0.012991,0.012443,0.009369,0.033973
38,0.034827,0.092376,0.033391,0.008999,0.015318,0.011216,0.021007,0.026875,0.007731,0.000000,0.016995,0.026428,0.008302,0.015903,0.017477,0.020905,0.021061,0.026801,0.018384,0.012755,0.026510,0.012562,0.034827,0.012082,0.013327,0.020971,0.017207,0.021771,0.007643,0.020193,0.017205,0.031844,0.034181,0.027199,0.017845,0.015713,0.029114,0.023134,0.014771,0.021586,0.007104,0.010676,0.002862,0.011662,0.027113,0.019299,0.004536,0.021366,0.018370,0.013634,0.027021,0.017833,0.008058,0.011260,0.024465,0.009041,0.015978,0.016549,0.011507,0.025824
4,0.034877,0.098223,0.035765,0.005315,0.014850,0.010260,0.028686,0.034877,0.000977,0.000000,0.024475,0.022980,0.006853,0.017007,0.009458,0.027210,0.017761,0.022328,0.028697,0.007734,0.027246,0.022323,0.027903,0.010110,0.007917,0.024631,0.017958,0.024768,0.008789,0.016300,0.023592,0.033598,0.028390,0.021654,0.015000,0.013075,0.033627,0.017587,0.010004,0.027639,0.008306,0.009230,0.004663,0.006982,0.028952,0.030297,0.007049,0.020218,0.017022,0.017482,0.022783,0.023337,0.004129,0.007380,0.028721,0.011780,0.006577,0.012219,0.008107,0.033182
39,0.031808,0.095122,0.034372,0.008301,0.017035,0.011191,0.024853,0.031445,0.004016,0.000000,0.018432,0.024179,0.006817,0.016499,0.015030,0.022408,0.019257,0.022339,0.022949,0.012802,0.026551,0.015551,0.031808,0.012683,0.009293,0.022504,0.018711,0.020927,0.009179,0.022028,0.019332,0.031313,0.029781,0.026945,0.015488,0.015854,0.030256,0.021390,0.014386,0.025733,0.007961,0.011421,0.003516,0.010711,0.025796,0.023561,0.006730,0.020031,0.017029,0.014497,0.026382,0.018081,0.006117,0.008027,0.027975,0.011233,0.011398,0.012693,0.010826,0.028750
13,0.031980,0.095605,0.034584,0.007836,0.016695,0.011046,0.025450,0.031980,0.003543,0.000000,0.019373,0.023992,0.006822,0.016578,0.014163,0.023156,0.019024,0.022337,0.023844,0.012013,0.026659,0.016605,0.031200,0.012282,0.009079,0.022835,0.018594,0.021525,0.009118,0.021136,0.019995,0.031668,0.029564,0.026121,0.015412,0.015422,0.030781,0.020798,0.013704,0.026030,0.008015,0.011080,0.003695,0.010130,0.026288,0.024610,0.006780,0.020060,0.017028,0.014961,0.025822,0.018899,0.005808,0.007927,0.028091,0.011318,0.010647,0.012619,0.010403,0.029440
28,0.032902,0.098735,0.035933,0.005311,0.017424,0.008468,0.029377,0.032902,0.000788,0.000000,0.027084,0.023938,0.006755,0.016092,0.011266,0.026254,0.017082,0.025176,0.025136,0.009060,0.029105,0.021011,0.029173,0.008749,0.008035,0.022859,0.016271,0.023160,0.008028,0.018712,0.024258,0.032547,0.028563,0.022504,0.014242,0.014213,0.031682,0.017715,0.009721,0.025148,0.011407,0.010102,0.006297,0.008953,0.027006,0.029428,0.008220,0.019674,0.016562,0.018587,0.023564,0.022485,0.004568,0.008524,0.025763,0.011007,0.006314,0.015405,0.008631,0.029693
39,0.031808,0.095122,0.034372,0.008301,0.017035,0.011191,0.024853,0.031445,0.004016,0.000000,0.018432,0.024179,0.006817,0.016499,0.015030,0.022408,0.019257,0.022339,0.022949,0.012802,0.026551,0.015551,0.031808,0.012683,0.009293,0.022504,0.018711,0.020927,0.009179,0.022028,0.019332,0.031313,0.029781,0.026945,0.015488,0.015854,0.030256,0.021390,0.014386,0.025733,0.007961,0.011421,0.003516,0.010711,0.025796,0.023561,0.006730,0.020031,0.017029,0.014497,0.026382,0.018081,0.006117,0.008027,0.027975,0.011233,0.011398,0.012693,0.010826,0.028750
36,0.031938,0.097092,0.034535,0.007919,0.020686,0.007568,0.024268,0.030880,0.001755,0.000000,0.017353,0.024960,0.007342,0.020288,0.015861,0.022447,0.020446,0.024147,0.018934,0.013836,0.029395,0.015495,0.031938,0.010732,0.011066,0.021641,0.020258,0.018002,0.009073,0.026503,0.017215,0.028169,0.024078,0.030826,0.013238,0.016753,0.024781,0.018190,0.013542,0.025059,0.015329,0.012271,0.006109,0.014516,0.018962,0.022292,0.012706,0.021420,0.012498,0.020560,0.029683,0.017713,0.004810,0.008501,0.026080,0.012470,0.007608,0.015074,0.009664,0.027093
13,0.031980,0.095605,0.034584,0.007836,0.016695,0.011046,0.025450,0.031980,0.003543,0.000000,0.019373,0.023992,0.006822,0.016578,0.014163,0.023156,0.019024,0.022337,0.023844,0.012013,0.026659,0.016605,0.031200,0.012282,0.009079,0.022835,0.018594,0.021525,0.009118,0.021136,0.019995,0.031668,0.029564,0.026121,0.015412,0.015422,0.030781,0.020798,0.013704,0.026030,0.008015,0.011080,0.003695,0.010130,0.026288,0.024610,0.006780,0.020060,0.017028,0.014961,0.025822,0.018899,0.005808,0.007927,0.028091,0.011318,0.010647,0.012619,0.010403,0.029440
38,0.030938,0.099363,0.035970,0.005880,0.020451,0.007191,0.028466,0.030148,0.001121,0.000000,0.025826,0.024825,0.006844,0.016227,0.013800,0.025139,0.016595,0.027081,0.020486,0.010641,0.030938,0.018560,0.030874,0.007993,0.008991,0.021126,0.015161,0.020751,0.007336,0.022588,0.022946,0.030916,0.025426,0.025863,0.012850,0.015809,0.029243,0.017323,0.010619,0.023215,0.016624,0.010706,0.007631,0.013343,0.023293,0.027564,0.010156,0.019758,0.015361,0.020405,0.026447,0.020888,0.004825,0.010477,0.022785,0.010544,0.006475,0.018364,0.008981,0.026120
26,0.031670,0.099613,0.035988,0.006107,0.021658,0.006681,0.028103,0.029049,0.001254,0.000000,0.025325,0.025179,0.006879,0.016281,0.014812,0.024693,0.016400,0.027841,0.018630,0.011271,0.031670,0.017582,0.031553,0.007691,0.009373,0.020434,0.014718,0.019790,0.007060,0.024135,0.022422,0.030265,0.024175,0.027204,0.012295,0.016446,0.028270,0.017166,0.010977,0.022444,0.018706,0.010947,0.008163,0.015094,0.021810,0.026820,0.010929,0.019792,0.014883,0.021130,0.027598,0.020251,0.004928,0.011257,0.021597,0.010360,0.006540,0.019545,0.009121,0.024695
14,0.031676,0.099616,0.035988,0.006109,0.021670,0.006677,0.028099,0.029039,0.001255,0.000000,0.025320,0.025182,0.006879,0.016282,0.014821,0.024689,0.016398,0.027848,0.018613,0.011277,0.031676,0.017573,0.031559,0.007688,0.009376,0.020428,0.014714,0.019781,0.007057,0.024150,0.022418,0.030259,0.024163,0.027217,0.012290,0.016452,0.028260,0.017165,0.010980,0.022437,0.018726,0.010949,0.008168,0.015111,0.021797,0.026813,0.010936,0.019792,0.014878,0.021137,0.027608,0.020245,0.004929,0.011264,0.021586,0.010358,0.006540,0.019556,0.009122,0.024682
38,0.030938,0.099363,0.035970,0.005880,0.020451,0.007191,0.028466,0.030148,0.001121,0.000000,0.025826,0.024825,0.006844,0.016227,0.013800,0.025139,0.016595,0.027081,0.020486,0.010641,0.030938,0.018560,0.030874,0.007993,0.008991,0.021126,0.015161,0.020751,0.007336,0.022588,0.022946,0.030916,0.025426,0.025863,0.012850,0.015809,0.029243,0.017323,0.010619,0.023215,0.016624,0.010706,0.007631,0.013343,0.023293,0.027564,0.010156,0.019758,0.015361,0.020405,0.026447,0.020888,0.004825,0.010477,0.022785,0.010544,0.006475,0.018364,0.008981,0.026120
24,0.031020,0.099391,0.035972,0.005905,0.020586,0.007134,0.028426,0.030025,0.001136,0.000000,0.025770,0.024864,0.006848,0.016233,0.013914,0.025089,0.016573,0.027166,0.020278,0.010711,0.031020,0.018450,0.030950,0.007959,0.009034,0.021048,0.015112,0.020644,0.007305,0.022762,0.022888,0.030843,0.025286,0.026014,0.012788,0.015880,0.029134,0.017305,0.010659,0.023129,0.016857,0.010733,0.007690,0.013539,0.023127,0.027481,0.010243,0.019762,0.015308,0.020486,0.026576,0.020817,0.004837,0.010565,0.022652,0.010524,0.006483,0.018496,0.008997,0.025961
1,0.031025,0.099392,0.035972,0.005907,0.020594,0.007131,0.028423,0.030018,0.001137,0.000000,0.025767,0.024867,0.006848,0.016234,0.013920,0.025086,0.016572,0.027171,0.020266,0.010715,0.031025,0.018444,0.030954,0.007957,0.009036,0.021044,0.015109,0.020638,0.007303,0.022771,0.022884,0.030839,0.025278,0.026022,0.012785,0.015884,0.029128,0.017304,0.010661,0.023124,0.016870,0.010734,0.007694,0.013550,0.023117,0.027476,0.010248,0.019762,0.015305,0.020491,0.026583,0.020813,0.004837,0.010570,0.022645,0.010523,0.006483,0.018504,0.008998,0.025952
2,0.030929,0.099316,0.035953,0.005902,0.020399,0.007240,0.028434,0.030177,0.001149,0.000000,0.025757,0.024813,0.006843,0.016230,0.013799,0.025117,0.016625,0.027021,0.020537,0.010654,0.030883,0.018543,0.030874,0.008045,0.008989,0.021150,0.015204,0.020767,0.007359,0.022561,0.022916,0.030929,0.025488,0.025856,0.012885,0.015800,0.029267,0.017367,0.010653,0.023252,0.016506,0.010709,0.007581,0.013291,0.023339,0.027533,0.010110,0.019761,0.015385,0.020334,0.026431,0.020868,0.004837,0.010441,0.022856,0.010554,0.006525,0.018289,0.008998,0.026168
38,0.030938,0.099363,0.035970,0.005880,0.020451,0.007191,0.028466,0.030148,0.001121,0.000000,0.025826,0.024825,0.006844,0.016227,0.013800,0.025139,0.016595,0.027081,0.020486,0.010641,0.030938,0.018560,0.030874,0.007993,0.008991,0.021126,0.015161,0.020751,0.007336,0.022588,0.022946,0.030916,0.025426,0.025863,0.012850,0.015809,0.029243,0.017323,0.010619,0.023215,0.016624,0.010706,0.007631,0.013343,0.023293,0.027564,0.010156,0.019758,0.015361,0.020405,0.026447,0.020888,0.004825,0.010477,0.022785,0.010544,0.006475,0.018364,0.008981,0.026120
20,0.030998,0.099331,0.035968,0.005851,0.020299,0.007255,0.028512,0.030286,0.001104,0.000000,0.025890,0.024780,0.006839,0.016221,0.013673,0.025194,0.016619,0.026985,0.020719,0.010561,0.030846,0.018683,0.030789,0.008031,0.008943,0.021213,0.015217,0.020872,0.007371,0.022394,0.023012,0.030998,0.025584,0.025695,0.012920,0.015729,0.029365,0.017343,0.010574,0.023312,0.016362,0.010675,0.007564,0.013123,0.023479,0.027657,0.010059,0.019754,0.015422,0.020314,0.026303,0.020968,0.004812,0.010379,0.022935,0.010568,0.006467,0.018216,0.008964,0.026300
5,0.030863,0.099277,0.035914,0.005826,0.020192,0.007168,0.028433,0.030309,0.001139,0.000000,0.025756,0.024760,0.006896,0.016451,0.013666,0.025084,0.016858,0.027047,0.020695,0.010590,0.030763,0.018859,0.030727,0.007982,0.009191,0.021290,0.015445,0.020970,0.007373,0.022314,0.022794,0.030863,0.025607,0.025760,0.012953,0.015653,0.029120,0.017248,0.010532,0.023352,0.016306,0.010619,0.007553,0.013116,0.023326,0.027430,0.010270,0.019925,0.015327,0.020396,0.026354,0.021060,0.004801,0.010301,0.023028,0.010593,0.006480,0.018182,0.008907,0.026361
8,0.030928,0.099385,0.035790,0.005686,0.020698,0.006426,0.028147,0.029701,0.001167,0.000000,0.025213,0.024568,0.007030,0.017132,0.014508,0.024236,0.017674,0.027966,0.019548,0.011035,0.030747,0.019219,0.030928,0.007277,0.010702,0.021007,0.015591,0.021236,0.007022,0.023015,0.021859,0.029760,0.024573,0.026968,0.012581,0.015875,0.027751,0.016836,0.010211,0.023116,0.017685,0.010409,0.007841,0.014454,0.021830,0.026061,0.011895,0.020792,0.015105,0.020989,0.027381,0.021148,0.004815,0.010556,0.022245,0.010335,0.006393,0.019002,0.008715,0.025343
38,0.030938,0.099363,0.035970,0.005880,0.020451,0.007191,0.028466,0.030148,0.001121,0.000000,0.025826,0.024825,0.006844,0.016227,0.013800,0.025139,0.016595,0.027081,0.020486,0.010641,0.030938,0.018560,0.030874,0.007993,0.008991,0.021126,0.015161,0.020751,0.007336,0.022588,0.022946,0.030916,0.025426,0.025863,0.012850,0.015809,0.029243,0.017323,0.010619,0.023215,0.016624,0.010706,0.007631,0.013343,0.023293,0.027564,0.010156,0.019758,0.015361,0.020405,0.026447,0.020888,0.004825,0.010477,0.022785,0.010544,0.006475,0.018364,0.008981,0.026120
3,0.030641,0.099729,0.035612,0.005451,0.020706,0.005134,0.027884,0.027954,0.001271,0.000000,0.025155,0.023222,0.007559,0.018722,0.015759,0.022089,0.017990,0.030641,0.018037,0.012136,0.030538,0.019858,0.030570,0.006322,0.013072,0.020837,0.015615,0.021383,0.006755,0.023685,0.020090,0.028772,0.024102,0.028476,0.012268,0.016044,0.024600,0.016280,0.009551,0.023096,0.019472,0.010054,0.008092,0.016035,0.019657,0.023883,0.014221,0.022589,0.014925,0.022102,0.029356,0.021829,0.004677,0.010632,0.021644,0.009643,0.006327,0.020262,0.008691,0.024283
2,0.030699,0.099299,0.035887,0.005730,0.020205,0.007009,0.028434,0.030275,0.001102,0.000000,0.025708,0.024611,0.006914,0.016603,0.013811,0.024878,0.017118,0.027242,0.020621,0.010627,0.030642,0.019130,0.030699,0.007772,0.009619,0.021276,0.015476,0.021241,0.007281,0.022322,0.022629,0.030606,0.025422,0.025950,0.012896,0.015652,0.028882,0.017158,0.010338,0.023397,0.016476,0.010507,0.007567,0.013313,0.023092,0.027131,0.010683,0.020195,0.015390,0.020446,0.026515,0.021186,0.004791,0.010284,0.022898,0.010508,0.006421,0.018295,0.008826,0.026200
