id,HV,Mean,DownSideRisk,ALMI11B,ARZZ3,AUTM3,BBFI11B,BEES3,BMIN4,BPNM4,BRCR11B,BRFS3,BRML3,BRTO4,BTTL4,CCPR3,CESP6,CLSC6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,CTIP3,DTCY3,ECOR3,EQTL3,EUCA4,EZTC3,FEXC11B,FFCI11,FFTL4,FHER3,FNAM11,FPAB11,HGRE11,HGTX3,HTMX11B,IMCH3,JHSF3,KNRI11,LIGT3,MPXE3,ODPV3,OHLB3,PMET6,PQDP11,PRSV11,RAIA3,RDCD3,RNEW11,SAPR4,SBSP3,SSBR3,STBP11,SULT4,TMAR5,TRXL11,UOLL4,USIM3
2,127.603379,0.069722,0.024376,0.055809,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.073273,0.000000,0.000000,0.070734,0.000000,0.057128,0.000000,0.052926,0.056496,0.039021,0.032634,0.000000,0.000000,0.070756,0.000000,0.085981,0.000000,0.079716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.039087,0.000000,0.000000,0.058659,0.049011,0.000000,0.000000,0.000000,0.000000,0.000000,0.055742,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.064824,0.058204,0.000000,0.000000
19,121.906812,0.101245,0.031047,0.046162,0.000000,0.018733,0.053282,0.000000,0.049861,0.036722,0.000000,0.000000,0.000000,0.053729,0.056347,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.049326,0.072739,0.000000,0.000000,0.050952,0.000000,0.058181,0.037178,0.037882,0.000000,0.000000,0.070081,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066501,0.062207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.051914,0.035591,0.044665,0.000000,0.047947,0.000000,0.000000,0.000000
16,115.008665,0.086502,0.028407,0.000000,0.000000,0.044696,0.000000,0.000000,0.000000,0.000000,0.069809,0.000000,0.076969,0.036317,0.000000,0.000000,0.000000,0.083138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.054790,0.000000,0.000000,0.000000,0.000000,0.029858,0.000000,0.000000,0.000000,0.032297,0.000000,0.000000,0.000000,0.082317,0.000000,0.000000,0.039505,0.000000,0.079661,0.000000,0.059740,0.063072,0.000000,0.048209,0.000000,0.000000,0.000000,0.052508,0.000000,0.026900,0.047799,0.072417
1,150.807116,0.091908,0.028727,0.021751,0.000000,0.000000,0.000000,0.000000,0.047266,0.000000,0.046148,0.000000,0.000000,0.000000,0.062218,0.000000,0.063009,0.062294,0.031163,0.030772,0.000000,0.019042,0.008682,0.008317,0.007282,0.000000,0.000000,0.015913,0.043442,0.058944,0.053199,0.035458,0.043266,0.000000,0.031397,0.000000,0.000000,0.000000,0.005846,0.000000,0.000000,0.027642,0.023108,0.000000,0.000000,0.031087,0.000000,0.041679,0.020400,0.000000,0.029570,0.019601,0.000000,0.000000,0.049977,0.000000,0.013885,0.012265,0.000000,0.035377
8,150.807116,0.091908,0.028727,0.021751,0.000000,0.000000,0.000000,0.000000,0.047266,0.000000,0.046148,0.000000,0.000000,0.000000,0.062218,0.000000,0.063009,0.062294,0.031163,0.030772,0.000000,0.019042,0.008682,0.008317,0.007282,0.000000,0.000000,0.015913,0.043442,0.058944,0.053199,0.035458,0.043266,0.000000,0.031397,0.000000,0.000000,0.000000,0.005846,0.000000,0.000000,0.027642,0.023108,0.000000,0.000000,0.031087,0.000000,0.041679,0.020400,0.000000,0.029570,0.019601,0.000000,0.000000,0.049977,0.000000,0.013885,0.012265,0.000000,0.035377
38,150.807116,0.091908,0.028727,0.021751,0.000000,0.000000,0.000000,0.000000,0.047266,0.000000,0.046148,0.000000,0.000000,0.000000,0.062218,0.000000,0.063009,0.062294,0.031163,0.030772,0.000000,0.019042,0.008682,0.008317,0.007282,0.000000,0.000000,0.015913,0.043442,0.058944,0.053199,0.035458,0.043266,0.000000,0.031397,0.000000,0.000000,0.000000,0.005846,0.000000,0.000000,0.027642,0.023108,0.000000,0.000000,0.031087,0.000000,0.041679,0.020400,0.000000,0.029570,0.019601,0.000000,0.000000,0.049977,0.000000,0.013885,0.012265,0.000000,0.035377
17,156.692290,0.072269,0.022922,0.022374,0.031922,0.000000,0.000000,0.031098,0.006825,0.000000,0.052830,0.000000,0.000000,0.000000,0.039016,0.059652,0.019667,0.062394,0.002625,0.015093,0.000000,0.018574,0.011497,0.007488,0.020316,0.000000,0.074635,0.018534,0.004657,0.038854,0.038124,0.041584,0.011404,0.045751,0.003629,0.034942,0.000000,0.000000,0.016622,0.000000,0.000000,0.052453,0.014842,0.020809,0.000000,0.029877,0.000000,0.010018,0.014796,0.020787,0.005692,0.010159,0.000000,0.000000,0.033379,0.000000,0.020687,0.019986,0.000000,0.016410
22,156.692290,0.072269,0.022922,0.022374,0.031922,0.000000,0.000000,0.031098,0.006825,0.000000,0.052830,0.000000,0.000000,0.000000,0.039016,0.059652,0.019667,0.062394,0.002625,0.015093,0.000000,0.018574,0.011497,0.007488,0.020316,0.000000,0.074635,0.018534,0.004657,0.038854,0.038124,0.041584,0.011404,0.045751,0.003629,0.034942,0.000000,0.000000,0.016622,0.000000,0.000000,0.052453,0.014842,0.020809,0.000000,0.029877,0.000000,0.010018,0.014796,0.020787,0.005692,0.010159,0.000000,0.000000,0.033379,0.000000,0.020687,0.019986,0.000000,0.016410
29,156.692290,0.072269,0.022922,0.022374,0.031922,0.000000,0.000000,0.031098,0.006825,0.000000,0.052830,0.000000,0.000000,0.000000,0.039016,0.059652,0.019667,0.062394,0.002625,0.015093,0.000000,0.018574,0.011497,0.007488,0.020316,0.000000,0.074635,0.018534,0.004657,0.038854,0.038124,0.041584,0.011404,0.045751,0.003629,0.034942,0.000000,0.000000,0.016622,0.000000,0.000000,0.052453,0.014842,0.020809,0.000000,0.029877,0.000000,0.010018,0.014796,0.020787,0.005692,0.010159,0.000000,0.000000,0.033379,0.000000,0.020687,0.019986,0.000000,0.016410
2,193.585220,0.083807,0.025427,0.025466,0.019780,0.000000,0.000000,0.017316,0.023006,0.000000,0.050855,0.000000,0.000000,0.000000,0.051515,0.020424,0.040902,0.055046,0.027554,0.022958,0.000000,0.019532,0.013141,0.008130,0.019913,0.000000,0.020181,0.020819,0.035370,0.052441,0.037437,0.046272,0.032021,0.039186,0.015175,0.019930,0.000000,0.000000,0.006331,0.000000,0.000000,0.041071,0.018564,0.005775,0.000000,0.012980,0.000000,0.032829,0.014319,0.003358,0.024866,0.013573,0.000000,0.000000,0.030331,0.000000,0.011296,0.021400,0.000000,0.028939
