id,Mean,Mean,DownSideRisk,ALMI11B,ARZZ3,AUTM3,BBFI11B,BEES3,BMIN4,BPNM4,BRCR11B,BRFS3,BRML3,BRTO4,BTTL4,CCPR3,CESP6,CLSC6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,CTIP3,DTCY3,ECOR3,EQTL3,EUCA4,EZTC3,FEXC11B,FFCI11,FFTL4,FHER3,FNAM11,FPAB11,HGRE11,HGTX3,HTMX11B,IMCH3,JHSF3,KNRI11,LIGT3,MPXE3,ODPV3,OHLB3,PMET6,PQDP11,PRSV11,RAIA3,RDCD3,RNEW11,SAPR4,SBSP3,SSBR3,STBP11,SULT4,TMAR5,TRXL11,UOLL4,USIM3
20,0.158153,0.158153,0.051951,0.000000,0.000000,0.000000,0.087247,0.000000,0.000000,0.104787,0.000000,0.000000,0.026775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080447,0.000000,0.071432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027227,0.000000,0.070955,0.000000,0.000000,0.051531,0.000000,0.000000,0.000000,0.000000,0.054956,0.049599,0.000000,0.000000,0.000000,0.000000,0.081474,0.000000,0.000000,0.000000,0.000000,0.069206,0.000000,0.030885,0.000000,0.038003,0.083541,0.000000,0.000000,0.000000,0.071934
16,0.138460,0.138460,0.047845,0.000000,0.000000,0.037053,0.050363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.060833,0.000000,0.000000,0.000000,0.072376,0.000000,0.000000,0.000000,0.000000,0.000000,0.027107,0.052703,0.000000,0.000000,0.000000,0.067829,0.000000,0.050339,0.036822,0.000000,0.064465,0.000000,0.058408,0.000000,0.000000,0.053191,0.000000,0.000000,0.057469,0.048620,0.000000,0.000000,0.000000,0.061443,0.082273,0.000000,0.000000,0.000000,0.000000,0.074692,0.044013,0.000000,0.000000
2,0.134673,0.134673,0.047474,0.000000,0.073331,0.000000,0.000000,0.000000,0.000000,0.078033,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067551,0.000000,0.069790,0.000000,0.000000,0.000000,0.000000,0.055016,0.080753,0.059874,0.000000,0.000000,0.047225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065172,0.056291,0.000000,0.051361,0.101589,0.000000,0.075640,0.055455,0.062920,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20,0.158153,0.158153,0.051951,0.000000,0.000000,0.000000,0.087247,0.000000,0.000000,0.104787,0.000000,0.000000,0.026775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080447,0.000000,0.071432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027227,0.000000,0.070955,0.000000,0.000000,0.051531,0.000000,0.000000,0.000000,0.000000,0.054956,0.049599,0.000000,0.000000,0.000000,0.000000,0.081474,0.000000,0.000000,0.000000,0.000000,0.069206,0.000000,0.030885,0.000000,0.038003,0.083541,0.000000,0.000000,0.000000,0.071934
11,0.158153,0.158153,0.051951,0.000000,0.000000,0.000000,0.087247,0.000000,0.000000,0.104787,0.000000,0.000000,0.026775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080447,0.000000,0.071432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027227,0.000000,0.070955,0.000000,0.000000,0.051531,0.000000,0.000000,0.000000,0.000000,0.054956,0.049599,0.000000,0.000000,0.000000,0.000000,0.081474,0.000000,0.000000,0.000000,0.000000,0.069206,0.000000,0.030885,0.000000,0.038003,0.083541,0.000000,0.000000,0.000000,0.071934
29,0.158153,0.158153,0.051951,0.000000,0.000000,0.000000,0.087247,0.000000,0.000000,0.104787,0.000000,0.000000,0.026775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080447,0.000000,0.071432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027227,0.000000,0.070955,0.000000,0.000000,0.051531,0.000000,0.000000,0.000000,0.000000,0.054956,0.049599,0.000000,0.000000,0.000000,0.000000,0.081474,0.000000,0.000000,0.000000,0.000000,0.069206,0.000000,0.030885,0.000000,0.038003,0.083541,0.000000,0.000000,0.000000,0.071934
20,0.158156,0.158156,0.051954,0.000000,0.000098,0.000000,0.087247,0.000000,0.000000,0.104787,0.000000,0.000000,0.026775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080447,0.000000,0.071432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027227,0.000000,0.070955,0.000000,0.000000,0.051531,0.000000,0.000000,0.000000,0.000000,0.054956,0.049599,0.000000,0.000000,0.000000,0.000000,0.081474,0.000000,0.000000,0.000000,0.000000,0.069206,0.000000,0.030885,0.000049,0.038003,0.083394,0.000000,0.000000,0.000000,0.071934
25,0.158153,0.158153,0.051951,0.000000,0.000000,0.000000,0.087247,0.000000,0.000000,0.104787,0.000000,0.000000,0.026775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080447,0.000000,0.071432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027227,0.000000,0.070955,0.000000,0.000000,0.051531,0.000000,0.000000,0.000000,0.000000,0.054956,0.049599,0.000000,0.000000,0.000000,0.000000,0.081474,0.000000,0.000000,0.000000,0.000000,0.069206,0.000000,0.030885,0.000000,0.038003,0.083541,0.000000,0.000000,0.000000,0.071934
29,0.158153,0.158153,0.051951,0.000000,0.000000,0.000000,0.087247,0.000000,0.000000,0.104787,0.000000,0.000000,0.026775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080447,0.000000,0.071432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027227,0.000000,0.070955,0.000000,0.000000,0.051531,0.000000,0.000000,0.000000,0.000000,0.054956,0.049599,0.000000,0.000000,0.000000,0.000000,0.081474,0.000000,0.000000,0.000000,0.000000,0.069206,0.000000,0.030885,0.000000,0.038003,0.083541,0.000000,0.000000,0.000000,0.071934
25,0.158248,0.158248,0.051992,0.000000,0.000000,0.000000,0.087247,0.000000,0.000000,0.104787,0.000000,0.000000,0.026775,0.000000,0.000000,0.000012,0.000000,0.000000,0.000000,0.080447,0.000000,0.071432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027227,0.000000,0.070955,0.000000,0.000000,0.051531,0.000000,0.000000,0.000000,0.000000,0.054956,0.049599,0.000000,0.000000,0.000000,0.000000,0.081474,0.000000,0.000000,0.000000,0.000000,0.069781,0.000000,0.030885,0.000000,0.037416,0.083541,0.000000,0.000000,0.000000,0.071934
