id,SortinoRatio,Mean,DownSideRisk,ALMI11B,ARZZ3,AUTM3,BBFI11B,BEES3,BMIN4,BPNM4,BRCR11B,BRFS3,BRML3,BRTO4,BTTL4,CCPR3,CESP6,CLSC6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,CTIP3,DTCY3,ECOR3,EQTL3,EUCA4,EZTC3,FEXC11B,FFCI11,FFTL4,FHER3,FNAM11,FPAB11,HGRE11,HGTX3,HTMX11B,IMCH3,JHSF3,KNRI11,LIGT3,MPXE3,ODPV3,OHLB3,PMET6,PQDP11,PRSV11,RAIA3,RDCD3,RNEW11,SAPR4,SBSP3,SSBR3,STBP11,SULT4,TMAR5,TRXL11,UOLL4,USIM3
39,3.428735,0.089278,0.026038,0.000727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000000,0.025661,0.037714,0.000000,0.000000,0.000000,0.071747,0.000000,0.060501,0.040235,0.000000,0.000000,0.002454,0.000000,0.052515,0.000000,0.073803,0.062739,0.000000,0.000000,0.047415,0.000000,0.078562,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000000,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053810,0.053310,0.000000,0.030307
37,3.427810,0.089458,0.026098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000000,0.025661,0.037714,0.000000,0.000000,0.000000,0.071735,0.000000,0.060501,0.040235,0.000000,0.000000,0.000011,0.000000,0.052515,0.000000,0.073803,0.062739,0.000000,0.000000,0.047415,0.000000,0.081743,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000000,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053810,0.053310,0.000000,0.030307
16,3.438199,0.089947,0.026161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000000,0.025661,0.029455,0.000000,0.000000,0.000000,0.069304,0.000000,0.060501,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.076245,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000000,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053810,0.053310,0.000000,0.030307
33,3.438172,0.089947,0.026161,0.000000,0.000011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000000,0.025661,0.029455,0.000000,0.000000,0.000000,0.069304,0.000000,0.060489,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.076245,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000000,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053810,0.053310,0.000000,0.030307
4,3.429757,0.089955,0.026228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000000,0.025661,0.037714,0.000000,0.000000,0.000000,0.071747,0.000000,0.060501,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.073803,0.062739,0.000000,0.000000,0.047415,0.000000,0.081743,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052197,0.000000,0.107177,0.000000,0.000000,0.050686,0.001420,0.000000,0.000000,0.000000,0.000000,0.053810,0.051890,0.000000,0.030262
37,3.439822,0.089964,0.026154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000000,0.025661,0.028535,0.000000,0.000000,0.000000,0.069304,0.000000,0.060501,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.076245,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000920,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053810,0.053310,0.000000,0.030307
16,3.438325,0.089944,0.026159,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000102,0.025661,0.029455,0.000000,0.000000,0.000000,0.069202,0.000000,0.060501,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.076234,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000000,0.107177,0.000000,0.000000,0.050686,0.000000,0.000011,0.000000,0.000000,0.000000,0.053810,0.053310,0.000000,0.030307
33,3.438172,0.089947,0.026161,0.000000,0.000011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000000,0.025661,0.029455,0.000000,0.000000,0.000000,0.069304,0.000000,0.060489,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.076245,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000000,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053810,0.053310,0.000000,0.030307
37,3.439822,0.089964,0.026154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000000,0.025661,0.028535,0.000000,0.000000,0.000000,0.069304,0.000000,0.060501,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.076245,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000920,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053810,0.053310,0.000000,0.030307
10,3.439822,0.089964,0.026154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000000,0.025661,0.028535,0.000000,0.000000,0.000000,0.069304,0.000000,0.060501,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.076245,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000920,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053810,0.053310,0.000000,0.030307
15,3.438325,0.089944,0.026159,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000102,0.025661,0.029455,0.000000,0.000000,0.000000,0.069202,0.000000,0.060501,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.076234,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000000,0.107177,0.000000,0.000000,0.050686,0.000000,0.000011,0.000000,0.000000,0.000000,0.053810,0.053310,0.000000,0.030307
17,3.443844,0.092054,0.026730,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000000,0.025661,0.028535,0.000000,0.000000,0.000000,0.069304,0.000000,0.060501,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.076245,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.005816,0.000000,0.000000,0.052151,0.000920,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053810,0.047494,0.000000,0.030307
11,3.443690,0.090438,0.026262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001420,0.000000,0.074257,0.000000,0.000000,0.025661,0.029455,0.000000,0.000000,0.000000,0.069304,0.000000,0.060501,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.076245,0.062739,0.000000,0.000000,0.047415,0.000000,0.088581,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000011,0.052151,0.000000,0.107166,0.000000,0.000011,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053799,0.053310,0.000000,0.030307
29,3.440619,0.089897,0.026128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074530,0.000000,0.000102,0.025661,0.029455,0.000000,0.000000,0.000000,0.069202,0.000000,0.060501,0.036646,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.076234,0.062466,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000000,0.107177,0.000000,0.000000,0.050686,0.000000,0.000011,0.000000,0.000000,0.000000,0.057400,0.053310,0.000000,0.030307
1,3.458976,0.091480,0.026447,0.000000,0.000011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000000,0.025661,0.029455,0.000000,0.000000,0.000000,0.061023,0.000000,0.060489,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.076245,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000000,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053810,0.053310,0.008281,0.030307
12,3.443844,0.092054,0.026730,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000000,0.025661,0.028535,0.000000,0.000000,0.000000,0.069304,0.000000,0.060501,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.076245,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.005816,0.000000,0.000000,0.052151,0.000920,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053810,0.047494,0.000000,0.030307
0,3.443844,0.092054,0.026730,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000000,0.025661,0.028535,0.000000,0.000000,0.000000,0.069304,0.000000,0.060501,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.076245,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.005816,0.000000,0.000000,0.052151,0.000920,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053810,0.047494,0.000000,0.030307
13,3.458999,0.091324,0.026402,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062886,0.000000,0.000000,0.025661,0.028535,0.000000,0.000000,0.000000,0.069304,0.000000,0.060501,0.040235,0.000000,0.000000,0.011371,0.000000,0.052515,0.000000,0.076245,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.005816,0.000000,0.000000,0.052151,0.000920,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053810,0.047494,0.000000,0.030307
23,3.458982,0.091481,0.026447,0.000000,0.000011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000000,0.025661,0.029455,0.000000,0.000000,0.000000,0.061023,0.000000,0.060489,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.076245,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000011,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000000,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053799,0.053310,0.008281,0.030307
36,3.458976,0.091480,0.026447,0.000000,0.000011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000000,0.025661,0.029455,0.000000,0.000000,0.000000,0.061023,0.000000,0.060489,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.076245,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000000,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053810,0.053310,0.008281,0.030307
35,3.459394,0.091368,0.026412,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062886,0.000000,0.000000,0.025661,0.028535,0.000000,0.000000,0.000000,0.069304,0.000000,0.060501,0.040235,0.000000,0.000000,0.011371,0.000000,0.052515,0.000000,0.076245,0.062739,0.000000,0.000000,0.047415,0.000000,0.090717,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.005816,0.000000,0.000000,0.052151,0.000920,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053094,0.047494,0.000000,0.030307
15,3.458999,0.091324,0.026402,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062886,0.000000,0.000000,0.025661,0.028535,0.000000,0.000000,0.000000,0.069304,0.000000,0.060501,0.040235,0.000000,0.000000,0.011371,0.000000,0.052515,0.000000,0.076245,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.005816,0.000000,0.000000,0.052151,0.000920,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053810,0.047494,0.000000,0.030307
39,3.458982,0.091481,0.026447,0.000000,0.000011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000000,0.025661,0.029455,0.000000,0.000000,0.000000,0.061023,0.000000,0.060489,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.076245,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000011,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000000,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053799,0.053310,0.008281,0.030307
3,3.460117,0.091480,0.026438,0.000000,0.000011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000000,0.025661,0.029455,0.000000,0.000000,0.000000,0.061023,0.000000,0.060489,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.075870,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000011,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000000,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053799,0.053310,0.008281,0.030682
26,3.459425,0.091475,0.026442,0.000920,0.000011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000000,0.025661,0.029455,0.000000,0.000000,0.000000,0.061023,0.000000,0.060489,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.076245,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000011,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000000,0.107177,0.000000,0.000000,0.050686,0.000000,0.000011,0.000000,0.000000,0.000000,0.052878,0.053310,0.008281,0.030296
35,3.459382,0.091366,0.026411,0.000034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062886,0.000000,0.000000,0.025661,0.028535,0.000000,0.000000,0.000000,0.069304,0.000000,0.060501,0.040235,0.000000,0.000000,0.011371,0.000000,0.052515,0.000000,0.076211,0.062739,0.000000,0.000000,0.047415,0.000000,0.090717,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.005816,0.000000,0.000000,0.052151,0.000920,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053094,0.047494,0.000000,0.030307
11,3.460561,0.091459,0.026429,0.000000,0.000011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000000,0.025661,0.029387,0.000068,0.000000,0.000000,0.060296,0.000000,0.060489,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.076245,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000011,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000727,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053799,0.053310,0.008281,0.030307
1,3.460516,0.091622,0.026476,0.000000,0.000011,0.000000,0.000000,0.000000,0.000000,0.000409,0.000000,0.074257,0.000000,0.000000,0.025661,0.029455,0.000000,0.000000,0.000000,0.061023,0.000000,0.060489,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.076245,0.062739,0.000000,0.000000,0.047415,0.000000,0.089592,0.000000,0.000011,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000000,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053799,0.053310,0.008281,0.030307
3,3.460076,0.091481,0.026439,0.000000,0.000011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000000,0.025661,0.029455,0.000000,0.000000,0.000000,0.061012,0.000000,0.060489,0.040235,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.075870,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000011,0.000011,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000000,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053799,0.053310,0.008281,0.030682
34,3.478205,0.091687,0.026360,0.000000,0.000011,0.000000,0.000000,0.000000,0.011360,0.000000,0.000000,0.074257,0.000000,0.000000,0.025616,0.029432,0.003896,0.000000,0.000000,0.061023,0.000000,0.060489,0.040224,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.072349,0.062739,0.000000,0.000000,0.047415,0.000000,0.089717,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000000,0.107177,0.000000,0.000000,0.050686,0.000011,0.000000,0.000000,0.000000,0.000352,0.042450,0.053310,0.008281,0.030307
37,3.468839,0.090788,0.026172,0.000000,0.000011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074257,0.000000,0.000000,0.025661,0.029273,0.000000,0.000000,0.000000,0.061023,0.000000,0.060489,0.040235,0.000000,0.000000,0.000000,0.000000,0.060387,0.000000,0.076245,0.054866,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000193,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000000,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053799,0.053310,0.008281,0.030307
17,3.460647,0.091340,0.026394,0.000727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062704,0.000000,0.000000,0.025661,0.028535,0.000000,0.000000,0.000000,0.069304,0.000000,0.060501,0.039508,0.000000,0.000000,0.011371,0.000000,0.052515,0.000000,0.076245,0.062739,0.000000,0.000000,0.047415,0.000000,0.090001,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.005816,0.000000,0.000000,0.052151,0.000920,0.107177,0.000000,0.000000,0.050686,0.000000,0.000000,0.000000,0.000000,0.000000,0.053810,0.047494,0.000182,0.030307
34,3.478205,0.091687,0.026360,0.000000,0.000011,0.000000,0.000000,0.000000,0.011360,0.000000,0.000000,0.074257,0.000000,0.000000,0.025616,0.029432,0.003896,0.000000,0.000000,0.061023,0.000000,0.060489,0.040224,0.000000,0.000000,0.000000,0.000000,0.052515,0.000000,0.072349,0.062739,0.000000,0.000000,0.047415,0.000000,0.089717,0.000000,0.000000,0.000000,0.000000,0.024230,0.000000,0.000000,0.000000,0.000000,0.052151,0.000000,0.107177,0.000000,0.000000,0.050686,0.000011,0.000000,0.000000,0.000000,0.000352,0.042450,0.053310,0.008281,0.030307
