id,Skewness,Mean,DownSideRisk,ALMI11B,ARZZ3,AUTM3,BBFI11B,BEES3,BMIN4,BPNM4,BRCR11B,BRFS3,BRML3,BRTO4,BTTL4,CCPR3,CESP6,CLSC6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,CTIP3,DTCY3,ECOR3,EQTL3,EUCA4,EZTC3,FEXC11B,FFCI11,FFTL4,FHER3,FNAM11,FPAB11,HGRE11,HGTX3,HTMX11B,IMCH3,JHSF3,KNRI11,LIGT3,MPXE3,ODPV3,OHLB3,PMET6,PQDP11,PRSV11,RAIA3,RDCD3,RNEW11,SAPR4,SBSP3,SSBR3,STBP11,SULT4,TMAR5,TRXL11,UOLL4,USIM3
19,0.000019,0.117656,0.045956,0.079316,0.000000,0.000000,0.000000,0.000000,0.000000,0.094845,0.063686,0.041757,0.070742,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.071185,0.000000,0.000000,0.000000,0.000000,0.033234,0.000000,0.000000,0.000000,0.056275,0.000000,0.000000,0.056085,0.071589,0.000000,0.066215,0.000000,0.046740,0.000000,0.000000,0.038760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.036610,0.059854,0.000000,0.000000,0.000000,0.000000,0.000000,0.048928,0.000000,0.000000,0.000000,0.064179,0.000000
36,0.000012,0.066812,0.021679,0.000000,0.038065,0.000000,0.000000,0.000000,0.037968,0.000000,0.049815,0.000000,0.000000,0.000000,0.088939,0.000000,0.000000,0.076525,0.000000,0.000000,0.065856,0.000000,0.000000,0.000000,0.049290,0.034437,0.000000,0.000000,0.035240,0.000000,0.000000,0.000000,0.000000,0.071507,0.054684,0.000000,0.057916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.048306,0.052822,0.000000,0.059104,0.062239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.073304,0.024677,0.000000,0.019305
2,0.000008,0.105087,0.039831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.091591,0.000000,0.000000,0.051263,0.045247,0.035815,0.000000,0.000000,0.000000,0.039011,0.000000,0.000000,0.046688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034134,0.072727,0.000000,0.065876,0.000000,0.000000,0.025308,0.055932,0.000000,0.000000,0.054428,0.000000,0.075756,0.060643,0.000000,0.000000,0.000000,0.059995,0.027334,0.088980,0.000000,0.069270
19,0.000019,0.117656,0.045956,0.079316,0.000000,0.000000,0.000000,0.000000,0.000000,0.094845,0.063686,0.041757,0.070742,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.071185,0.000000,0.000000,0.000000,0.000000,0.033234,0.000000,0.000000,0.000000,0.056275,0.000000,0.000000,0.056085,0.071589,0.000000,0.066215,0.000000,0.046740,0.000000,0.000000,0.038760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.036610,0.059854,0.000000,0.000000,0.000000,0.000000,0.000000,0.048928,0.000000,0.000000,0.000000,0.064179,0.000000
36,0.000012,0.066812,0.021679,0.000000,0.038065,0.000000,0.000000,0.000000,0.037968,0.000000,0.049815,0.000000,0.000000,0.000000,0.088939,0.000000,0.000000,0.076525,0.000000,0.000000,0.065856,0.000000,0.000000,0.000000,0.049290,0.034437,0.000000,0.000000,0.035240,0.000000,0.000000,0.000000,0.000000,0.071507,0.054684,0.000000,0.057916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.048306,0.052822,0.000000,0.059104,0.062239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.073304,0.024677,0.000000,0.019305
2,0.000008,0.105093,0.039808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.091591,0.000000,0.000000,0.051263,0.045247,0.035815,0.000000,0.000000,0.000000,0.039011,0.000000,0.000000,0.046688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034134,0.072727,0.000000,0.065876,0.000000,0.000000,0.021725,0.055932,0.000000,0.000000,0.054428,0.000000,0.075756,0.060643,0.003583,0.000000,0.000000,0.059995,0.027334,0.088980,0.000000,0.069270
19,0.000019,0.117657,0.045956,0.079316,0.000000,0.000000,0.000000,0.000000,0.000000,0.094845,0.063686,0.041757,0.070729,0.000000,0.000013,0.000000,0.000000,0.000000,0.000000,0.071185,0.000000,0.000000,0.000000,0.000000,0.033234,0.000000,0.000000,0.000000,0.056275,0.000000,0.000000,0.056085,0.071589,0.000000,0.066215,0.000000,0.046740,0.000000,0.000000,0.038760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.036610,0.059854,0.000000,0.000000,0.000000,0.000000,0.000000,0.048928,0.000000,0.000000,0.000000,0.064179,0.000000
36,0.000012,0.066812,0.021679,0.000000,0.038065,0.000000,0.000000,0.000000,0.037968,0.000000,0.049815,0.000000,0.000000,0.000000,0.088939,0.000000,0.000000,0.076525,0.000000,0.000000,0.065856,0.000000,0.000000,0.000000,0.049290,0.034437,0.000000,0.000000,0.035240,0.000000,0.000000,0.000000,0.000000,0.071507,0.054684,0.000000,0.057916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.048306,0.052822,0.000000,0.059104,0.062239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.073304,0.024677,0.000000,0.019305
1,0.000009,0.068078,0.022091,0.000000,0.036662,0.002326,0.002106,0.000000,0.039127,0.001339,0.050456,0.000000,0.001054,0.000000,0.085662,0.001240,0.000000,0.073705,0.000000,0.002422,0.063429,0.001337,0.000000,0.000000,0.047474,0.033168,0.000000,0.002669,0.035556,0.000000,0.000000,0.000000,0.000000,0.070342,0.052669,0.000000,0.058238,0.001468,0.000000,0.002366,0.000000,0.000000,0.000000,0.046526,0.050875,0.000000,0.058768,0.059946,0.000012,0.000000,0.000000,0.000000,0.000000,0.000799,0.000000,0.002195,0.073702,0.023768,0.000000,0.018594
19,0.000019,0.117657,0.045956,0.079316,0.000000,0.000000,0.000000,0.000000,0.000000,0.094845,0.063686,0.041757,0.070729,0.000000,0.000013,0.000000,0.000000,0.000000,0.000000,0.071185,0.000000,0.000000,0.000000,0.000000,0.033234,0.000000,0.000000,0.000000,0.056275,0.000000,0.000000,0.056085,0.071589,0.000000,0.066215,0.000000,0.046740,0.000000,0.000000,0.038760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.036610,0.059854,0.000000,0.000000,0.000000,0.000000,0.000000,0.048928,0.000000,0.000000,0.000000,0.064179,0.000000
