id,Skewness,Mean,DownSideRisk,ALMI11B,ARZZ3,AUTM3,BBFI11B,BEES3,BMIN4,BPNM4,BRCR11B,BRFS3,BRML3,BRTO4,BTTL4,CCPR3,CESP6,CLSC6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,CTIP3,DTCY3,ECOR3,EQTL3,EUCA4,EZTC3,FEXC11B,FFCI11,FFTL4,FHER3,FNAM11,FPAB11,HGRE11,HGTX3,HTMX11B,IMCH3,JHSF3,KNRI11,LIGT3,MPXE3,ODPV3,OHLB3,PMET6,PQDP11,PRSV11,RAIA3,RDCD3,RNEW11,SAPR4,SBSP3,SSBR3,STBP11,SULT4,TMAR5,TRXL11,UOLL4,USIM3
6,0.000047,0.110679,0.041838,0.000000,0.000000,0.000000,0.052889,0.098790,0.048849,0.063892,0.000000,0.064759,0.000000,0.000000,0.000000,0.052794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.059448,0.000000,0.000000,0.000000,0.000000,0.000000,0.051391,0.000000,0.000000,0.080622,0.039616,0.058295,0.000000,0.062834,0.040578,0.000000,0.000000,0.000000,0.052104,0.000000,0.000000,0.000000,0.000000,0.000000,0.077141,0.000000,0.046840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.049158,0.000000
35,0.000045,0.076046,0.034579,0.000000,0.000000,0.061369,0.000000,0.000000,0.000000,0.000000,0.000000,0.067324,0.077055,0.000000,0.000000,0.000000,0.038180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.048476,0.000000,0.000000,0.000000,0.000000,0.067259,0.000000,0.000000,0.000000,0.080605,0.000000,0.000000,0.000000,0.000000,0.063564,0.092433,0.000000,0.000000,0.000000,0.000000,0.107618,0.000000,0.061176,0.000000,0.075602,0.000000,0.000000,0.000000,0.000000,0.000000,0.073585,0.085753,0.000000,0.000000,0.000000,0.000000
30,0.000018,0.086045,0.031165,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.059597,0.000000,0.070216,0.000000,0.098868,0.108469,0.000000,0.031690,0.000000,0.000000,0.000000,0.000000,0.063092,0.000000,0.000000,0.054615,0.000000,0.067072,0.092898,0.086289,0.000000,0.000000,0.000000,0.078572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.110687,0.000000,0.000000,0.025674,0.000000,0.000000,0.000000,0.000000,0.000000,0.052260,0.000000,0.000000
6,0.000047,0.110679,0.041838,0.000000,0.000000,0.000000,0.052889,0.098790,0.048849,0.063892,0.000000,0.064759,0.000000,0.000000,0.000000,0.052794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.059448,0.000000,0.000000,0.000000,0.000000,0.000000,0.051391,0.000000,0.000000,0.080622,0.039616,0.058295,0.000000,0.062834,0.040578,0.000000,0.000000,0.000000,0.052104,0.000000,0.000000,0.000000,0.000000,0.000000,0.077141,0.000000,0.046840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.049158,0.000000
35,0.000045,0.076046,0.034579,0.000000,0.000000,0.061369,0.000000,0.000000,0.000000,0.000000,0.000000,0.067324,0.077055,0.000000,0.000000,0.000000,0.038180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.048476,0.000000,0.000000,0.000000,0.000000,0.067259,0.000000,0.000000,0.000000,0.080605,0.000000,0.000000,0.000000,0.000000,0.063564,0.092433,0.000000,0.000000,0.000000,0.000000,0.107618,0.000000,0.061176,0.000000,0.075602,0.000000,0.000000,0.000000,0.000000,0.000000,0.073585,0.085753,0.000000,0.000000,0.000000,0.000000
10,0.000025,0.078751,0.034549,0.000000,0.000000,0.049899,0.000000,0.005445,0.000000,0.000000,0.000000,0.054740,0.062652,0.014809,0.000000,0.000000,0.031044,0.013688,0.000000,0.011639,0.006040,0.015141,0.000000,0.000000,0.039415,0.000000,0.005480,0.000000,0.000000,0.054688,0.000000,0.000000,0.000000,0.065539,0.000000,0.009453,0.016791,0.005358,0.051683,0.075157,0.000000,0.000000,0.000000,0.000000,0.106761,0.017138,0.049741,0.000000,0.077680,0.000000,0.000000,0.000000,0.000000,0.012308,0.059831,0.069725,0.010035,0.000000,0.008119,0.000000
6,0.000047,0.110679,0.041838,0.000000,0.000000,0.000000,0.052889,0.098790,0.048849,0.063892,0.000000,0.064759,0.000000,0.000000,0.000000,0.052794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.059448,0.000000,0.000000,0.000000,0.000000,0.000000,0.051391,0.000000,0.000000,0.080622,0.039616,0.058295,0.000000,0.062834,0.040578,0.000000,0.000000,0.000000,0.052104,0.000000,0.000000,0.000000,0.000000,0.000000,0.077141,0.000000,0.046840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.049158,0.000000
35,0.000045,0.076046,0.034579,0.000000,0.000000,0.061369,0.000000,0.000000,0.000000,0.000000,0.000000,0.067324,0.077055,0.000000,0.000000,0.000000,0.038180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.048476,0.000000,0.000000,0.000000,0.000000,0.067259,0.000000,0.000000,0.000000,0.080605,0.000000,0.000000,0.000000,0.000000,0.063564,0.092433,0.000000,0.000000,0.000000,0.000000,0.107618,0.000000,0.061176,0.000000,0.075602,0.000000,0.000000,0.000000,0.000000,0.000000,0.073585,0.085753,0.000000,0.000000,0.000000,0.000000
10,0.000025,0.078751,0.034549,0.000000,0.000000,0.049899,0.000000,0.005445,0.000000,0.000000,0.000000,0.054740,0.062652,0.014809,0.000000,0.000000,0.031044,0.013688,0.000000,0.011639,0.006040,0.015141,0.000000,0.000000,0.039415,0.000000,0.005480,0.000000,0.000000,0.054688,0.000000,0.000000,0.000000,0.065539,0.000000,0.009453,0.016791,0.005358,0.051683,0.075157,0.000000,0.000000,0.000000,0.000000,0.106761,0.017138,0.049741,0.000000,0.077680,0.000000,0.000000,0.000000,0.000000,0.012308,0.059831,0.069725,0.010035,0.000000,0.008119,0.000000
6,0.000047,0.110679,0.041838,0.000000,0.000000,0.000000,0.052889,0.098790,0.048849,0.063892,0.000000,0.064759,0.000000,0.000000,0.000000,0.052794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.059448,0.000000,0.000000,0.000000,0.000000,0.000000,0.051391,0.000000,0.000000,0.080622,0.039616,0.058295,0.000000,0.062834,0.040578,0.000000,0.000000,0.000000,0.052104,0.000000,0.000000,0.000000,0.000000,0.000000,0.077141,0.000000,0.046840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.049158,0.000000
