id,Skewness,Mean,DownSideRisk,ALMI11B,ARZZ3,AUTM3,BBFI11B,BEES3,BMIN4,BPNM4,BRCR11B,BRFS3,BRML3,BRTO4,BTTL4,CCPR3,CESP6,CLSC6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,CTIP3,DTCY3,ECOR3,EQTL3,EUCA4,EZTC3,FEXC11B,FFCI11,FFTL4,FHER3,FNAM11,FPAB11,HGRE11,HGTX3,HTMX11B,IMCH3,JHSF3,KNRI11,LIGT3,MPXE3,ODPV3,OHLB3,PMET6,PQDP11,PRSV11,RAIA3,RDCD3,RNEW11,SAPR4,SBSP3,SSBR3,STBP11,SULT4,TMAR5,TRXL11,UOLL4,USIM3
36,0.000033,0.061439,0.028824,0.078184,0.000000,0.000000,0.056732,0.000000,0.000000,0.000000,0.046532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.075638,0.000000,0.000000,0.036820,0.000000,0.062114,0.075607,0.000000,0.000000,0.000000,0.000000,0.109683,0.077589,0.000000,0.000000,0.080593,0.000000,0.000000,0.050877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.070789,0.000000,0.000000,0.000000,0.000000,0.000000,0.061702,0.000000,0.000000,0.000000,0.069326,0.047813,0.000000,0.000000
39,0.000011,0.082430,0.031499,0.037723,0.000000,0.000000,0.044965,0.063173,0.000000,0.000000,0.000000,0.000000,0.060413,0.000000,0.000000,0.000000,0.000000,0.055455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.095193,0.000000,0.000000,0.070220,0.000000,0.059790,0.000000,0.000000,0.049508,0.000000,0.000000,0.036001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.061317,0.000000,0.000000,0.077217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.073639,0.058264,0.000000,0.097453,0.000000,0.000000,0.000000,0.059668
5,-0.000003,0.086168,0.030504,0.053291,0.070420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.045387,0.039205,0.000000,0.000000,0.000000,0.000000,0.000000,0.081085,0.000000,0.000000,0.065997,0.000000,0.000000,0.000000,0.044104,0.000000,0.021319,0.000000,0.000000,0.046511,0.000000,0.000000,0.039620,0.000000,0.114377,0.000000,0.000000,0.063835,0.000000,0.000000,0.000000,0.043175,0.048466,0.038802,0.000000,0.000000,0.000000,0.044043,0.020244,0.000000,0.065484,0.000000,0.000000,0.054635,0.000000,0.000000
5,0.000033,0.061439,0.028824,0.078184,0.000000,0.000000,0.056732,0.000000,0.000000,0.000000,0.046532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.075638,0.000000,0.000000,0.036820,0.000000,0.062114,0.075607,0.000000,0.000000,0.000000,0.000000,0.109683,0.077589,0.000000,0.000000,0.080593,0.000000,0.000000,0.050877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.070789,0.000000,0.000000,0.000000,0.000000,0.000000,0.061702,0.000000,0.000000,0.000000,0.069326,0.047813,0.000000,0.000000
7,0.000033,0.061439,0.028824,0.078184,0.000000,0.000000,0.056732,0.000000,0.000000,0.000000,0.046532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.075638,0.000000,0.000000,0.036820,0.000000,0.062114,0.075607,0.000000,0.000000,0.000000,0.000000,0.109683,0.077589,0.000000,0.000000,0.080593,0.000000,0.000000,0.050877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.070789,0.000000,0.000000,0.000000,0.000000,0.000000,0.061702,0.000000,0.000000,0.000000,0.069326,0.047813,0.000000,0.000000
36,0.000033,0.061439,0.028824,0.078184,0.000000,0.000000,0.056732,0.000000,0.000000,0.000000,0.046532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.075638,0.000000,0.000000,0.036820,0.000000,0.062114,0.075607,0.000000,0.000000,0.000000,0.000000,0.109683,0.077589,0.000000,0.000000,0.080593,0.000000,0.000000,0.050877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.070789,0.000000,0.000000,0.000000,0.000000,0.000000,0.061702,0.000000,0.000000,0.000000,0.069326,0.047813,0.000000,0.000000
5,0.000033,0.061439,0.028824,0.078184,0.000000,0.000000,0.056732,0.000000,0.000000,0.000000,0.046532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.075638,0.000000,0.000000,0.036820,0.000000,0.062114,0.075607,0.000000,0.000000,0.000000,0.000000,0.109683,0.077589,0.000000,0.000000,0.080593,0.000000,0.000000,0.050877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.070789,0.000000,0.000000,0.000000,0.000000,0.000000,0.061702,0.000000,0.000000,0.000000,0.069326,0.047813,0.000000,0.000000
7,0.000033,0.061439,0.028824,0.078184,0.000000,0.000000,0.056732,0.000000,0.000000,0.000000,0.046532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.075638,0.000000,0.000000,0.036820,0.000000,0.062114,0.075607,0.000000,0.000000,0.000000,0.000000,0.109683,0.077589,0.000000,0.000000,0.080593,0.000000,0.000000,0.050877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.070789,0.000000,0.000000,0.000000,0.000000,0.000000,0.061702,0.000000,0.000000,0.000000,0.069326,0.047813,0.000000,0.000000
36,0.000033,0.061439,0.028824,0.078184,0.000000,0.000000,0.056732,0.000000,0.000000,0.000000,0.046532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.075638,0.000000,0.000000,0.036820,0.000000,0.062114,0.075607,0.000000,0.000000,0.000000,0.000000,0.109683,0.077589,0.000000,0.000000,0.080593,0.000000,0.000000,0.050877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.070789,0.000000,0.000000,0.000000,0.000000,0.000000,0.061702,0.000000,0.000000,0.000000,0.069326,0.047813,0.000000,0.000000
22,0.000034,0.061605,0.028765,0.077800,0.000000,0.000000,0.056954,0.000000,0.000000,0.000000,0.051718,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.075126,0.000000,0.000000,0.033239,0.000000,0.059836,0.073880,0.000000,0.000000,0.000000,0.000000,0.105343,0.078654,0.000000,0.000000,0.084457,0.000000,0.000000,0.047343,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.071510,0.000000,0.000000,0.000000,0.000000,0.000000,0.063538,0.000000,0.000000,0.000000,0.071932,0.048671,0.000000,0.000000
