id,Delta,Mean,DownSideRisk,ALMI11B,ARZZ3,AUTM3,BBFI11B,BEES3,BMIN4,BPNM4,BRCR11B,BRFS3,BRML3,BRTO4,BTTL4,CCPR3,CESP6,CLSC6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,CTIP3,DTCY3,ECOR3,EQTL3,EUCA4,EZTC3,FEXC11B,FFCI11,FFTL4,FHER3,FNAM11,FPAB11,HGRE11,HGTX3,HTMX11B,IMCH3,JHSF3,KNRI11,LIGT3,MPXE3,ODPV3,OHLB3,PMET6,PQDP11,PRSV11,RAIA3,RDCD3,RNEW11,SAPR4,SBSP3,SSBR3,STBP11,SULT4,TMAR5,TRXL11,UOLL4,USIM3
22,0.039620,0.093368,0.031792,0.003608,0.018941,0.012140,0.004622,0.007558,0.024602,0.013085,0.000000,0.008593,0.028237,0.038851,0.020511,0.022463,0.028839,0.000000,0.015601,0.000000,0.000000,0.031704,0.000000,0.000000,0.028017,0.029923,0.036974,0.009681,0.030348,0.021112,0.034115,0.010361,0.028842,0.013564,0.029875,0.000000,0.016752,0.025889,0.036412,0.011549,0.000000,0.030296,0.035570,0.030914,0.007028,0.007862,0.025102,0.029387,0.007597,0.029756,0.000000,0.018824,0.022627,0.015553,0.000000,0.006852,0.023213,0.009891,0.017137,0.039620
29,0.037041,0.089594,0.031783,0.002965,0.021300,0.008128,0.005594,0.014712,0.031468,0.007393,0.000000,0.005755,0.033794,0.011386,0.027238,0.025204,0.035754,0.000000,0.009643,0.000000,0.000000,0.020794,0.000000,0.000000,0.031994,0.033528,0.026691,0.012859,0.023128,0.027969,0.030362,0.022176,0.025430,0.020354,0.008338,0.000000,0.025591,0.018841,0.037041,0.008315,0.000000,0.031655,0.036366,0.033903,0.024370,0.007177,0.027643,0.018053,0.011926,0.023195,0.000000,0.016854,0.028974,0.016181,0.000000,0.010111,0.035254,0.013690,0.019637,0.031264
39,0.037041,0.089594,0.031783,0.002965,0.021300,0.008128,0.005594,0.014712,0.031468,0.007393,0.000000,0.005755,0.033794,0.011386,0.027238,0.025204,0.035754,0.000000,0.009643,0.000000,0.000000,0.020794,0.000000,0.000000,0.031994,0.033528,0.026691,0.012859,0.023128,0.027969,0.030362,0.022176,0.025430,0.020354,0.008338,0.000000,0.025591,0.018841,0.037041,0.008315,0.000000,0.031655,0.036366,0.033903,0.024370,0.007177,0.027643,0.018053,0.011926,0.023195,0.000000,0.016854,0.028974,0.016181,0.000000,0.010111,0.035254,0.013690,0.019637,0.031264
14,0.038128,0.089886,0.031876,0.004597,0.024178,0.003811,0.005497,0.036057,0.028763,0.011992,0.000000,0.001121,0.030047,0.005783,0.029790,0.030535,0.020291,0.000000,0.000963,0.000000,0.000000,0.027372,0.000000,0.000000,0.038128,0.035905,0.017749,0.018909,0.017914,0.024604,0.027412,0.019334,0.035155,0.021362,0.004671,0.000000,0.018300,0.037872,0.032802,0.011451,0.000000,0.034866,0.030271,0.035535,0.027313,0.000206,0.025224,0.011187,0.012901,0.028653,0.000000,0.026248,0.023297,0.023465,0.000000,0.009340,0.027656,0.023991,0.007844,0.029635
14,0.037041,0.089594,0.031783,0.002965,0.021300,0.008128,0.005594,0.014712,0.031468,0.007393,0.000000,0.005755,0.033794,0.011386,0.027238,0.025204,0.035754,0.000000,0.009643,0.000000,0.000000,0.020794,0.000000,0.000000,0.031994,0.033528,0.026691,0.012859,0.023128,0.027969,0.030362,0.022176,0.025430,0.020354,0.008338,0.000000,0.025591,0.018841,0.037041,0.008315,0.000000,0.031655,0.036366,0.033903,0.024370,0.007177,0.027643,0.018053,0.011926,0.023195,0.000000,0.016854,0.028974,0.016181,0.000000,0.010111,0.035254,0.013690,0.019637,0.031264
21,0.037041,0.089594,0.031783,0.002965,0.021300,0.008128,0.005594,0.014712,0.031468,0.007393,0.000000,0.005755,0.033794,0.011386,0.027238,0.025204,0.035754,0.000000,0.009643,0.000000,0.000000,0.020794,0.000000,0.000000,0.031994,0.033528,0.026691,0.012859,0.023128,0.027969,0.030362,0.022176,0.025430,0.020354,0.008338,0.000000,0.025591,0.018841,0.037041,0.008315,0.000000,0.031655,0.036366,0.033903,0.024370,0.007177,0.027643,0.018053,0.011926,0.023195,0.000000,0.016854,0.028974,0.016181,0.000000,0.010111,0.035254,0.013690,0.019637,0.031264
39,0.037041,0.089594,0.031783,0.002965,0.021300,0.008128,0.005594,0.014712,0.031468,0.007393,0.000000,0.005755,0.033794,0.011386,0.027238,0.025204,0.035754,0.000000,0.009643,0.000000,0.000000,0.020794,0.000000,0.000000,0.031994,0.033528,0.026691,0.012859,0.023128,0.027969,0.030362,0.022176,0.025430,0.020354,0.008338,0.000000,0.025591,0.018841,0.037041,0.008315,0.000000,0.031655,0.036366,0.033903,0.024370,0.007177,0.027643,0.018053,0.011926,0.023195,0.000000,0.016854,0.028974,0.016181,0.000000,0.010111,0.035254,0.013690,0.019637,0.031264
2,0.036439,0.093555,0.032665,0.002586,0.020560,0.004152,0.005365,0.023483,0.027671,0.008481,0.000000,0.006400,0.029125,0.010481,0.026282,0.025251,0.018337,0.000000,0.008594,0.000000,0.000000,0.027665,0.000000,0.000000,0.030927,0.033736,0.021348,0.018777,0.022173,0.028983,0.030688,0.028791,0.025800,0.020219,0.007915,0.000000,0.026507,0.026651,0.036439,0.007798,0.000000,0.033681,0.034537,0.027885,0.023316,0.001746,0.025261,0.017299,0.011361,0.029705,0.000000,0.025409,0.024810,0.019014,0.000000,0.010028,0.036107,0.020684,0.018415,0.029556
31,0.036439,0.093555,0.032665,0.002586,0.020560,0.004152,0.005365,0.023483,0.027671,0.008481,0.000000,0.006400,0.029125,0.010481,0.026282,0.025251,0.018337,0.000000,0.008594,0.000000,0.000000,0.027665,0.000000,0.000000,0.030927,0.033736,0.021348,0.018777,0.022173,0.028983,0.030688,0.028791,0.025800,0.020219,0.007915,0.000000,0.026507,0.026651,0.036439,0.007798,0.000000,0.033681,0.034537,0.027885,0.023316,0.001746,0.025261,0.017299,0.011361,0.029705,0.000000,0.025409,0.024810,0.019014,0.000000,0.010028,0.036107,0.020684,0.018415,0.029556
28,0.036439,0.093555,0.032665,0.002586,0.020560,0.004152,0.005365,0.023483,0.027671,0.008481,0.000000,0.006400,0.029125,0.010481,0.026282,0.025251,0.018337,0.000000,0.008594,0.000000,0.000000,0.027665,0.000000,0.000000,0.030927,0.033736,0.021348,0.018777,0.022173,0.028983,0.030688,0.028791,0.025800,0.020219,0.007915,0.000000,0.026507,0.026651,0.036439,0.007798,0.000000,0.033681,0.034537,0.027885,0.023316,0.001746,0.025261,0.017299,0.011361,0.029705,0.000000,0.025409,0.024810,0.019014,0.000000,0.010028,0.036107,0.020684,0.018415,0.029556
2,0.035856,0.095891,0.033745,0.002434,0.017918,0.003961,0.004907,0.021887,0.027612,0.007848,0.000000,0.006747,0.027709,0.011216,0.025551,0.026049,0.017496,0.000000,0.008289,0.000000,0.000000,0.026894,0.000000,0.000000,0.034916,0.032001,0.020385,0.017849,0.023973,0.027434,0.031185,0.034596,0.024814,0.018386,0.007987,0.000000,0.030116,0.020903,0.035552,0.006817,0.000000,0.029701,0.034787,0.026779,0.022489,0.002457,0.022232,0.019365,0.011392,0.032674,0.000000,0.024555,0.027421,0.018758,0.000000,0.010103,0.035856,0.019976,0.029870,0.028153
15,0.035856,0.095891,0.033745,0.002434,0.017918,0.003961,0.004907,0.021887,0.027612,0.007848,0.000000,0.006747,0.027709,0.011216,0.025551,0.026049,0.017496,0.000000,0.008289,0.000000,0.000000,0.026894,0.000000,0.000000,0.034916,0.032001,0.020385,0.017849,0.023973,0.027434,0.031185,0.034596,0.024814,0.018386,0.007987,0.000000,0.030116,0.020903,0.035552,0.006817,0.000000,0.029701,0.034787,0.026779,0.022489,0.002457,0.022232,0.019365,0.011392,0.032674,0.000000,0.024555,0.027421,0.018758,0.000000,0.010103,0.035856,0.019976,0.029870,0.028153
18,0.035856,0.095891,0.033745,0.002434,0.017918,0.003961,0.004907,0.021887,0.027612,0.007848,0.000000,0.006747,0.027709,0.011216,0.025551,0.026049,0.017496,0.000000,0.008289,0.000000,0.000000,0.026894,0.000000,0.000000,0.034916,0.032001,0.020385,0.017849,0.023973,0.027434,0.031185,0.034596,0.024814,0.018386,0.007987,0.000000,0.030116,0.020903,0.035552,0.006817,0.000000,0.029701,0.034787,0.026779,0.022489,0.002457,0.022232,0.019365,0.011392,0.032674,0.000000,0.024555,0.027421,0.018758,0.000000,0.010103,0.035856,0.019976,0.029870,0.028153
7,0.035311,0.097572,0.034273,0.002573,0.021387,0.003696,0.005044,0.023284,0.026627,0.007941,0.000000,0.006083,0.032716,0.009471,0.026944,0.025808,0.017107,0.000000,0.008062,0.000000,0.000000,0.027876,0.000000,0.000000,0.029542,0.031159,0.019373,0.020259,0.019556,0.027130,0.025409,0.032127,0.020913,0.019809,0.006666,0.000000,0.032974,0.024953,0.035048,0.007303,0.000000,0.033449,0.034242,0.029031,0.020064,0.001238,0.021485,0.020222,0.010711,0.032482,0.000000,0.027777,0.025756,0.021465,0.000000,0.010939,0.035311,0.022082,0.029405,0.027502
16,0.035311,0.097572,0.034273,0.002573,0.021387,0.003696,0.005044,0.023284,0.026627,0.007941,0.000000,0.006083,0.032716,0.009471,0.026944,0.025808,0.017107,0.000000,0.008062,0.000000,0.000000,0.027876,0.000000,0.000000,0.029542,0.031159,0.019373,0.020259,0.019556,0.027130,0.025409,0.032127,0.020913,0.019809,0.006666,0.000000,0.032974,0.024953,0.035048,0.007303,0.000000,0.033449,0.034242,0.029031,0.020064,0.001238,0.021485,0.020222,0.010711,0.032482,0.000000,0.027777,0.025756,0.021465,0.000000,0.010939,0.035311,0.022082,0.029405,0.027502
32,0.035311,0.097572,0.034273,0.002573,0.021387,0.003696,0.005044,0.023284,0.026627,0.007941,0.000000,0.006083,0.032716,0.009471,0.026944,0.025808,0.017107,0.000000,0.008062,0.000000,0.000000,0.027876,0.000000,0.000000,0.029542,0.031159,0.019373,0.020259,0.019556,0.027130,0.025409,0.032127,0.020913,0.019809,0.006666,0.000000,0.032974,0.024953,0.035048,0.007303,0.000000,0.033449,0.034242,0.029031,0.020064,0.001238,0.021485,0.020222,0.010711,0.032482,0.000000,0.027777,0.025756,0.021465,0.000000,0.010939,0.035311,0.022082,0.029405,0.027502
0,0.034550,0.098420,0.034531,0.002631,0.023311,0.003492,0.005129,0.023456,0.025947,0.007994,0.000000,0.006003,0.034213,0.008897,0.026529,0.025100,0.016812,0.000000,0.007880,0.000000,0.000000,0.028656,0.000000,0.000000,0.030080,0.030299,0.018561,0.021947,0.015369,0.026763,0.021834,0.032520,0.020529,0.021000,0.005701,0.000000,0.033548,0.027674,0.034439,0.007971,0.000000,0.034550,0.033228,0.029977,0.018294,0.001060,0.021010,0.019952,0.010921,0.032263,0.000000,0.029994,0.025100,0.024126,0.000000,0.011836,0.034506,0.023089,0.028937,0.026873
7,0.034550,0.098420,0.034531,0.002631,0.023311,0.003492,0.005129,0.023456,0.025947,0.007994,0.000000,0.006003,0.034213,0.008897,0.026529,0.025100,0.016812,0.000000,0.007880,0.000000,0.000000,0.028656,0.000000,0.000000,0.030080,0.030299,0.018561,0.021947,0.015369,0.026763,0.021834,0.032520,0.020529,0.021000,0.005701,0.000000,0.033548,0.027674,0.034439,0.007971,0.000000,0.034550,0.033228,0.029977,0.018294,0.001060,0.021010,0.019952,0.010921,0.032263,0.000000,0.029994,0.025100,0.024126,0.000000,0.011836,0.034506,0.023089,0.028937,0.026873
15,0.034815,0.098089,0.034297,0.002562,0.021085,0.003665,0.005114,0.023258,0.026485,0.008023,0.000000,0.006054,0.032580,0.008890,0.026915,0.025486,0.016912,0.000000,0.007913,0.000000,0.000000,0.028773,0.000000,0.000000,0.029193,0.030664,0.018957,0.022226,0.019304,0.027271,0.025361,0.031929,0.020758,0.020379,0.005797,0.000000,0.032803,0.024953,0.034815,0.007756,0.000000,0.034137,0.033517,0.029775,0.018511,0.001230,0.021248,0.020145,0.010432,0.031827,0.000000,0.029659,0.025644,0.021693,0.000000,0.011816,0.034500,0.023189,0.029334,0.027462
0,0.034550,0.098420,0.034531,0.002631,0.023311,0.003492,0.005129,0.023456,0.025947,0.007994,0.000000,0.006003,0.034213,0.008897,0.026529,0.025100,0.016812,0.000000,0.007880,0.000000,0.000000,0.028656,0.000000,0.000000,0.030080,0.030299,0.018561,0.021947,0.015369,0.026763,0.021834,0.032520,0.020529,0.021000,0.005701,0.000000,0.033548,0.027674,0.034439,0.007971,0.000000,0.034550,0.033228,0.029977,0.018294,0.001060,0.021010,0.019952,0.010921,0.032263,0.000000,0.029994,0.025100,0.024126,0.000000,0.011836,0.034506,0.023089,0.028937,0.026873
3,0.034550,0.098420,0.034531,0.002631,0.023311,0.003492,0.005129,0.023456,0.025947,0.007994,0.000000,0.006003,0.034213,0.008897,0.026529,0.025100,0.016812,0.000000,0.007880,0.000000,0.000000,0.028656,0.000000,0.000000,0.030080,0.030299,0.018561,0.021947,0.015369,0.026763,0.021834,0.032520,0.020529,0.021000,0.005701,0.000000,0.033548,0.027674,0.034439,0.007971,0.000000,0.034550,0.033228,0.029977,0.018294,0.001060,0.021010,0.019952,0.010921,0.032263,0.000000,0.029994,0.025100,0.024126,0.000000,0.011836,0.034506,0.023089,0.028937,0.026873
7,0.034550,0.098420,0.034531,0.002631,0.023311,0.003492,0.005129,0.023456,0.025947,0.007994,0.000000,0.006003,0.034213,0.008897,0.026529,0.025100,0.016812,0.000000,0.007880,0.000000,0.000000,0.028656,0.000000,0.000000,0.030080,0.030299,0.018561,0.021947,0.015369,0.026763,0.021834,0.032520,0.020529,0.021000,0.005701,0.000000,0.033548,0.027674,0.034439,0.007971,0.000000,0.034550,0.033228,0.029977,0.018294,0.001060,0.021010,0.019952,0.010921,0.032263,0.000000,0.029994,0.025100,0.024126,0.000000,0.011836,0.034506,0.023089,0.028937,0.026873
