id,HV,Mean,DownSideRisk,ALMI11B,ARZZ3,AUTM3,BBFI11B,BEES3,BMIN4,BPNM4,BRCR11B,BRFS3,BRML3,BRTO4,BTTL4,CCPR3,CESP6,CLSC6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,CTIP3,DTCY3,ECOR3,EQTL3,EUCA4,EZTC3,FEXC11B,FFCI11,FFTL4,FHER3,FNAM11,FPAB11,HGRE11,HGTX3,HTMX11B,IMCH3,JHSF3,KNRI11,LIGT3,MPXE3,ODPV3,OHLB3,PMET6,PQDP11,PRSV11,RAIA3,RDCD3,RNEW11,SAPR4,SBSP3,SSBR3,STBP11,SULT4,TMAR5,TRXL11,UOLL4,USIM3
18,129.938098,0.083025,0.028544,0.072834,0.000000,0.073001,0.068222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.046320,0.000000,0.000000,0.000000,0.000000,0.000000,0.041079,0.000000,0.000000,0.000000,0.000000,0.046773,0.000000,0.000000,0.000000,0.053283,0.032188,0.053028,0.000000,0.000000,0.054218,0.068487,0.000000,0.000000,0.000000,0.034962,0.000000,0.000000,0.050834,0.000000,0.000000,0.061731,0.000000,0.048297,0.023121,0.000000,0.000000,0.000000,0.045848,0.000000,0.000000,0.053549,0.000000,0.072224,0.000000,0.000000,0.000000
8,123.004344,0.081255,0.029631,0.000000,0.000000,0.062607,0.058610,0.034767,0.000000,0.000000,0.052577,0.050819,0.000000,0.000000,0.000000,0.044066,0.000000,0.000000,0.065595,0.066901,0.000000,0.042452,0.000000,0.000000,0.000000,0.053692,0.000000,0.047198,0.000000,0.024958,0.000000,0.000000,0.000000,0.000000,0.074164,0.024315,0.000000,0.057784,0.067305,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.042635,0.000000,0.047697,0.000000,0.000000,0.037745,0.000000,0.000000,0.000000,0.000000,0.044114,0.000000,0.000000,0.000000
0,118.982467,0.065441,0.027340,0.000000,0.039890,0.000000,0.000000,0.049887,0.074640,0.000000,0.000000,0.052534,0.000000,0.037603,0.000000,0.051118,0.000000,0.000000,0.050639,0.000000,0.000000,0.000000,0.000000,0.063358,0.060973,0.000000,0.033476,0.000000,0.000000,0.000000,0.000000,0.081882,0.000000,0.034641,0.000000,0.000000,0.000000,0.000000,0.061986,0.041861,0.000000,0.046413,0.000000,0.000000,0.000000,0.000000,0.061333,0.078964,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.078800,0.000000,0.000000,0.000000,0.000000
17,129.938098,0.083025,0.028544,0.072834,0.000000,0.073001,0.068222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.046320,0.000000,0.000000,0.000000,0.000000,0.000000,0.041079,0.000000,0.000000,0.000000,0.000000,0.046773,0.000000,0.000000,0.000000,0.053283,0.032188,0.053028,0.000000,0.000000,0.054218,0.068487,0.000000,0.000000,0.000000,0.034962,0.000000,0.000000,0.050834,0.000000,0.000000,0.061731,0.000000,0.048297,0.023121,0.000000,0.000000,0.000000,0.045848,0.000000,0.000000,0.053549,0.000000,0.072224,0.000000,0.000000,0.000000
34,129.938098,0.083025,0.028544,0.072834,0.000000,0.073001,0.068222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.046320,0.000000,0.000000,0.000000,0.000000,0.000000,0.041079,0.000000,0.000000,0.000000,0.000000,0.046773,0.000000,0.000000,0.000000,0.053283,0.032188,0.053028,0.000000,0.000000,0.054218,0.068487,0.000000,0.000000,0.000000,0.034962,0.000000,0.000000,0.050834,0.000000,0.000000,0.061731,0.000000,0.048297,0.023121,0.000000,0.000000,0.000000,0.045848,0.000000,0.000000,0.053549,0.000000,0.072224,0.000000,0.000000,0.000000
18,129.938098,0.083025,0.028544,0.072834,0.000000,0.073001,0.068222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.046320,0.000000,0.000000,0.000000,0.000000,0.000000,0.041079,0.000000,0.000000,0.000000,0.000000,0.046773,0.000000,0.000000,0.000000,0.053283,0.032188,0.053028,0.000000,0.000000,0.054218,0.068487,0.000000,0.000000,0.000000,0.034962,0.000000,0.000000,0.050834,0.000000,0.000000,0.061731,0.000000,0.048297,0.023121,0.000000,0.000000,0.000000,0.045848,0.000000,0.000000,0.053549,0.000000,0.072224,0.000000,0.000000,0.000000
18,129.938098,0.083025,0.028544,0.072834,0.000000,0.073001,0.068222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.046320,0.000000,0.000000,0.000000,0.000000,0.000000,0.041079,0.000000,0.000000,0.000000,0.000000,0.046773,0.000000,0.000000,0.000000,0.053283,0.032188,0.053028,0.000000,0.000000,0.054218,0.068487,0.000000,0.000000,0.000000,0.034962,0.000000,0.000000,0.050834,0.000000,0.000000,0.061731,0.000000,0.048297,0.023121,0.000000,0.000000,0.000000,0.045848,0.000000,0.000000,0.053549,0.000000,0.072224,0.000000,0.000000,0.000000
37,129.938098,0.083025,0.028544,0.072834,0.000000,0.073001,0.068222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.046320,0.000000,0.000000,0.000000,0.000000,0.000000,0.041079,0.000000,0.000000,0.000000,0.000000,0.046773,0.000000,0.000000,0.000000,0.053283,0.032188,0.053028,0.000000,0.000000,0.054218,0.068487,0.000000,0.000000,0.000000,0.034962,0.000000,0.000000,0.050834,0.000000,0.000000,0.061731,0.000000,0.048297,0.023121,0.000000,0.000000,0.000000,0.045848,0.000000,0.000000,0.053549,0.000000,0.072224,0.000000,0.000000,0.000000
4,129.938098,0.083025,0.028544,0.072834,0.000000,0.073001,0.068222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.046320,0.000000,0.000000,0.000000,0.000000,0.000000,0.041079,0.000000,0.000000,0.000000,0.000000,0.046773,0.000000,0.000000,0.000000,0.053283,0.032188,0.053028,0.000000,0.000000,0.054218,0.068487,0.000000,0.000000,0.000000,0.034962,0.000000,0.000000,0.050834,0.000000,0.000000,0.061731,0.000000,0.048297,0.023121,0.000000,0.000000,0.000000,0.045848,0.000000,0.000000,0.053549,0.000000,0.072224,0.000000,0.000000,0.000000
20,129.938098,0.083025,0.028544,0.072834,0.000000,0.073001,0.068222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.046320,0.000000,0.000000,0.000000,0.000000,0.000000,0.041079,0.000000,0.000000,0.000000,0.000000,0.046773,0.000000,0.000000,0.000000,0.053283,0.032188,0.053028,0.000000,0.000000,0.054218,0.068487,0.000000,0.000000,0.000000,0.034962,0.000000,0.000000,0.050834,0.000000,0.000000,0.061731,0.000000,0.048297,0.023121,0.000000,0.000000,0.000000,0.045848,0.000000,0.000000,0.053549,0.000000,0.072224,0.000000,0.000000,0.000000
