id,Mean,Mean,DownSideRisk,ALMI11B,ARZZ3,AUTM3,BBFI11B,BEES3,BMIN4,BPNM4,BRCR11B,BRFS3,BRML3,BRTO4,BTTL4,CCPR3,CESP6,CLSC6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,CTIP3,DTCY3,ECOR3,EQTL3,EUCA4,EZTC3,FEXC11B,FFCI11,FFTL4,FHER3,FNAM11,FPAB11,HGRE11,HGTX3,HTMX11B,IMCH3,JHSF3,KNRI11,LIGT3,MPXE3,ODPV3,OHLB3,PMET6,PQDP11,PRSV11,RAIA3,RDCD3,RNEW11,SAPR4,SBSP3,SSBR3,STBP11,SULT4,TMAR5,TRXL11,UOLL4,USIM3
23,0.138646,0.138646,0.051989,0.000000,0.071912,0.000000,0.073808,0.000000,0.000000,0.045891,0.000000,0.117552,0.074855,0.000000,0.000000,0.000000,0.048079,0.000000,0.000000,0.047707,0.049006,0.000000,0.000000,0.054269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055793,0.000000,0.000000,0.000000,0.063349,0.000000,0.000000,0.000000,0.000000,0.065377,0.000000,0.000000,0.064423,0.000000,0.069951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.042816,0.000000,0.000000,0.000000,0.000000,0.055210,0.000000
38,0.135976,0.135976,0.050162,0.000000,0.076012,0.000000,0.000000,0.000000,0.036857,0.000000,0.044767,0.055047,0.000000,0.000000,0.035956,0.000000,0.065369,0.000000,0.063433,0.000000,0.070173,0.000000,0.000000,0.000000,0.067398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.078155,0.000000,0.000000,0.000000,0.055151,0.000000,0.000000,0.039662,0.000000,0.000000,0.064541,0.000000,0.049436,0.000000,0.067699,0.050285,0.048276,0.000000,0.000000,0.031784,0.000000,0.000000,0.000000,0.000000,0.000000
25,0.135326,0.135326,0.043118,0.057088,0.000000,0.000000,0.049343,0.000000,0.062251,0.000000,0.000000,0.000000,0.000000,0.088432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.070737,0.000000,0.000000,0.000000,0.000000,0.037737,0.000000,0.037391,0.000000,0.000000,0.068623,0.000000,0.036202,0.000000,0.000000,0.044048,0.000000,0.000000,0.061855,0.000000,0.000000,0.069264,0.000000,0.000000,0.054954,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.082598,0.000000,0.000000,0.000000,0.040928,0.083015,0.055533
23,0.138646,0.138646,0.051989,0.000000,0.071912,0.000000,0.073808,0.000000,0.000000,0.045891,0.000000,0.117552,0.074855,0.000000,0.000000,0.000000,0.048079,0.000000,0.000000,0.047707,0.049006,0.000000,0.000000,0.054269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055793,0.000000,0.000000,0.000000,0.063349,0.000000,0.000000,0.000000,0.000000,0.065377,0.000000,0.000000,0.064423,0.000000,0.069951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.042816,0.000000,0.000000,0.000000,0.000000,0.055210,0.000000
17,0.138488,0.138488,0.051928,0.000000,0.071710,0.000000,0.073796,0.000000,0.000000,0.045696,0.000000,0.117052,0.074773,0.000000,0.000000,0.000000,0.047874,0.000000,0.000000,0.047505,0.048798,0.000209,0.000185,0.054038,0.000140,0.000000,0.000000,0.000000,0.000000,0.000000,0.055786,0.000000,0.000000,0.000000,0.063080,0.000000,0.000206,0.000000,0.000000,0.065355,0.000000,0.000318,0.064149,0.000000,0.069653,0.000272,0.000356,0.000400,0.000000,0.000000,0.000000,0.000000,0.000000,0.042953,0.000000,0.000455,0.000000,0.000000,0.054976,0.000264
1,0.137549,0.137549,0.044631,0.000000,0.000140,0.057189,0.000000,0.000069,0.067476,0.000000,0.000000,0.052327,0.000000,0.000000,0.000000,0.000103,0.000000,0.034883,0.000000,0.000000,0.000000,0.000158,0.000000,0.050404,0.070994,0.000000,0.000000,0.060243,0.000000,0.000000,0.000036,0.028750,0.000000,0.053945,0.000000,0.095196,0.000000,0.000147,0.000000,0.094639,0.000000,0.000000,0.078275,0.046981,0.000000,0.000000,0.000146,0.000114,0.000206,0.000000,0.071165,0.072496,0.039738,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024178
23,0.138646,0.138646,0.051989,0.000000,0.071912,0.000000,0.073808,0.000000,0.000000,0.045891,0.000000,0.117552,0.074855,0.000000,0.000000,0.000000,0.048079,0.000000,0.000000,0.047707,0.049006,0.000000,0.000000,0.054269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055793,0.000000,0.000000,0.000000,0.063349,0.000000,0.000000,0.000000,0.000000,0.065377,0.000000,0.000000,0.064423,0.000000,0.069951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.042816,0.000000,0.000000,0.000000,0.000000,0.055210,0.000000
17,0.138488,0.138488,0.051928,0.000000,0.071710,0.000000,0.073796,0.000000,0.000000,0.045696,0.000000,0.117052,0.074773,0.000000,0.000000,0.000000,0.047874,0.000000,0.000000,0.047505,0.048798,0.000209,0.000185,0.054038,0.000140,0.000000,0.000000,0.000000,0.000000,0.000000,0.055786,0.000000,0.000000,0.000000,0.063080,0.000000,0.000206,0.000000,0.000000,0.065355,0.000000,0.000318,0.064149,0.000000,0.069653,0.000272,0.000356,0.000400,0.000000,0.000000,0.000000,0.000000,0.000000,0.042953,0.000000,0.000455,0.000000,0.000000,0.054976,0.000264
4,0.137850,0.137850,0.051294,0.000000,0.067106,0.001837,0.062249,0.000000,0.003208,0.043130,0.003897,0.103528,0.068144,0.003399,0.003130,0.000000,0.046073,0.002098,0.005522,0.043926,0.047271,0.002697,0.003410,0.045583,0.005985,0.000000,0.000000,0.000000,0.000000,0.000000,0.047057,0.000000,0.004071,0.000000,0.053210,0.006803,0.000174,0.000000,0.000000,0.065416,0.002102,0.000268,0.057564,0.000000,0.063071,0.005847,0.002558,0.004640,0.000000,0.005893,0.007722,0.006659,0.003736,0.036232,0.008690,0.000384,0.002907,0.002421,0.050160,0.000223
23,0.138646,0.138646,0.051989,0.000000,0.071912,0.000000,0.073808,0.000000,0.000000,0.045891,0.000000,0.117552,0.074855,0.000000,0.000000,0.000000,0.048079,0.000000,0.000000,0.047707,0.049006,0.000000,0.000000,0.054269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055793,0.000000,0.000000,0.000000,0.063349,0.000000,0.000000,0.000000,0.000000,0.065377,0.000000,0.000000,0.064423,0.000000,0.069951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.042816,0.000000,0.000000,0.000000,0.000000,0.055210,0.000000
