id,Mean,Mean,DownSideRisk,ALMI11B,ARZZ3,AUTM3,BBFI11B,BEES3,BMIN4,BPNM4,BRCR11B,BRFS3,BRML3,BRTO4,BTTL4,CCPR3,CESP6,CLSC6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,CTIP3,DTCY3,ECOR3,EQTL3,EUCA4,EZTC3,FEXC11B,FFCI11,FFTL4,FHER3,FNAM11,FPAB11,HGRE11,HGTX3,HTMX11B,IMCH3,JHSF3,KNRI11,LIGT3,MPXE3,ODPV3,OHLB3,PMET6,PQDP11,PRSV11,RAIA3,RDCD3,RNEW11,SAPR4,SBSP3,SSBR3,STBP11,SULT4,TMAR5,TRXL11,UOLL4,USIM3
30,0.146645,0.146645,0.049409,0.000000,0.000000,0.000000,0.092476,0.000000,0.000000,0.059498,0.000000,0.061907,0.000000,0.065589,0.000000,0.000000,0.058739,0.000000,0.072207,0.036929,0.018422,0.000000,0.000000,0.000000,0.000000,0.070702,0.000000,0.000000,0.000000,0.000000,0.000000,0.048966,0.000000,0.000000,0.000000,0.000000,0.000000,0.087718,0.000000,0.000000,0.000000,0.000000,0.097124,0.035009,0.037565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.046348,0.057235,0.000000,0.053565,0.000000,0.000000,0.000000,0.000000
24,0.137996,0.137996,0.045179,0.000000,0.000000,0.053331,0.085806,0.000000,0.000000,0.057494,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.045610,0.000000,0.000000,0.000000,0.085490,0.000000,0.052698,0.000000,0.000000,0.000000,0.077414,0.053383,0.000000,0.000000,0.069733,0.048127,0.058706,0.000000,0.000000,0.000000,0.000000,0.055438,0.000000,0.065477,0.047323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.064964,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.079008
28,0.136906,0.136906,0.049644,0.000000,0.055161,0.077368,0.101442,0.000000,0.000000,0.000000,0.049966,0.000000,0.026737,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.060012,0.000000,0.000000,0.000000,0.000000,0.061403,0.000000,0.000000,0.000000,0.000000,0.000000,0.056207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.072435,0.041525,0.000000,0.000000,0.000000,0.037995,0.054864,0.000000,0.084739,0.000000,0.072934,0.000000,0.000000,0.051654,0.000000,0.047137,0.000000,0.048421,0.000000
3,0.146645,0.146645,0.049409,0.000000,0.000000,0.000000,0.092476,0.000000,0.000000,0.059498,0.000000,0.061907,0.000000,0.065589,0.000000,0.000000,0.058739,0.000000,0.072207,0.036929,0.018422,0.000000,0.000000,0.000000,0.000000,0.070702,0.000000,0.000000,0.000000,0.000000,0.000000,0.048966,0.000000,0.000000,0.000000,0.000000,0.000000,0.087718,0.000000,0.000000,0.000000,0.000000,0.097124,0.035009,0.037565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.046348,0.057235,0.000000,0.053565,0.000000,0.000000,0.000000,0.000000
30,0.146645,0.146645,0.049409,0.000000,0.000000,0.000000,0.092476,0.000000,0.000000,0.059498,0.000000,0.061907,0.000000,0.065589,0.000000,0.000000,0.058739,0.000000,0.072207,0.036929,0.018422,0.000000,0.000000,0.000000,0.000000,0.070702,0.000000,0.000000,0.000000,0.000000,0.000000,0.048966,0.000000,0.000000,0.000000,0.000000,0.000000,0.087718,0.000000,0.000000,0.000000,0.000000,0.097124,0.035009,0.037565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.046348,0.057235,0.000000,0.053565,0.000000,0.000000,0.000000,0.000000
8,0.143299,0.143299,0.047195,0.000000,0.000000,0.035214,0.108404,0.000000,0.000000,0.060824,0.000000,0.026942,0.000000,0.010399,0.000000,0.000000,0.045560,0.000000,0.035359,0.016161,0.060843,0.000000,0.038435,0.000000,0.000000,0.024916,0.041811,0.035266,0.000000,0.000000,0.034464,0.067713,0.040589,0.000000,0.000000,0.000000,0.000000,0.048408,0.000000,0.042606,0.028241,0.000000,0.030347,0.010497,0.004754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.041057,0.012170,0.017742,0.000000,0.010899,0.000000,0.000000,0.000000,0.070379
29,0.152883,0.152883,0.049008,0.000000,0.000000,0.015315,0.101151,0.000000,0.000000,0.070463,0.000000,0.048536,0.000000,0.041939,0.000000,0.000000,0.057800,0.000000,0.053139,0.023400,0.037836,0.000000,0.023649,0.000000,0.000000,0.040468,0.015577,0.018642,0.000000,0.000000,0.025519,0.050924,0.025496,0.000000,0.000000,0.000000,0.000000,0.056167,0.000000,0.002942,0.015156,0.000000,0.072779,0.030660,0.014995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034461,0.029645,0.037837,0.000000,0.016777,0.000000,0.000000,0.000000,0.038728
34,0.151503,0.151503,0.050816,0.000000,0.000000,0.022830,0.103381,0.000000,0.000000,0.057903,0.000000,0.034189,0.000000,0.023664,0.000000,0.000000,0.048791,0.000000,0.043293,0.014336,0.053899,0.000000,0.026154,0.000000,0.000000,0.036959,0.023030,0.020576,0.000000,0.000000,0.025213,0.077347,0.017806,0.000000,0.000000,0.000000,0.000000,0.060376,0.000000,0.045343,0.022176,0.000000,0.052853,0.016977,0.005913,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.038661,0.026489,0.033378,0.000000,0.015825,0.000000,0.000000,0.000000,0.052637
22,0.151503,0.151503,0.050816,0.000000,0.000000,0.022830,0.103381,0.000000,0.000000,0.057903,0.000000,0.034189,0.000000,0.023664,0.000000,0.000000,0.048791,0.000000,0.043293,0.014336,0.053899,0.000000,0.026154,0.000000,0.000000,0.036959,0.023030,0.020576,0.000000,0.000000,0.025213,0.077347,0.017806,0.000000,0.000000,0.000000,0.000000,0.060376,0.000000,0.045343,0.022176,0.000000,0.052853,0.016977,0.005913,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.038661,0.026489,0.033378,0.000000,0.015825,0.000000,0.000000,0.000000,0.052637
2,0.152883,0.152883,0.049008,0.000000,0.000000,0.015315,0.101151,0.000000,0.000000,0.070463,0.000000,0.048536,0.000000,0.041939,0.000000,0.000000,0.057800,0.000000,0.053139,0.023400,0.037836,0.000000,0.023649,0.000000,0.000000,0.040468,0.015577,0.018642,0.000000,0.000000,0.025519,0.050924,0.025496,0.000000,0.000000,0.000000,0.000000,0.056167,0.000000,0.002942,0.015156,0.000000,0.072779,0.030660,0.014995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034461,0.029645,0.037837,0.000000,0.016777,0.000000,0.000000,0.000000,0.038728
35,0.152883,0.152883,0.049008,0.000000,0.000000,0.015315,0.101151,0.000000,0.000000,0.070463,0.000000,0.048536,0.000000,0.041939,0.000000,0.000000,0.057800,0.000000,0.053139,0.023400,0.037836,0.000000,0.023649,0.000000,0.000000,0.040468,0.015577,0.018642,0.000000,0.000000,0.025519,0.050924,0.025496,0.000000,0.000000,0.000000,0.000000,0.056167,0.000000,0.002942,0.015156,0.000000,0.072779,0.030660,0.014995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034461,0.029645,0.037837,0.000000,0.016777,0.000000,0.000000,0.000000,0.038728
24,0.152883,0.152883,0.049008,0.000000,0.000000,0.015315,0.101151,0.000000,0.000000,0.070463,0.000000,0.048536,0.000000,0.041939,0.000000,0.000000,0.057800,0.000000,0.053139,0.023400,0.037836,0.000000,0.023649,0.000000,0.000000,0.040468,0.015577,0.018642,0.000000,0.000000,0.025519,0.050924,0.025496,0.000000,0.000000,0.000000,0.000000,0.056167,0.000000,0.002942,0.015156,0.000000,0.072779,0.030660,0.014995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034461,0.029645,0.037837,0.000000,0.016777,0.000000,0.000000,0.000000,0.038728
