id,Skewness,Mean,DownSideRisk,ALMI11B,ARZZ3,AUTM3,BBFI11B,BEES3,BMIN4,BPNM4,BRCR11B,BRFS3,BRML3,BRTO4,BTTL4,CCPR3,CESP6,CLSC6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,CTIP3,DTCY3,ECOR3,EQTL3,EUCA4,EZTC3,FEXC11B,FFCI11,FFTL4,FHER3,FNAM11,FPAB11,HGRE11,HGTX3,HTMX11B,IMCH3,JHSF3,KNRI11,LIGT3,MPXE3,ODPV3,OHLB3,PMET6,PQDP11,PRSV11,RAIA3,RDCD3,RNEW11,SAPR4,SBSP3,SSBR3,STBP11,SULT4,TMAR5,TRXL11,UOLL4,USIM3
36,0.000074,0.093143,0.040576,0.000000,0.000000,0.058857,0.000000,0.000000,0.071472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.063112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.072181,0.077207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034436,0.000000,0.000000,0.000000,0.000000,0.000000,0.085132,0.000000,0.000000,0.000000,0.078538,0.046068,0.000000,0.039897,0.000000,0.046827,0.043070,0.000000,0.000000,0.000000,0.000000,0.076635,0.095570,0.062975,0.048021,0.000000,0.000000,0.000000
27,0.000053,0.098286,0.033044,0.055371,0.057157,0.000000,0.000000,0.000000,0.000000,0.069071,0.066306,0.058698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.078697,0.000000,0.000000,0.000000,0.000000,0.068691,0.000000,0.000000,0.000000,0.059078,0.066086,0.092445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.051959,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032523,0.000000,0.000000,0.079859,0.000000,0.000000,0.000000,0.000000,0.087797,0.076263,0.000000
8,0.000013,0.082426,0.034233,0.000000,0.041347,0.059599,0.059024,0.000000,0.000000,0.000000,0.089118,0.083505,0.000000,0.108836,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074659,0.000000,0.000000,0.000000,0.000000,0.051068,0.057336,0.000000,0.000000,0.000000,0.000000,0.051683,0.029008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.058867,0.000000,0.000000,0.000000,0.000000,0.000000,0.047941,0.000000,0.074960,0.000000,0.000000,0.071362,0.000000,0.000000,0.000000,0.041687
36,0.000074,0.093143,0.040576,0.000000,0.000000,0.058857,0.000000,0.000000,0.071472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.063112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.072181,0.077207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034436,0.000000,0.000000,0.000000,0.000000,0.000000,0.085132,0.000000,0.000000,0.000000,0.078538,0.046068,0.000000,0.039897,0.000000,0.046827,0.043070,0.000000,0.000000,0.000000,0.000000,0.076635,0.095570,0.062975,0.048021,0.000000,0.000000,0.000000
24,0.000074,0.093143,0.040576,0.000000,0.000000,0.058857,0.000000,0.000000,0.071472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.063112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.072181,0.077207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034436,0.000000,0.000000,0.000000,0.000000,0.000000,0.085132,0.000000,0.000000,0.000000,0.078538,0.046068,0.000000,0.039897,0.000000,0.046827,0.043070,0.000000,0.000000,0.000000,0.000000,0.076635,0.095570,0.062975,0.048021,0.000000,0.000000,0.000000
27,0.000053,0.098286,0.033044,0.055371,0.057157,0.000000,0.000000,0.000000,0.000000,0.069071,0.066306,0.058698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.078697,0.000000,0.000000,0.000000,0.000000,0.068691,0.000000,0.000000,0.000000,0.059078,0.066086,0.092445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.051959,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032523,0.000000,0.000000,0.079859,0.000000,0.000000,0.000000,0.000000,0.087797,0.076263,0.000000
4,0.000077,0.088320,0.039787,0.000000,0.000000,0.058857,0.000000,0.000000,0.071472,0.000000,0.000000,0.000000,0.012441,0.000000,0.000000,0.000796,0.063112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.072181,0.077207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034436,0.000000,0.000000,0.000000,0.000000,0.000000,0.085132,0.000000,0.000000,0.000000,0.066098,0.046068,0.000000,0.039897,0.000000,0.046827,0.043070,0.000000,0.000000,0.000000,0.000000,0.076635,0.094774,0.062975,0.048021,0.000000,0.000000,0.000000
17,0.000074,0.093143,0.040576,0.000000,0.000000,0.058857,0.000000,0.000000,0.071472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.063112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.072181,0.077207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034436,0.000000,0.000000,0.000000,0.000000,0.000000,0.085132,0.000000,0.000000,0.000000,0.078538,0.046068,0.000000,0.039897,0.000000,0.046827,0.043070,0.000000,0.000000,0.000000,0.000000,0.076635,0.095570,0.062975,0.048021,0.000000,0.000000,0.000000
36,0.000074,0.093143,0.040576,0.000000,0.000000,0.058857,0.000000,0.000000,0.071472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.063112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.072181,0.077207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034436,0.000000,0.000000,0.000000,0.000000,0.000000,0.085132,0.000000,0.000000,0.000000,0.078538,0.046068,0.000000,0.039897,0.000000,0.046827,0.043070,0.000000,0.000000,0.000000,0.000000,0.076635,0.095570,0.062975,0.048021,0.000000,0.000000,0.000000
4,0.000077,0.088320,0.039787,0.000000,0.000000,0.058857,0.000000,0.000000,0.071472,0.000000,0.000000,0.000000,0.012441,0.000000,0.000000,0.000796,0.063112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.072181,0.077207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034436,0.000000,0.000000,0.000000,0.000000,0.000000,0.085132,0.000000,0.000000,0.000000,0.066098,0.046068,0.000000,0.039897,0.000000,0.046827,0.043070,0.000000,0.000000,0.000000,0.000000,0.076635,0.094774,0.062975,0.048021,0.000000,0.000000,0.000000
