id,DsRisk,Mean,DownSideRisk,ALMI11B,ARZZ3,AUTM3,BBFI11B,BEES3,BMIN4,BPNM4,BRCR11B,BRFS3,BRML3,BRTO4,BTTL4,CCPR3,CESP6,CLSC6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,CTIP3,DTCY3,ECOR3,EQTL3,EUCA4,EZTC3,FEXC11B,FFCI11,FFTL4,FHER3,FNAM11,FPAB11,HGRE11,HGTX3,HTMX11B,IMCH3,JHSF3,KNRI11,LIGT3,MPXE3,ODPV3,OHLB3,PMET6,PQDP11,PRSV11,RAIA3,RDCD3,RNEW11,SAPR4,SBSP3,SSBR3,STBP11,SULT4,TMAR5,TRXL11,UOLL4,USIM3
6,0.026088,0.069551,0.026088,0.000000,0.000000,0.000000,0.000000,0.062441,0.000000,0.029733,0.050064,0.000000,0.051861,0.053136,0.073292,0.041522,0.000000,0.038264,0.056634,0.073369,0.000000,0.000000,0.000000,0.042492,0.054640,0.000000,0.000000,0.068095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052646,0.000000,0.000000,0.000000,0.000000,0.000000,0.070274,0.000000,0.067507,0.047024,0.000000,0.000000,0.000000,0.067006
36,0.026555,0.085826,0.026555,0.079148,0.000000,0.000000,0.000000,0.000000,0.059815,0.000000,0.000000,0.068136,0.000000,0.000000,0.000000,0.000000,0.000000,0.038497,0.000000,0.000000,0.013591,0.000000,0.000000,0.000000,0.040191,0.000000,0.042848,0.054197,0.000000,0.000000,0.038632,0.000000,0.000000,0.000000,0.000000,0.088343,0.000000,0.045450,0.000000,0.000000,0.071724,0.000000,0.000000,0.059748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057763,0.000000,0.053311,0.000000,0.068562,0.080146,0.039899
0,0.026929,0.067651,0.026929,0.073009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.056042,0.000000,0.000000,0.078559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034085,0.000000,0.076351,0.000000,0.000000,0.000000,0.056977,0.000000,0.000000,0.046378,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.053448,0.000000,0.000000,0.000000,0.000000,0.000000,0.064081,0.000000,0.054114,0.052221,0.083876,0.000000,0.077274,0.000000,0.000000,0.000000,0.000000,0.050339,0.000000,0.071525,0.071723,0.000000,0.000000
6,0.026088,0.069551,0.026088,0.000000,0.000000,0.000000,0.000000,0.062441,0.000000,0.029733,0.050064,0.000000,0.051861,0.053136,0.073292,0.041522,0.000000,0.038264,0.056634,0.073369,0.000000,0.000000,0.000000,0.042492,0.054640,0.000000,0.000000,0.068095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052646,0.000000,0.000000,0.000000,0.000000,0.000000,0.070274,0.000000,0.067507,0.047024,0.000000,0.000000,0.000000,0.067006
36,0.026555,0.085826,0.026555,0.079148,0.000000,0.000000,0.000000,0.000000,0.059815,0.000000,0.000000,0.068136,0.000000,0.000000,0.000000,0.000000,0.000000,0.038497,0.000000,0.000000,0.013591,0.000000,0.000000,0.000000,0.040191,0.000000,0.042848,0.054197,0.000000,0.000000,0.038632,0.000000,0.000000,0.000000,0.000000,0.088343,0.000000,0.045450,0.000000,0.000000,0.071724,0.000000,0.000000,0.059748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057763,0.000000,0.053311,0.000000,0.068562,0.080146,0.039899
0,0.026929,0.067651,0.026929,0.073009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.056042,0.000000,0.000000,0.078559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034085,0.000000,0.076351,0.000000,0.000000,0.000000,0.056977,0.000000,0.000000,0.046378,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.053448,0.000000,0.000000,0.000000,0.000000,0.000000,0.064081,0.000000,0.054114,0.052221,0.083876,0.000000,0.077274,0.000000,0.000000,0.000000,0.000000,0.050339,0.000000,0.071525,0.071723,0.000000,0.000000
6,0.026088,0.069551,0.026088,0.000000,0.000000,0.000000,0.000000,0.062441,0.000000,0.029733,0.050064,0.000000,0.051861,0.053136,0.073292,0.041522,0.000000,0.038264,0.056634,0.073369,0.000000,0.000000,0.000000,0.042492,0.054640,0.000000,0.000000,0.068095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052646,0.000000,0.000000,0.000000,0.000000,0.000000,0.070274,0.000000,0.067507,0.047024,0.000000,0.000000,0.000000,0.067006
36,0.026555,0.085826,0.026555,0.079148,0.000000,0.000000,0.000000,0.000000,0.059815,0.000000,0.000000,0.068136,0.000000,0.000000,0.000000,0.000000,0.000000,0.038497,0.000000,0.000000,0.013591,0.000000,0.000000,0.000000,0.040191,0.000000,0.042848,0.054197,0.000000,0.000000,0.038632,0.000000,0.000000,0.000000,0.000000,0.088343,0.000000,0.045450,0.000000,0.000000,0.071724,0.000000,0.000000,0.059748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057763,0.000000,0.053311,0.000000,0.068562,0.080146,0.039899
0,0.026929,0.067651,0.026929,0.073009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.056042,0.000000,0.000000,0.078559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034085,0.000000,0.076351,0.000000,0.000000,0.000000,0.056977,0.000000,0.000000,0.046378,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.053448,0.000000,0.000000,0.000000,0.000000,0.000000,0.064081,0.000000,0.054114,0.052221,0.083876,0.000000,0.077274,0.000000,0.000000,0.000000,0.000000,0.050339,0.000000,0.071525,0.071723,0.000000,0.000000
6,0.026088,0.069551,0.026088,0.000000,0.000000,0.000000,0.000000,0.062441,0.000000,0.029733,0.050064,0.000000,0.051861,0.053136,0.073292,0.041522,0.000000,0.038264,0.056634,0.073369,0.000000,0.000000,0.000000,0.042492,0.054640,0.000000,0.000000,0.068095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052646,0.000000,0.000000,0.000000,0.000000,0.000000,0.070274,0.000000,0.067507,0.047024,0.000000,0.000000,0.000000,0.067006
2,0.026088,0.069551,0.026088,0.000000,0.000000,0.000000,0.000000,0.062441,0.000000,0.029733,0.050064,0.000000,0.051861,0.053136,0.073292,0.041522,0.000000,0.038264,0.056634,0.073369,0.000000,0.000000,0.000000,0.042492,0.054640,0.000000,0.000000,0.068095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052646,0.000000,0.000000,0.000000,0.000000,0.000000,0.070274,0.000000,0.067507,0.047024,0.000000,0.000000,0.000000,0.067006
36,0.026555,0.085826,0.026555,0.079148,0.000000,0.000000,0.000000,0.000000,0.059815,0.000000,0.000000,0.068136,0.000000,0.000000,0.000000,0.000000,0.000000,0.038497,0.000000,0.000000,0.013591,0.000000,0.000000,0.000000,0.040191,0.000000,0.042848,0.054197,0.000000,0.000000,0.038632,0.000000,0.000000,0.000000,0.000000,0.088343,0.000000,0.045450,0.000000,0.000000,0.071724,0.000000,0.000000,0.059748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057763,0.000000,0.053311,0.000000,0.068562,0.080146,0.039899
2,0.026088,0.069551,0.026088,0.000000,0.000000,0.000000,0.000000,0.062441,0.000000,0.029733,0.050064,0.000000,0.051861,0.053136,0.073292,0.041522,0.000000,0.038264,0.056634,0.073369,0.000000,0.000000,0.000000,0.042492,0.054640,0.000000,0.000000,0.068095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052646,0.000000,0.000000,0.000000,0.000000,0.000000,0.070274,0.000000,0.067507,0.047024,0.000000,0.000000,0.000000,0.067006
6,0.026088,0.069551,0.026088,0.000000,0.000000,0.000000,0.000000,0.062441,0.000000,0.029733,0.050064,0.000000,0.051861,0.053136,0.073292,0.041522,0.000000,0.038264,0.056634,0.073369,0.000000,0.000000,0.000000,0.042492,0.054640,0.000000,0.000000,0.068095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052646,0.000000,0.000000,0.000000,0.000000,0.000000,0.070274,0.000000,0.067507,0.047024,0.000000,0.000000,0.000000,0.067006
36,0.026555,0.085826,0.026555,0.079148,0.000000,0.000000,0.000000,0.000000,0.059815,0.000000,0.000000,0.068136,0.000000,0.000000,0.000000,0.000000,0.000000,0.038497,0.000000,0.000000,0.013591,0.000000,0.000000,0.000000,0.040191,0.000000,0.042848,0.054197,0.000000,0.000000,0.038632,0.000000,0.000000,0.000000,0.000000,0.088343,0.000000,0.045450,0.000000,0.000000,0.071724,0.000000,0.000000,0.059748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057763,0.000000,0.053311,0.000000,0.068562,0.080146,0.039899
10,0.026088,0.069551,0.026088,0.000000,0.000000,0.000000,0.000000,0.062441,0.000000,0.029733,0.050064,0.000000,0.051861,0.053136,0.073292,0.041522,0.000000,0.038264,0.056634,0.073369,0.000000,0.000000,0.000000,0.042492,0.054640,0.000000,0.000000,0.068095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052646,0.000000,0.000000,0.000000,0.000000,0.000000,0.070274,0.000000,0.067507,0.047024,0.000000,0.000000,0.000000,0.067006
