id,SortinoRatio,Mean,DownSideRisk,ALMI11B,ARZZ3,AUTM3,BBFI11B,BEES3,BMIN4,BPNM4,BRCR11B,BRFS3,BRML3,BRTO4,BTTL4,CCPR3,CESP6,CLSC6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,CTIP3,DTCY3,ECOR3,EQTL3,EUCA4,EZTC3,FEXC11B,FFCI11,FFTL4,FHER3,FNAM11,FPAB11,HGRE11,HGTX3,HTMX11B,IMCH3,JHSF3,KNRI11,LIGT3,MPXE3,ODPV3,OHLB3,PMET6,PQDP11,PRSV11,RAIA3,RDCD3,RNEW11,SAPR4,SBSP3,SSBR3,STBP11,SULT4,TMAR5,TRXL11,UOLL4,USIM3
14,3.821149,0.080862,0.021162,0.080365,0.000000,0.000000,0.000000,0.000000,0.078371,0.000000,0.000000,0.082940,0.000000,0.000000,0.062506,0.048980,0.000000,0.061495,0.036631,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080600,0.000000,0.000000,0.000000,0.000000,0.059100,0.000000,0.086152,0.000000,0.000000,0.000000,0.000000,0.035649,0.000000,0.000000,0.000000,0.054421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074343,0.000000,0.079673,0.000000,0.078773
27,3.543363,0.092931,0.026227,0.066091,0.000000,0.000000,0.000000,0.000000,0.000000,0.027300,0.056191,0.095969,0.000000,0.058453,0.052585,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.051721,0.000000,0.000000,0.000000,0.052735,0.000000,0.000000,0.057713,0.000000,0.000000,0.051364,0.000000,0.000000,0.000000,0.038311,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.071987,0.000000,0.088043,0.000000,0.050555,0.000000,0.000000,0.064144,0.000000,0.000000,0.028191,0.000000,0.000000,0.088647,0.000000,0.000000
31,3.412382,0.093074,0.027275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.063591,0.000000,0.053599,0.000000,0.086316,0.000000,0.000000,0.106072,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024691,0.000000,0.000000,0.052690,0.000000,0.000000,0.078927,0.094940,0.098872,0.000000,0.000000,0.000000,0.000000,0.036487,0.000000,0.000000,0.083808,0.000000,0.000000,0.000000,0.000000,0.067307,0.000000,0.000000,0.000000,0.000000,0.051985,0.000000,0.000000,0.023132,0.000000,0.000000,0.000000,0.077584
11,3.850770,0.079822,0.020729,0.084777,0.000000,0.000000,0.000000,0.000000,0.085923,0.000000,0.000000,0.079382,0.000000,0.000000,0.061179,0.053679,0.000000,0.065644,0.039380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.071848,0.000000,0.000000,0.000000,0.000000,0.065609,0.000000,0.079176,0.000000,0.000000,0.000000,0.000000,0.037033,0.000000,0.000000,0.000000,0.058540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.068168,0.000000,0.073698,0.000000,0.075963
22,3.850770,0.079822,0.020729,0.084777,0.000000,0.000000,0.000000,0.000000,0.085923,0.000000,0.000000,0.079382,0.000000,0.000000,0.061179,0.053679,0.000000,0.065644,0.039380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.071848,0.000000,0.000000,0.000000,0.000000,0.065609,0.000000,0.079176,0.000000,0.000000,0.000000,0.000000,0.037033,0.000000,0.000000,0.000000,0.058540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.068168,0.000000,0.073698,0.000000,0.075963
32,3.850770,0.079822,0.020729,0.084777,0.000000,0.000000,0.000000,0.000000,0.085923,0.000000,0.000000,0.079382,0.000000,0.000000,0.061179,0.053679,0.000000,0.065644,0.039380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.071848,0.000000,0.000000,0.000000,0.000000,0.065609,0.000000,0.079176,0.000000,0.000000,0.000000,0.000000,0.037033,0.000000,0.000000,0.000000,0.058540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.068168,0.000000,0.073698,0.000000,0.075963
11,3.914980,0.080227,0.020492,0.086581,0.000000,0.000000,0.000000,0.000000,0.092814,0.000000,0.000000,0.077000,0.000000,0.000000,0.058256,0.056642,0.000000,0.069145,0.037472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.069847,0.000000,0.000000,0.000000,0.000000,0.066673,0.000000,0.076639,0.000000,0.000000,0.000000,0.000000,0.040734,0.000000,0.000000,0.000000,0.053138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067220,0.000000,0.068402,0.000000,0.079438
15,3.900753,0.078743,0.020187,0.087245,0.000000,0.000000,0.000000,0.000000,0.087630,0.000000,0.000000,0.086572,0.000000,0.000000,0.057206,0.055908,0.000000,0.066879,0.044389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080439,0.000000,0.000000,0.000000,0.000000,0.063395,0.000000,0.069642,0.000000,0.000000,0.000000,0.000000,0.033616,0.000000,0.000000,0.000000,0.050985,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066556,0.000000,0.066779,0.000000,0.082758
37,3.900753,0.078743,0.020187,0.087245,0.000000,0.000000,0.000000,0.000000,0.087630,0.000000,0.000000,0.086572,0.000000,0.000000,0.057206,0.055908,0.000000,0.066879,0.044389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080439,0.000000,0.000000,0.000000,0.000000,0.063395,0.000000,0.069642,0.000000,0.000000,0.000000,0.000000,0.033616,0.000000,0.000000,0.000000,0.050985,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066556,0.000000,0.066779,0.000000,0.082758
5,3.950327,0.079530,0.020133,0.091217,0.000000,0.000000,0.000000,0.000000,0.087293,0.000000,0.000000,0.073909,0.000000,0.000000,0.053348,0.058425,0.000000,0.066491,0.040722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.060794,0.000000,0.000000,0.000000,0.000000,0.071783,0.000000,0.081084,0.000000,0.000000,0.000000,0.000000,0.039345,0.000000,0.000000,0.000000,0.050806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066178,0.000000,0.070147,0.000000,0.088457
30,3.950327,0.079530,0.020133,0.091217,0.000000,0.000000,0.000000,0.000000,0.087293,0.000000,0.000000,0.073909,0.000000,0.000000,0.053348,0.058425,0.000000,0.066491,0.040722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.060794,0.000000,0.000000,0.000000,0.000000,0.071783,0.000000,0.081084,0.000000,0.000000,0.000000,0.000000,0.039345,0.000000,0.000000,0.000000,0.050806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066178,0.000000,0.070147,0.000000,0.088457
