id,HV,Mean,DownSideRisk,ALMI11B,ARZZ3,AUTM3,BBFI11B,BEES3,BMIN4,BPNM4,BRCR11B,BRFS3,BRML3,BRTO4,BTTL4,CCPR3,CESP6,CLSC6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,CTIP3,DTCY3,ECOR3,EQTL3,EUCA4,EZTC3,FEXC11B,FFCI11,FFTL4,FHER3,FNAM11,FPAB11,HGRE11,HGTX3,HTMX11B,IMCH3,JHSF3,KNRI11,LIGT3,MPXE3,ODPV3,OHLB3,PMET6,PQDP11,PRSV11,RAIA3,RDCD3,RNEW11,SAPR4,SBSP3,SSBR3,STBP11,SULT4,TMAR5,TRXL11,UOLL4,USIM3
20,229.667062,0.071660,0.025539,0.045676,0.022003,0.030679,0.002107,0.022249,0.038757,0.003431,0.006601,0.021217,0.017632,0.008107,0.027428,0.034667,0.032079,0.019451,0.013081,0.020810,0.006568,0.006959,0.018102,0.008972,0.029123,0.008462,0.035371,0.010128,0.039350,0.000000,0.033179,0.023871,0.009102,0.040381,0.023726,0.003674,0.004499,0.006886,0.020023,0.000477,0.014522,0.021260,0.000819,0.013710,0.039320,0.000350,0.020419,0.033667,0.000000,0.010448,0.015543,0.000000,0.039585,0.012881,0.001054,0.020643,0.005621,0.018492,0.022663,0.014175
2,222.070415,0.072599,0.025499,0.021071,0.030858,0.022306,0.018696,0.043165,0.047354,0.014426,0.009599,0.020064,0.032091,0.016709,0.016234,0.044769,0.009589,0.005691,0.013777,0.003912,0.018863,0.016113,0.036871,0.024372,0.022226,0.014752,0.015423,0.011670,0.033973,0.004893,0.010260,0.017197,0.002775,0.029981,0.025465,0.010744,0.000000,0.007407,0.025806,0.005001,0.004403,0.016136,0.000000,0.003790,0.011008,0.016715,0.039857,0.020042,0.000000,0.009118,0.004708,0.000000,0.032874,0.014795,0.011452,0.006282,0.028425,0.029297,0.021971,0.025023
8,259.124848,0.070396,0.025370,0.038157,0.026885,0.025435,0.007911,0.031775,0.040493,0.004746,0.007732,0.017896,0.020598,0.008903,0.021619,0.035743,0.025044,0.018343,0.013327,0.012516,0.008788,0.008714,0.026642,0.014842,0.025712,0.011148,0.033769,0.010465,0.040705,0.001579,0.025126,0.019720,0.008148,0.033095,0.024146,0.006704,0.000987,0.002367,0.024404,0.001913,0.010330,0.022783,0.000498,0.012418,0.028404,0.005233,0.030720,0.034328,0.000000,0.011188,0.014854,0.000114,0.035913,0.015675,0.003766,0.014666,0.011384,0.020700,0.021581,0.019348
38,259.123513,0.080140,0.026787,0.032690,0.010181,0.020973,0.016217,0.027323,0.028082,0.023644,0.010040,0.029297,0.038472,0.031052,0.016306,0.023530,0.010251,0.006216,0.021748,0.032242,0.029491,0.026885,0.012857,0.009214,0.021198,0.013044,0.016436,0.010863,0.031616,0.004156,0.010602,0.008937,0.002909,0.035552,0.038903,0.009847,0.011195,0.030818,0.015124,0.005046,0.004640,0.015117,0.000262,0.004381,0.024182,0.002292,0.036415,0.012054,0.000000,0.009145,0.004967,0.000000,0.035293,0.005549,0.010065,0.006596,0.034821,0.027007,0.020675,0.023579
24,258.154980,0.072383,0.025314,0.041024,0.021732,0.027943,0.009257,0.027971,0.039153,0.008495,0.007984,0.019539,0.023155,0.012430,0.024918,0.031486,0.026932,0.014211,0.014517,0.014017,0.012036,0.011524,0.015535,0.010863,0.028254,0.013475,0.031113,0.011062,0.038672,0.002057,0.027296,0.017519,0.008990,0.032351,0.028484,0.006394,0.001620,0.006820,0.022789,0.002625,0.010778,0.025010,0.000000,0.009465,0.029064,0.000000,0.030930,0.028722,0.000000,0.013434,0.011756,0.000000,0.032527,0.009506,0.004814,0.015378,0.015400,0.024684,0.024488,0.019802
29,264.063365,0.074101,0.025792,0.036994,0.023683,0.024347,0.009947,0.026673,0.038322,0.011212,0.007702,0.030595,0.029645,0.019894,0.023192,0.030373,0.022492,0.011554,0.015777,0.024401,0.017196,0.018494,0.015665,0.012614,0.020948,0.011900,0.023133,0.012006,0.032697,0.002273,0.024520,0.016813,0.008370,0.039426,0.031556,0.008227,0.006072,0.018382,0.023732,0.003286,0.006948,0.020786,0.000738,0.007659,0.027928,0.003356,0.022963,0.019738,0.000000,0.012776,0.009085,0.000000,0.033222,0.005327,0.007150,0.010857,0.021030,0.020636,0.017741,0.017946
1,263.656399,0.071758,0.025329,0.040121,0.023354,0.027154,0.008833,0.029168,0.039575,0.007315,0.007905,0.019022,0.022351,0.011320,0.023880,0.032826,0.026338,0.015511,0.014143,0.013545,0.011014,0.010639,0.019031,0.012115,0.027454,0.012743,0.031948,0.010874,0.039312,0.001907,0.026613,0.018212,0.008725,0.032585,0.027119,0.006492,0.001421,0.005418,0.023297,0.002401,0.010637,0.024309,0.000157,0.010394,0.028856,0.001647,0.030864,0.030486,0.000000,0.012727,0.012731,0.000036,0.033592,0.011448,0.004484,0.015154,0.014136,0.023430,0.023573,0.019659
6,263.589024,0.071021,0.025349,0.039059,0.025263,0.026225,0.008335,0.030578,0.040071,0.005926,0.007812,0.018413,0.021403,0.010013,0.022658,0.034403,0.025638,0.017042,0.013702,0.012988,0.009810,0.009598,0.023147,0.013590,0.026512,0.011880,0.032933,0.010653,0.040065,0.001730,0.025809,0.019027,0.008413,0.032861,0.025511,0.006607,0.001186,0.003768,0.023896,0.002137,0.010471,0.023484,0.000341,0.011489,0.028611,0.003586,0.030786,0.032564,0.000000,0.011895,0.013879,0.000078,0.034847,0.013734,0.004096,0.014891,0.012648,0.021954,0.022496,0.019491
31,289.703115,0.074284,0.025637,0.035945,0.020289,0.023721,0.014312,0.030991,0.036160,0.013422,0.008955,0.024320,0.030575,0.020956,0.021006,0.027720,0.021306,0.009691,0.016171,0.016254,0.019651,0.019510,0.012119,0.012047,0.024986,0.015156,0.025177,0.012837,0.035342,0.003192,0.021118,0.012313,0.008277,0.030764,0.032443,0.010247,0.003434,0.013334,0.024508,0.004134,0.006754,0.025915,0.000146,0.006362,0.022375,0.000457,0.035074,0.021273,0.000000,0.014235,0.007926,0.000003,0.027967,0.005414,0.007911,0.009933,0.024939,0.026186,0.023115,0.021633
10,281.274804,0.078030,0.026198,0.032728,0.014632,0.021414,0.014636,0.031230,0.034899,0.021192,0.010798,0.025636,0.033250,0.021841,0.018501,0.030482,0.014355,0.008456,0.018595,0.026061,0.023639,0.023694,0.017698,0.010351,0.025582,0.012103,0.019997,0.010702,0.032122,0.004844,0.013438,0.011197,0.003317,0.032805,0.033532,0.008785,0.008084,0.022377,0.013906,0.004828,0.006046,0.015196,0.000543,0.005998,0.022749,0.003072,0.036573,0.017103,0.000000,0.009013,0.007236,0.000106,0.035310,0.007831,0.010801,0.009988,0.028235,0.028230,0.018547,0.025716
15,279.461840,0.073421,0.025517,0.036726,0.020995,0.025391,0.013055,0.031517,0.037632,0.011475,0.009088,0.020522,0.026899,0.016465,0.021616,0.030092,0.022585,0.011808,0.015462,0.012901,0.016282,0.015401,0.015707,0.012319,0.026791,0.014611,0.028249,0.012065,0.037385,0.002914,0.022118,0.014429,0.007975,0.029760,0.029868,0.009164,0.002269,0.008708,0.023766,0.003742,0.008471,0.025171,0.000158,0.007949,0.023636,0.001296,0.035822,0.025435,0.000000,0.013387,0.009635,0.000047,0.029755,0.008736,0.006940,0.012057,0.021199,0.026402,0.024240,0.021911
31,289.703115,0.074284,0.025637,0.035945,0.020289,0.023721,0.014312,0.030991,0.036160,0.013422,0.008955,0.024320,0.030575,0.020956,0.021006,0.027720,0.021306,0.009691,0.016171,0.016254,0.019651,0.019510,0.012119,0.012047,0.024986,0.015156,0.025177,0.012837,0.035342,0.003192,0.021118,0.012313,0.008277,0.030764,0.032443,0.010247,0.003434,0.013334,0.024508,0.004134,0.006754,0.025915,0.000146,0.006362,0.022375,0.000457,0.035074,0.021273,0.000000,0.014235,0.007926,0.000003,0.027967,0.005414,0.007911,0.009933,0.024939,0.026186,0.023115,0.021633
37,287.939467,0.074140,0.025616,0.036075,0.020407,0.024000,0.014102,0.031079,0.036406,0.013096,0.008977,0.023685,0.029961,0.020205,0.021108,0.028116,0.021519,0.010045,0.016053,0.015693,0.019088,0.018823,0.012719,0.012092,0.025288,0.015065,0.025691,0.012708,0.035683,0.003145,0.021286,0.012667,0.008227,0.030596,0.032012,0.010066,0.003239,0.012560,0.024384,0.004068,0.007042,0.025790,0.000148,0.006628,0.022586,0.000597,0.035199,0.021969,0.000000,0.014093,0.008212,0.000011,0.028266,0.005970,0.007749,0.010288,0.024314,0.026223,0.023303,0.021679
38,285.006368,0.073870,0.025579,0.036405,0.020673,0.024455,0.013627,0.031090,0.036825,0.012470,0.008953,0.022764,0.028928,0.018963,0.021348,0.028773,0.021977,0.010688,0.015833,0.014970,0.018092,0.017684,0.013675,0.012144,0.025723,0.014857,0.026549,0.012481,0.036230,0.003037,0.021714,0.013314,0.008193,0.030500,0.031309,0.009701,0.002939,0.011372,0.024196,0.003919,0.007525,0.025584,0.000151,0.007095,0.023106,0.000802,0.035141,0.023133,0.000000,0.013873,0.008736,0.000020,0.028842,0.006839,0.007419,0.010906,0.023153,0.026136,0.023525,0.021639
24,293.883257,0.075354,0.025858,0.035377,0.017467,0.025858,0.012482,0.028999,0.034716,0.013593,0.009460,0.024961,0.026698,0.016803,0.025016,0.030090,0.021404,0.011436,0.015372,0.018421,0.018180,0.017024,0.015625,0.011047,0.026954,0.013247,0.024381,0.011907,0.033406,0.003468,0.021840,0.016192,0.007077,0.033028,0.032706,0.007370,0.004500,0.015872,0.020376,0.004173,0.008176,0.019296,0.000503,0.008287,0.026974,0.002934,0.031640,0.019455,0.000000,0.011435,0.010683,0.000125,0.033003,0.008304,0.008854,0.013211,0.023653,0.025320,0.019769,0.021849
29,290.066458,0.075742,0.025244,0.035681,0.018206,0.021068,0.012091,0.026417,0.034152,0.017279,0.009370,0.025792,0.027538,0.018261,0.022265,0.031965,0.018770,0.010377,0.017879,0.022325,0.023016,0.018409,0.021929,0.010745,0.030219,0.013795,0.022337,0.013021,0.029640,0.003189,0.018880,0.012222,0.003231,0.036727,0.033288,0.011171,0.007515,0.016340,0.015831,0.005407,0.005849,0.012387,0.000494,0.007135,0.024858,0.004135,0.036463,0.021568,0.000000,0.010199,0.007302,0.000155,0.035556,0.009519,0.006331,0.010386,0.024707,0.021883,0.017245,0.027481
31,289.703115,0.074284,0.025637,0.035945,0.020289,0.023721,0.014312,0.030991,0.036160,0.013422,0.008955,0.024320,0.030575,0.020956,0.021006,0.027720,0.021306,0.009691,0.016171,0.016254,0.019651,0.019510,0.012119,0.012047,0.024986,0.015156,0.025177,0.012837,0.035342,0.003192,0.021118,0.012313,0.008277,0.030764,0.032443,0.010247,0.003434,0.013334,0.024508,0.004134,0.006754,0.025915,0.000146,0.006362,0.022375,0.000457,0.035074,0.021273,0.000000,0.014235,0.007926,0.000003,0.027967,0.005414,0.007911,0.009933,0.024939,0.026186,0.023115,0.021633
37,296.576428,0.075188,0.025941,0.034337,0.018808,0.024951,0.012595,0.028740,0.034938,0.013527,0.009323,0.025655,0.027810,0.017307,0.024521,0.028937,0.021190,0.011077,0.015380,0.019002,0.018545,0.017848,0.015646,0.011887,0.026220,0.013517,0.024195,0.012003,0.034161,0.003198,0.021521,0.015775,0.007684,0.033402,0.032440,0.007847,0.004864,0.015225,0.021376,0.004059,0.007919,0.020639,0.000528,0.007706,0.026512,0.003357,0.030933,0.019727,0.000000,0.011433,0.010063,0.000096,0.033080,0.007724,0.008335,0.012554,0.024204,0.024924,0.019796,0.020956
22,294.213152,0.075296,0.025353,0.035761,0.018843,0.021879,0.012770,0.027816,0.034766,0.016099,0.009243,0.025341,0.028467,0.019085,0.021880,0.030666,0.019546,0.010167,0.017356,0.020467,0.021986,0.018746,0.018928,0.011143,0.028618,0.014211,0.023206,0.012965,0.031384,0.003190,0.019565,0.012250,0.004775,0.034903,0.033030,0.010888,0.006266,0.015420,0.018485,0.005018,0.006126,0.016526,0.000388,0.006898,0.024098,0.003010,0.036038,0.021478,0.000000,0.011434,0.007493,0.000109,0.033234,0.008264,0.006814,0.010247,0.024778,0.023199,0.019041,0.025692
24,293.883257,0.075354,0.025858,0.035377,0.017467,0.025858,0.012482,0.028999,0.034716,0.013593,0.009460,0.024961,0.026698,0.016803,0.025016,0.030090,0.021404,0.011436,0.015372,0.018421,0.018180,0.017024,0.015625,0.011047,0.026954,0.013247,0.024381,0.011907,0.033406,0.003468,0.021840,0.016192,0.007077,0.033028,0.032706,0.007370,0.004500,0.015872,0.020376,0.004173,0.008176,0.019296,0.000503,0.008287,0.026974,0.002934,0.031640,0.019455,0.000000,0.011435,0.010683,0.000125,0.033003,0.008304,0.008854,0.013211,0.023653,0.025320,0.019769,0.021849
36,297.477725,0.075074,0.025891,0.034705,0.018813,0.024830,0.012742,0.028940,0.034895,0.013462,0.009236,0.025537,0.028082,0.017809,0.024266,0.028779,0.021340,0.010928,0.015415,0.018702,0.018703,0.018055,0.014994,0.011794,0.026175,0.013699,0.024312,0.012135,0.034209,0.003202,0.021628,0.015381,0.007792,0.033132,0.032598,0.008039,0.004628,0.015177,0.021762,0.004052,0.007783,0.021279,0.000466,0.007596,0.026181,0.002884,0.031406,0.019792,0.000000,0.011833,0.009920,0.000083,0.032410,0.007400,0.008286,0.012313,0.024267,0.025001,0.020159,0.020993
37,296.576428,0.075188,0.025941,0.034337,0.018808,0.024951,0.012595,0.028740,0.034938,0.013527,0.009323,0.025655,0.027810,0.017307,0.024521,0.028937,0.021190,0.011077,0.015380,0.019002,0.018545,0.017848,0.015646,0.011887,0.026220,0.013517,0.024195,0.012003,0.034161,0.003198,0.021521,0.015775,0.007684,0.033402,0.032440,0.007847,0.004864,0.015225,0.021376,0.004059,0.007919,0.020639,0.000528,0.007706,0.026512,0.003357,0.030933,0.019727,0.000000,0.011433,0.010063,0.000096,0.033080,0.007724,0.008335,0.012554,0.024204,0.024924,0.019796,0.020956
20,296.515288,0.075180,0.025938,0.034352,0.018822,0.024940,0.012610,0.028760,0.034949,0.013526,0.009319,0.025643,0.027834,0.017339,0.024490,0.028926,0.021191,0.011065,0.015387,0.018977,0.018555,0.017862,0.015615,0.011889,0.026209,0.013532,0.024204,0.012010,0.034172,0.003198,0.021518,0.015744,0.007689,0.033378,0.032440,0.007868,0.004851,0.015209,0.021403,0.004060,0.007909,0.020686,0.000525,0.007694,0.026476,0.003331,0.030970,0.019741,0.000000,0.011458,0.010044,0.000095,0.033035,0.007703,0.008332,0.012531,0.024211,0.024935,0.019826,0.020962
36,297.477725,0.075074,0.025891,0.034705,0.018813,0.024830,0.012742,0.028940,0.034895,0.013462,0.009236,0.025537,0.028082,0.017809,0.024266,0.028779,0.021340,0.010928,0.015415,0.018702,0.018703,0.018055,0.014994,0.011794,0.026175,0.013699,0.024312,0.012135,0.034209,0.003202,0.021628,0.015381,0.007792,0.033132,0.032598,0.008039,0.004628,0.015177,0.021762,0.004052,0.007783,0.021279,0.000466,0.007596,0.026181,0.002884,0.031406,0.019792,0.000000,0.011833,0.009920,0.000083,0.032410,0.007400,0.008286,0.012313,0.024267,0.025001,0.020159,0.020993
13,297.035834,0.075209,0.025922,0.034544,0.018578,0.025105,0.012591,0.028810,0.034910,0.013537,0.009344,0.025514,0.027632,0.017249,0.024577,0.029137,0.021231,0.011130,0.015386,0.018868,0.018488,0.017712,0.015608,0.011735,0.026343,0.013484,0.024240,0.011993,0.034035,0.003247,0.021576,0.015818,0.007579,0.033307,0.032488,0.007783,0.004783,0.015324,0.021223,0.004081,0.007955,0.020445,0.000520,0.007800,0.026557,0.003251,0.031103,0.019694,0.000000,0.011461,0.010156,0.000101,0.033017,0.007808,0.008426,0.012649,0.024110,0.025009,0.019824,0.021126
37,296.576428,0.075188,0.025941,0.034337,0.018808,0.024951,0.012595,0.028740,0.034938,0.013527,0.009323,0.025655,0.027810,0.017307,0.024521,0.028937,0.021190,0.011077,0.015380,0.019002,0.018545,0.017848,0.015646,0.011887,0.026220,0.013517,0.024195,0.012003,0.034161,0.003198,0.021521,0.015775,0.007684,0.033402,0.032440,0.007847,0.004864,0.015225,0.021376,0.004059,0.007919,0.020639,0.000528,0.007706,0.026512,0.003357,0.030933,0.019727,0.000000,0.011433,0.010063,0.000096,0.033080,0.007724,0.008335,0.012554,0.024204,0.024924,0.019796,0.020956
0,298.657886,0.075156,0.025831,0.034742,0.018767,0.024464,0.012662,0.028665,0.034841,0.013858,0.009263,0.025575,0.027998,0.017786,0.024084,0.029119,0.021052,0.010890,0.015663,0.019103,0.019115,0.018064,0.015794,0.011710,0.026579,0.013687,0.024099,0.012205,0.033752,0.003199,0.021326,0.015112,0.007317,0.033525,0.032635,0.008338,0.004954,0.015285,0.021117,0.004191,0.007605,0.020304,0.000478,0.007559,0.026078,0.003081,0.031855,0.019973,0.000000,0.011612,0.009666,0.000092,0.032818,0.007658,0.008094,0.012144,0.024305,0.024682,0.019822,0.021643
7,297.896673,0.075264,0.025903,0.034811,0.018198,0.025364,0.012544,0.028858,0.034837,0.013557,0.009385,0.025339,0.027303,0.017077,0.024747,0.029462,0.021288,0.011240,0.015377,0.018737,0.018379,0.017473,0.015637,0.011505,0.026555,0.013394,0.024280,0.011959,0.033817,0.003321,0.021666,0.015965,0.007408,0.033232,0.032561,0.007630,0.004698,0.015520,0.020921,0.004111,0.008036,0.020028,0.000517,0.007971,0.026723,0.003164,0.031255,0.019603,0.000000,0.011434,0.010345,0.000109,0.033045,0.007988,0.008572,0.012853,0.023953,0.025104,0.019784,0.021363
36,297.477725,0.075074,0.025891,0.034705,0.018813,0.024830,0.012742,0.028940,0.034895,0.013462,0.009236,0.025537,0.028082,0.017809,0.024266,0.028779,0.021340,0.010928,0.015415,0.018702,0.018703,0.018055,0.014994,0.011794,0.026175,0.013699,0.024312,0.012135,0.034209,0.003202,0.021628,0.015381,0.007792,0.033132,0.032598,0.008039,0.004628,0.015177,0.021762,0.004052,0.007783,0.021279,0.000466,0.007596,0.026181,0.002884,0.031406,0.019792,0.000000,0.011833,0.009920,0.000083,0.032410,0.007400,0.008286,0.012313,0.024267,0.025001,0.020159,0.020993
2,298.780360,0.075157,0.025822,0.034762,0.018768,0.024419,0.012664,0.028652,0.034838,0.013894,0.009262,0.025571,0.028008,0.017811,0.024046,0.029143,0.021029,0.010877,0.015691,0.019124,0.019164,0.018077,0.015840,0.011700,0.026613,0.013697,0.024085,0.012219,0.033713,0.003198,0.021298,0.015061,0.007277,0.033547,0.032643,0.008381,0.004974,0.015287,0.021077,0.004204,0.007580,0.020246,0.000476,0.007547,0.026044,0.003076,0.031927,0.019998,0.000000,0.011612,0.009629,0.000092,0.032820,0.007665,0.008072,0.012111,0.024313,0.024656,0.019812,0.021709
22,298.657886,0.075156,0.025831,0.034742,0.018767,0.024464,0.012662,0.028665,0.034841,0.013858,0.009263,0.025575,0.027998,0.017786,0.024084,0.029119,0.021052,0.010890,0.015663,0.019103,0.019115,0.018064,0.015794,0.011710,0.026579,0.013687,0.024099,0.012205,0.033752,0.003199,0.021326,0.015112,0.007317,0.033525,0.032635,0.008338,0.004954,0.015285,0.021117,0.004191,0.007605,0.020304,0.000478,0.007559,0.026078,0.003081,0.031855,0.019973,0.000000,0.011612,0.009666,0.000092,0.032818,0.007658,0.008094,0.012144,0.024305,0.024682,0.019822,0.021643
0,298.657886,0.075156,0.025831,0.034742,0.018767,0.024464,0.012662,0.028665,0.034841,0.013858,0.009263,0.025575,0.027998,0.017786,0.024084,0.029119,0.021052,0.010890,0.015663,0.019103,0.019115,0.018064,0.015794,0.011710,0.026579,0.013687,0.024099,0.012205,0.033752,0.003199,0.021326,0.015112,0.007317,0.033525,0.032635,0.008338,0.004954,0.015285,0.021117,0.004191,0.007605,0.020304,0.000478,0.007559,0.026078,0.003081,0.031855,0.019973,0.000000,0.011612,0.009666,0.000092,0.032818,0.007658,0.008094,0.012144,0.024305,0.024682,0.019822,0.021643
5,298.996824,0.075170,0.025772,0.034881,0.018762,0.024161,0.012678,0.028586,0.034832,0.014122,0.009261,0.025523,0.028055,0.017947,0.023810,0.029311,0.020877,0.010806,0.015863,0.019246,0.019449,0.018144,0.016147,0.011634,0.026824,0.013748,0.024006,0.012292,0.033481,0.003202,0.021115,0.014765,0.007015,0.033666,0.032681,0.008635,0.005095,0.015299,0.020806,0.004286,0.007432,0.019874,0.000465,0.007485,0.025835,0.003053,0.032379,0.020160,0.000000,0.011600,0.009415,0.000094,0.032849,0.007733,0.007948,0.011922,0.024352,0.024521,0.019748,0.022127
2,298.780360,0.075157,0.025822,0.034762,0.018768,0.024419,0.012664,0.028652,0.034838,0.013894,0.009262,0.025571,0.028008,0.017811,0.024046,0.029143,0.021029,0.010877,0.015691,0.019124,0.019164,0.018077,0.015840,0.011700,0.026613,0.013697,0.024085,0.012219,0.033713,0.003198,0.021298,0.015061,0.007277,0.033547,0.032643,0.008381,0.004974,0.015287,0.021077,0.004204,0.007580,0.020246,0.000476,0.007547,0.026044,0.003076,0.031927,0.019998,0.000000,0.011612,0.009629,0.000092,0.032820,0.007665,0.008072,0.012111,0.024313,0.024656,0.019812,0.021709
