id,Delta,Mean,DownSideRisk,ALMI11B,ARZZ3,AUTM3,BBFI11B,BEES3,BMIN4,BPNM4,BRCR11B,BRFS3,BRML3,BRTO4,BTTL4,CCPR3,CESP6,CLSC6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,CTIP3,DTCY3,ECOR3,EQTL3,EUCA4,EZTC3,FEXC11B,FFCI11,FFTL4,FHER3,FNAM11,FPAB11,HGRE11,HGTX3,HTMX11B,IMCH3,JHSF3,KNRI11,LIGT3,MPXE3,ODPV3,OHLB3,PMET6,PQDP11,PRSV11,RAIA3,RDCD3,RNEW11,SAPR4,SBSP3,SSBR3,STBP11,SULT4,TMAR5,TRXL11,UOLL4,USIM3
17,0.080781,0.068725,0.030115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.048079,0.052491,0.061169,0.000000,0.000000,0.000000,0.000000,0.041852,0.054737,0.000000,0.000000,0.000000,0.000000,0.038351,0.076418,0.024623,0.069122,0.000000,0.000000,0.000000,0.000000,0.000000,0.060297,0.023926,0.000000,0.000000,0.000000,0.070711,0.000000,0.000000,0.000000,0.077084,0.000000,0.076388,0.036056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067200,0.080781,0.040714,0.000000,0.000000,0.000000,0.000000
34,0.081502,0.104831,0.038837,0.000000,0.000000,0.068799,0.000000,0.000000,0.073221,0.000000,0.000000,0.081502,0.000000,0.063208,0.049176,0.052173,0.050387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047347,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040969,0.075220,0.056787,0.000000,0.079886,0.000000,0.000000,0.000000,0.000000,0.062942,0.044722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044264,0.000000,0.000000,0.035282,0.050185,0.000000,0.000000,0.000000,0.023929,0.000000,0.000000,0.000000,0.000000
31,0.084132,0.113755,0.036269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.036282,0.055441,0.000000,0.000000,0.000000,0.033112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055833,0.000000,0.000000,0.000000,0.084132,0.000000,0.017898,0.033308,0.000000,0.000000,0.000000,0.055131,0.000000,0.034568,0.042407,0.000000,0.000000,0.059634,0.064540,0.000000,0.057672,0.000000,0.000000,0.076221,0.000000,0.064313,0.041436,0.000000,0.072596,0.053334
17,0.080781,0.068719,0.030126,0.000000,0.000000,0.000000,0.000000,0.000628,0.000000,0.000000,0.048079,0.052491,0.061169,0.000000,0.000000,0.000000,0.000000,0.041852,0.054737,0.000000,0.000000,0.000000,0.000000,0.038351,0.076418,0.023995,0.069122,0.000000,0.000000,0.000000,0.000000,0.000000,0.060297,0.023926,0.000000,0.000000,0.000000,0.070711,0.000000,0.000000,0.000000,0.077084,0.000000,0.076388,0.036056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067200,0.080781,0.040714,0.000000,0.000000,0.000000,0.000000
34,0.081502,0.104831,0.038837,0.000000,0.000000,0.068799,0.000000,0.000000,0.073221,0.000000,0.000000,0.081502,0.000000,0.063208,0.049176,0.052173,0.050387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047347,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040969,0.075220,0.056787,0.000000,0.079886,0.000000,0.000000,0.000000,0.000000,0.062942,0.044722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044264,0.000000,0.000000,0.035282,0.050185,0.000000,0.000000,0.000000,0.023929,0.000000,0.000000,0.000000,0.000000
31,0.084132,0.113755,0.036269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.036282,0.055441,0.000000,0.000000,0.000000,0.033112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055833,0.000000,0.000000,0.000000,0.084132,0.000000,0.017898,0.033308,0.000000,0.000000,0.000000,0.055131,0.000000,0.034568,0.042407,0.000000,0.000000,0.059634,0.064540,0.000000,0.057672,0.000000,0.000000,0.076221,0.000000,0.064313,0.041436,0.000000,0.072596,0.053334
17,0.080781,0.068719,0.030126,0.000000,0.000000,0.000000,0.000000,0.000628,0.000000,0.000000,0.048079,0.052491,0.061169,0.000000,0.000000,0.000000,0.000000,0.041852,0.054737,0.000000,0.000000,0.000000,0.000000,0.038351,0.076418,0.023995,0.069122,0.000000,0.000000,0.000000,0.000000,0.000000,0.060297,0.023926,0.000000,0.000000,0.000000,0.070711,0.000000,0.000000,0.000000,0.077084,0.000000,0.076388,0.036056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067200,0.080781,0.040714,0.000000,0.000000,0.000000,0.000000
34,0.081502,0.104831,0.038837,0.000000,0.000000,0.068799,0.000000,0.000000,0.073221,0.000000,0.000000,0.081502,0.000000,0.063208,0.049176,0.052173,0.050387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047347,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040969,0.075220,0.056787,0.000000,0.079886,0.000000,0.000000,0.000000,0.000000,0.062942,0.044722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044264,0.000000,0.000000,0.035282,0.050185,0.000000,0.000000,0.000000,0.023929,0.000000,0.000000,0.000000,0.000000
31,0.084132,0.113755,0.036269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.036282,0.055441,0.000000,0.000000,0.000000,0.033112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055833,0.000000,0.000000,0.000000,0.084132,0.000000,0.017898,0.033308,0.000000,0.000000,0.000000,0.055131,0.000000,0.034568,0.042407,0.000000,0.000000,0.059634,0.064540,0.000000,0.057672,0.000000,0.000000,0.076221,0.000000,0.064313,0.041436,0.000000,0.072596,0.053334
17,0.080781,0.068719,0.030125,0.000000,0.000000,0.000000,0.000000,0.000628,0.000000,0.000000,0.048079,0.052481,0.061169,0.000000,0.000000,0.000000,0.000000,0.041852,0.054737,0.000000,0.000000,0.000000,0.000000,0.038351,0.076418,0.023995,0.069122,0.000000,0.000000,0.000000,0.000000,0.000000,0.060297,0.023926,0.000010,0.000000,0.000000,0.070711,0.000000,0.000000,0.000000,0.077084,0.000000,0.076388,0.036056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067200,0.080781,0.040714,0.000000,0.000000,0.000000,0.000000
