id,Delta,Mean,DownSideRisk,ALMI11B,ARZZ3,AUTM3,BBFI11B,BEES3,BMIN4,BPNM4,BRCR11B,BRFS3,BRML3,BRTO4,BTTL4,CCPR3,CESP6,CLSC6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,CTIP3,DTCY3,ECOR3,EQTL3,EUCA4,EZTC3,FEXC11B,FFCI11,FFTL4,FHER3,FNAM11,FPAB11,HGRE11,HGTX3,HTMX11B,IMCH3,JHSF3,KNRI11,LIGT3,MPXE3,ODPV3,OHLB3,PMET6,PQDP11,PRSV11,RAIA3,RDCD3,RNEW11,SAPR4,SBSP3,SSBR3,STBP11,SULT4,TMAR5,TRXL11,UOLL4,USIM3
38,0.078542,0.101448,0.036157,0.055381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.039798,0.000000,0.073964,0.000000,0.063892,0.030128,0.000000,0.000000,0.078542,0.000000,0.042380,0.000000,0.000000,0.066246,0.031157,0.000000,0.000000,0.000000,0.000000,0.000000,0.035604,0.000000,0.059977,0.041647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.053140,0.050010,0.031663,0.063857,0.000000,0.000000,0.000000,0.000000,0.000000,0.061250,0.000000,0.000000,0.000000,0.067624,0.053742,0.000000,0.000000,0.000000
23,0.079586,0.107787,0.042489,0.000000,0.000000,0.000000,0.077976,0.000000,0.000000,0.000000,0.057623,0.000000,0.050026,0.068610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.058111,0.000000,0.000000,0.000000,0.000000,0.056364,0.055605,0.049028,0.000000,0.000000,0.000000,0.000000,0.000000,0.043540,0.000000,0.000000,0.067680,0.000000,0.041114,0.045740,0.033109,0.064052,0.000000,0.065072,0.044413,0.000000,0.000000,0.000000,0.042350,0.000000,0.000000,0.079586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39,0.081320,0.104369,0.029732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.060516,0.000000,0.000000,0.000000,0.069954,0.074492,0.000000,0.000000,0.000000,0.056816,0.055638,0.058930,0.000000,0.032092,0.000000,0.000000,0.040186,0.000000,0.059481,0.000000,0.000000,0.000000,0.000000,0.000000,0.057157,0.000000,0.052917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.081320,0.046343,0.000000,0.000000,0.039448,0.000000,0.055836,0.000000,0.070417,0.000000,0.049283,0.039173,0.000000,0.000000
38,0.078542,0.101448,0.036157,0.055381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.039798,0.000000,0.073964,0.000000,0.063892,0.030128,0.000000,0.000000,0.078542,0.000000,0.042380,0.000000,0.000000,0.066246,0.031157,0.000000,0.000000,0.000000,0.000000,0.000000,0.035604,0.000000,0.059977,0.041647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.053140,0.050010,0.031663,0.063857,0.000000,0.000000,0.000000,0.000000,0.000000,0.061250,0.000000,0.000000,0.000000,0.067624,0.053742,0.000000,0.000000,0.000000
23,0.079586,0.107787,0.042489,0.000000,0.000000,0.000000,0.077976,0.000000,0.000000,0.000000,0.057623,0.000000,0.050026,0.068610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.058111,0.000000,0.000000,0.000000,0.000000,0.056364,0.055605,0.049028,0.000000,0.000000,0.000000,0.000000,0.000000,0.043540,0.000000,0.000000,0.067680,0.000000,0.041114,0.045740,0.033109,0.064052,0.000000,0.065072,0.044413,0.000000,0.000000,0.000000,0.042350,0.000000,0.000000,0.079586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.079586,0.107787,0.042489,0.000000,0.000000,0.000000,0.077976,0.000000,0.000000,0.000000,0.057623,0.000000,0.050026,0.068610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.058111,0.000000,0.000000,0.000000,0.000000,0.056364,0.055605,0.049028,0.000000,0.000000,0.000000,0.000000,0.000000,0.043540,0.000000,0.000000,0.067680,0.000000,0.041114,0.045740,0.033109,0.064052,0.000000,0.065072,0.044413,0.000000,0.000000,0.000000,0.042350,0.000000,0.000000,0.079586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38,0.078542,0.101448,0.036157,0.055381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.039798,0.000000,0.073964,0.000000,0.063892,0.030128,0.000000,0.000000,0.078542,0.000000,0.042380,0.000000,0.000000,0.066246,0.031157,0.000000,0.000000,0.000000,0.000000,0.000000,0.035604,0.000000,0.059977,0.041647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.053140,0.050010,0.031663,0.063857,0.000000,0.000000,0.000000,0.000000,0.000000,0.061250,0.000000,0.000000,0.000000,0.067624,0.053742,0.000000,0.000000,0.000000
23,0.079586,0.107787,0.042489,0.000000,0.000000,0.000000,0.077976,0.000000,0.000000,0.000000,0.057623,0.000000,0.050026,0.068610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.058111,0.000000,0.000000,0.000000,0.000000,0.056364,0.055605,0.049028,0.000000,0.000000,0.000000,0.000000,0.000000,0.043540,0.000000,0.000000,0.067680,0.000000,0.041114,0.045740,0.033109,0.064052,0.000000,0.065072,0.044413,0.000000,0.000000,0.000000,0.042350,0.000000,0.000000,0.079586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.079586,0.107787,0.042489,0.000000,0.000000,0.000000,0.077976,0.000000,0.000000,0.000000,0.057623,0.000000,0.050026,0.068610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.058111,0.000000,0.000000,0.000000,0.000000,0.056364,0.055605,0.049028,0.000000,0.000000,0.000000,0.000000,0.000000,0.043540,0.000000,0.000000,0.067680,0.000000,0.041114,0.045740,0.033109,0.064052,0.000000,0.065072,0.044413,0.000000,0.000000,0.000000,0.042350,0.000000,0.000000,0.079586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38,0.078542,0.101448,0.036157,0.055381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.039798,0.000000,0.073964,0.000000,0.063892,0.030128,0.000000,0.000000,0.078542,0.000000,0.042380,0.000000,0.000000,0.066246,0.031157,0.000000,0.000000,0.000000,0.000000,0.000000,0.035604,0.000000,0.059977,0.041647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.053140,0.050010,0.031663,0.063857,0.000000,0.000000,0.000000,0.000000,0.000000,0.061250,0.000000,0.000000,0.000000,0.067624,0.053742,0.000000,0.000000,0.000000
